branchid,trans_viol,branch_rating,percentage
212236.0,8.7109232650921e-15,1793.0,4.858295184100446e-18
212237.0,0.0,86.0,0.0
212238.0,8.710923319211168e-15,700.0,1.244417617030167e-17
212239.0,8.710923319600621e-15,700.0,1.244417617085803e-17
201384.0,8.710923323900532e-15,797.0,1.0929640306023251e-17
201385.0,8.710923323900532e-15,797.0,1.0929640306023251e-17
201386.0,8.710923462906092e-15,700.0,1.2444176375580131e-17
201387.0,0.0,700.0,0.0
201388.0,8.710923323948059e-15,797.0,1.0929640306082884e-17
201389.0,0.0,797.0,0.0
201392.0,8.710923355088162e-15,700.0,1.2444176221554517e-17
201393.0,8.710923354411115e-15,700.0,1.2444176220587307e-17
201394.0,8.71092332410401e-15,797.0,1.0929640306278557e-17
201395.0,8.710923127759462e-15,1969.730492288728,4.422393399432938e-18
202241.0,0.0,700.0,0.0
202242.0,0.0,700.0,0.0
202266.0,8.71092335429479e-15,700.0,1.2444176220421129e-17
202267.0,8.710923268110242e-15,1899.8555597972747,4.585045017337921e-18
202268.0,8.71092335562603e-15,700.0,1.2444176222322901e-17
202269.0,8.710923445604103e-15,700.0,1.2444176350863005e-17
202270.0,8.710923433285878e-15,797.0,1.0929640443269609e-17
202271.0,8.710923363964029e-15,700.0,1.2444176234234327e-17
202272.0,8.710923355075764e-15,700.0,1.2444176221536806e-17
202273.0,8.710923330227811e-15,797.0,1.0929640313962123e-17
202274.0,8.71092336245593e-15,700.0,1.24441762320799e-17
202275.0,8.710923334432061e-15,797.0,1.0929640319237217e-17
202276.0,8.710923355075521e-15,700.0,1.2444176221536458e-17
202277.0,8.710923470928782e-15,239.0,3.644737853945097e-17
202278.0,8.710923355130583e-15,700.0,1.2444176221615119e-17
202279.0,8.710923450141649e-15,700.0,1.2444176357345212e-17
202282.0,8.710923461876666e-15,700.0,1.2444176374109523e-17
202290.0,8.710923354949592e-15,700.0,1.2444176221356559e-17
202291.0,8.710923449654589e-15,700.0,1.2444176356649412e-17
202292.0,8.710923449715121e-15,700.0,1.2444176356735888e-17
202294.0,8.710923355363599e-15,700.0,1.2444176221947998e-17
202295.0,8.710923480481695e-15,382.0,2.2803464608590824e-17
202761.0,8.710923450535843e-15,86.0,1.0128980756437026e-16
202762.0,8.710923353220511e-15,700.0,1.2444176218886445e-17
202769.0,0.0,700.0,0.0
202770.0,0.0,86.0,0.0
202826.0,8.710923354173847e-15,700.0,1.2444176220248353e-17
202827.0,0.0,700.0,0.0
202828.0,8.71092335415768e-15,700.0,1.2444176220225257e-17
202898.0,8.710923461065305e-15,86.0,1.0128980768680587e-16
202899.0,8.710923461156591e-15,86.0,1.0128980768786734e-16
202900.0,8.710923265108388e-15,1793.0,4.85829518410953e-18
202901.0,8.710923354158409e-15,700.0,1.2444176220226299e-17
202902.0,8.71092346136639e-15,86.0,1.0128980769030686e-16
202903.0,8.71092346138754e-15,86.0,1.0128980769055278e-16
202904.0,8.710923461384136e-15,86.0,1.0128980769051321e-16
202905.0,8.710923461383286e-15,86.0,1.0128980769050333e-16
202906.0,8.710923354156708e-15,700.0,1.2444176220223869e-17
202965.0,0.0,700.0,0.0
202966.0,0.0,700.0,0.0
202975.0,0.0,700.0,0.0
202980.0,8.710923461318984e-15,86.0,1.0128980768975563e-16
202981.0,8.710923461318984e-15,86.0,1.0128980768975563e-16
202982.0,0.0,86.0,0.0
202983.0,8.710923354164122e-15,700.0,1.244417622023446e-17
202280.0,8.710923354465572e-15,700.0,1.2444176220665103e-17
202281.0,8.710923370919977e-15,239.0,3.644737812100409e-17
202763.0,8.710923353735407e-15,700.0,1.244417621962201e-17
202764.0,8.710923474653752e-15,239.0,3.644737855503662e-17
202765.0,8.71092335352658e-15,700.0,1.2444176219323686e-17
202766.0,8.71092335459466e-15,700.0,1.2444176220849514e-17
202767.0,8.71092336224856e-15,700.0,1.2444176231783658e-17
202768.0,8.710923353326384e-15,700.0,1.2444176219037692e-17
202867.0,0.0,86.0,0.0
202868.0,8.710923292018109e-15,86.0,1.0128980572114081e-16
202869.0,0.0,700.0,0.0
202870.0,8.710923280980192e-15,700.0,1.244417611568599e-17
202871.0,0.0,700.0,0.0
202872.0,0.0,700.0,0.0
202873.0,0.0,700.0,0.0
202874.0,0.0,700.0,0.0
202875.0,0.0,700.0,0.0
202876.0,0.0,700.0,0.0
202897.0,8.710923354177493e-15,700.0,1.244417622025356e-17
202923.0,0.0,700.0,0.0
202924.0,0.0,86.0,0.0
202925.0,0.0,86.0,0.0
202963.0,8.71092335416485e-15,700.0,1.24441762202355e-17
202964.0,0.0,1793.0,0.0
202984.0,8.710923354169956e-15,700.0,1.2444176220242794e-17
204442.0,8.710923354152331e-15,700.0,1.2444176220217617e-17
204443.0,0.0,239.0,0.0
204444.0,8.710923474129375e-15,239.0,3.644737855284257e-17
204445.0,0.0,239.0,0.0
204446.0,8.710923354136895e-15,700.0,1.2444176220195564e-17
204447.0,0.0,700.0,0.0
204450.0,0.0,1793.0,0.0
204453.0,8.710923331500951e-15,700.0,1.24441761878585e-17
204454.0,0.0,700.0,0.0
204455.0,0.0,700.0,0.0
204456.0,0.0,700.0,0.0
204457.0,0.0,1793.0,0.0
204458.0,8.710923366335026e-15,86.0,1.0128980658529099e-16
204459.0,8.710923420135505e-15,86.0,1.0128980721087797e-16
204460.0,8.71092342081705e-15,86.0,1.012898072188029e-16
204461.0,0.0,700.0,0.0
204462.0,8.71092339627699e-15,239.0,3.644737822710037e-17
204463.0,0.0,700.0,0.0
204464.0,0.0,700.0,0.0
204465.0,8.710923462909981e-15,700.0,1.2444176375585687e-17
204466.0,0.0,239.0,0.0
204467.0,0.0,1793.0,0.0
204468.0,8.71092337002608e-15,239.0,3.6447378117263934e-17
204469.0,8.710923370175226e-15,239.0,3.644737811788797e-17
204470.0,0.0,1793.0,0.0
204471.0,0.0,239.0,0.0
204472.0,8.710923369877909e-15,239.0,3.644737811664397e-17
204473.0,8.710923369868307e-15,239.0,3.644737811660379e-17
204474.0,0.0,239.0,0.0
204475.0,8.710923369828681e-15,239.0,3.6447378116437996e-17
204476.0,8.710923462904511e-15,700.0,1.2444176375577872e-17
204477.0,8.710923369791486e-15,239.0,3.644737811628237e-17
204478.0,8.710923369828681e-15,239.0,3.6447378116437996e-17
204479.0,0.0,1793.0,0.0
204480.0,8.710923353149039e-15,239.0,3.64473780466487e-17
204481.0,0.0,1793.0,0.0
204482.0,8.710923316127267e-15,700.0,1.2444176165896095e-17
