branchid,trans_viol,branch_rating,percentage
212144.0,0.0,700.0,0.0
212145.0,0.0,700.0,0.0
212146.0,0.0,239.0,0.0
212147.0,0.0,1793.0,0.0
212148.0,0.0,239.0,0.0
212149.0,0.0,239.0,0.0
212150.0,0.0,239.0,0.0
212152.0,5.99235889709045e-16,1793.0,3.3420852744508927e-19
212153.0,5.992358835044836e-16,239.0,2.507263110897421e-18
212154.0,0.0,1793.0,0.0
212155.0,53.03096430012611,86.0,0.6166391197689083
212156.0,53.03096430012611,86.0,0.6166391197689083
212157.0,5.992358883570005e-16,700.0,8.560512690814293e-19
212159.0,0.0,239.0,0.0
212160.0,5.992358833341401e-16,239.0,2.5072631101846867e-18
212161.0,5.992358883573035e-16,700.0,8.560512690818621e-19
212162.0,0.0,700.0,0.0
212166.0,0.0,1793.0,0.0
212176.0,0.0,239.0,0.0
212177.0,0.0,1793.0,0.0
212178.0,0.0,239.0,0.0
212179.0,0.0,239.0,0.0
212180.0,5.992358883265063e-16,700.0,8.560512690378662e-19
212183.0,0.0,239.0,0.0
212184.0,5.992358879339187e-16,700.0,8.560512684770267e-19
212185.0,0.0,1793.0,0.0
212186.0,0.0,239.0,0.0
212187.0,0.0,239.0,0.0
212198.0,416.8967287794279,86.0,4.847636381156138
212199.0,0.0,700.0,0.0
212205.0,0.0,1793.0,0.0
212212.0,0.0,1793.0,0.0
212213.0,0.0,239.0,0.0
212214.0,0.0,700.0,0.0
212218.0,0.0,239.0,0.0
212219.0,0.0,1793.0,0.0
212220.0,0.0,700.0,0.0
212221.0,0.0,1793.0,0.0
212222.0,0.0,86.0,0.0
212223.0,0.0,239.0,0.0
212224.0,0.0,239.0,0.0
212229.0,0.0,86.0,0.0
212230.0,5.99235837050699e-16,86.0,6.967858570356964e-18
212231.0,0.0,1793.0,0.0
212232.0,5.992358355567857e-16,86.0,6.96785855298588e-18
212233.0,0.0,700.0,0.0
212234.0,0.0,86.0,0.0
212235.0,0.0,86.0,0.0
212240.0,0.0,700.0,0.0
212241.0,0.0,700.0,0.0
212242.0,0.0,86.0,0.0
212243.0,0.0,86.0,0.0
200001.0,5.992358605219488e-16,700.0,8.560512293170697e-19
200002.0,5.992358878785848e-16,700.0,8.560512683979782e-19
200003.0,5.992358878785848e-16,700.0,8.560512683979782e-19
200005.0,5.992358903309451e-16,7531.325998451467,7.956578834247188e-20
200007.0,5.992358900370092e-16,2598.0,2.3065276752771717e-19
200008.0,5.992358900119676e-16,2598.0,2.3065276751807837e-19
200009.0,5.992358900119676e-16,2598.0,2.3065276751807837e-19
200010.0,5.992358900267098e-16,2598.0,2.3065276752375283e-19
200011.0,5.992358902832853e-16,4992.108423297461,1.2003663371707564e-19
200012.0,5.992358899975283e-16,2598.0,2.306527675125205e-19
200013.0,5.992358900075247e-16,2598.0,2.3065276751636824e-19
