MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WFEC, WR
3/1/2015 7:00,5563.183833,690.261083,710.303333,109.872333,279.103583,1837.894833,372.270667,1099.85125,1830.13225,3721.774583,1247.255083,605.104917,352.559333,3499.801083,1300.436333,3340.309083
3/1/2015 8:00,5478.60025,675.82025,701.478083,106.191833,274.5795,1795.308917,362.741833,1080.09775,1821.053083,3637.768417,1222.20825,598.257417,343.271917,3469.862333,1287.057917,3269.925
3/1/2015 9:00,5443.543417,668.279,696.434417,104.139417,270.689917,1769.90725,357.394833,1066.618167,1806.203917,3614.353083,1209.51225,593.249333,337.672333,3448.738417,1282.559583,3232.369833
3/1/2015 10:00,5428.963333,666.393917,697.486167,103.392167,267.567583,1761.167583,356.17625,1061.987167,1811.42075,3583.88925,1203.728583,590.406167,333.795,3430.314833,1277.396833,3220.6725
3/1/2015 11:00,5478.345833,672.630083,699.894167,104.107667,270.89425,1772.58425,358.782833,1066.1275,1828.358417,3602.465417,1208.203,590.803417,333.727667,3436.148583,1279.6285,3236.195417
3/1/2015 12:00,5590.647333,685.300083,705.00875,106.273083,272.669417,1813.935417,367.456833,1085.961667,1854.388583,3646.91625,1231.593583,594.16625,340.797167,3455.5855,1294.5145,3291.470583
3/1/2015 13:00,5762.015917,703.712333,617.41975,109.868,275.628417,1859.06525,380.783833,1114.249417,1915.48775,3715.932,1265.128083,601.537,347.475167,3491.3475,1318.2315,3371.338917
3/1/2015 14:00,5895.36175,716.4505,622.169333,112.605333,272.24175,1865.504667,386.823083,1128.783167,1938.121583,3751.345917,1280.4445,603.389917,345.728583,3511.46875,1340.243167,3412.083333
3/1/2015 15:00,6104.760917,735.570167,634.057167,117.328917,277.292083,1909.282333,398.656833,1155.584417,1949.679833,3864.3945,1309.28625,612.457167,359.008333,3558.385417,1370.439083,3511.144667
3/1/2015 16:00,6217.97375,745.482,646.049917,121.45675,285.263917,1927.2245,396.8185,1153.117167,1923.097167,3972.23625,1311.136,622.828917,371.972417,3602.651,1376.424,3555.999833
3/1/2015 17:00,6193.952417,743.097,651.768667,122.344083,280.78975,1891.841333,394.692833,1130.004167,1892.595333,3998.062,1307.57975,617.383833,379.015583,3576.520917,1366.4135,3548.522083
3/1/2015 18:00,6134.2485,738.61775,646.939833,122.9025,277.244083,1879.75075,391.79425,1120.800667,1771.1605,3997.20925,1296.809833,616.363083,384.9935,3512.236833,1353.231167,3532.90825
3/1/2015 19:00,6049.09725,722.005667,642.706333,124.850583,275.567,1875.608333,387.764583,1109.870417,1773.402333,3966.31225,1278.211333,617.690333,383.70825,3466.72875,1331.7235,3491.688083
3/1/2015 20:00,5955.328583,702.87375,635.133333,123.2195,274.375833,1856.511,378.506417,1086.784833,1705.53175,3926.38,1252.364,613.730583,375.805167,3426.47375,1312.82575,3445.587833
3/1/2015 21:00,5889.64975,689.388,629.10075,121.192333,274.36175,1830.284,367.605417,1070.865,1675.320417,3867.149333,1229.737333,606.673833,367.823833,3394.0375,1295.952667,3402.6795
3/1/2015 22:00,5887.32375,687.9545,626.580583,120.930583,275.560333,1841.33875,361.021167,1074.049583,1647.956667,3861.447333,1215.980667,604.827333,368.037167,3394.171167,1292.867417,3396.450083
3/1/2015 23:00,5933.402,705.214,635.860083,123.381583,272.336333,1858.8085,363.765833,1096.06375,1641.059083,3880.529583,1228.867,606.574583,379.815083,3418.978417,1308.538583,3433.766833
3/2/2015,6065.397167,732.21175,648.434,127.54775,274.829167,1906.551167,378.137167,1135.480667,1716.20975,3965.030917,1275.326833,614.738417,400.9765,3485.7655,1341.108333,3535.82825
3/2/2015 1:00,6322.945417,772.70925,677.712667,136.801333,293.751417,2052.856917,408.516083,1215.109917,1816.674667,4147.16475,1369.619083,631.332083,425.188083,3574.632917,1386.912917,3735.187583
3/2/2015 2:00,6368.377583,781.67375,682.824333,137.58225,302.365333,2097.552833,421.506417,1238.240917,1885.273833,4215.72125,1415.7565,647.584417,424.867417,3679.541833,1414.204667,3829.247
3/2/2015 3:00,6258.398833,768.439333,673.770333,133.445667,299.50425,2068.47,414.987917,1223.268583,1910.5925,4159.375167,1397.62775,643.571333,413.565833,3681.285167,1402.499667,3782.23675
3/2/2015 4:00,6061.134,747.857083,661.740583,126.8975,298.494167,2005.382333,402.651583,1186.884667,1875.1645,4043.3945,1354.402417,630.969167,400.455083,3638.288083,1370.799333,3690.746583
3/2/2015 5:00,5749.963583,718.854583,644.41475,118.85075,287.75775,1903.94825,378.880583,1133.405833,1796.573083,3862.217667,1279.099917,609.166417,381.109083,3545.224,1317.635167,3526.956417
3/2/2015 6:00,5454.896333,694.601417,635.4605,111.452833,287.24425,1831.92525,358.598083,1089.023917,1752.718,3675.76175,1216.318083,586.669667,363.373333,3429.5545,1268.966833,3379.19475
