MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WFEC, WR
8/1/2015 6:00,5473.019667,527.947,688.6315,131.972667,308.48275,1996.464083,392.477583,1032.789083,2827.9555,3660.843917,1445.942833,812.62825,376.271833,4096.536,1042.991333,3814.023083
8/1/2015 7:00,5146.32425,482.677333,664.448917,119.5705,294.5525,1858.222,362.84125,951.86875,2723.184667,3453.543333,1345.10525,777.24075,346.869,3955.952167,1007.264917,3561.902667
8/1/2015 8:00,4891.558583,451.651583,648.93575,110.218583,281.742917,1752.841833,343.734083,890.463583,2683.787833,3314.28825,1275.369417,753.137917,325.494167,3865.234083,977.824167,3366.36275
8/1/2015 9:00,4736.841167,431.512917,631.811167,104.2675,270.645333,1682.704083,329.993917,848.2425,2605.230083,3200.430083,1226.981083,738.99725,311.150417,3789.914667,951.688583,3235.09225
8/1/2015 10:00,4631.4015,422.801083,622.272,101.47875,260.566917,1646.07925,325.872083,828.662917,2580.964083,3127.963917,1202.214,730.930583,303.425583,3761.735083,939.008417,3168.807333
8/1/2015 11:00,4615.8545,428.791917,628.857417,101.718333,257.875,1655.934,331.013417,832.8835,2544.491583,3127.597333,1209.356083,735.646333,305.1035,3798.812,937.852083,3176.904
8/1/2015 12:00,4597.241917,432.5905,624.631833,104.544,254.666083,1664.795417,338.842333,834.7555,2555.015917,3152.975,1210.806083,728.587667,301.008667,3822.806417,939.057833,3187.52675
8/1/2015 13:00,4752.885417,462.433917,634.622333,114.139167,262.706167,1772.088333,352.651667,893.4445,2619.21475,3234.735333,1264.242,731.203,316.9795,3809.98,951.061917,3323.320667
8/1/2015 14:00,5212.63775,525.909417,566.973333,136.578583,281.2965,2000.641833,374.23925,1010.606,2667.431,3501.78325,1334.488083,775.81625,354.577083,3863.5625,1011.2755,3678.450583
8/1/2015 15:00,5817.411667,597.681667,576.663833,159.8525,306.013083,2240.699083,392.84,1148.480833,2736.329083,3843.26075,1394.206417,825.768,399.9595,3965.185667,1087.043083,4088.12475
8/1/2015 16:00,6444.693417,667.211,634.118833,180.68375,317.942,2442.796167,405.6265,1278.842917,2795.848917,4220.604417,1445.61475,883.118333,446.308833,4090.044,1164.860083,4461.505833
8/1/2015 17:00,7010.340333,722.680583,685.6785,197.633,326.19125,2544.259083,419.859917,1376.228333,2872.98025,4533.588333,1529.758667,916.75925,489.0175,4209.6735,1237.347833,4778.96275
8/1/2015 18:00,7474.881083,773.114833,729.472417,207.523333,339.230083,2612.562917,446.375,1435.463417,2878.129833,4788.19375,1607.131833,952.63475,524.078833,4348.513,1297.651833,5025.385083
