MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
7/1/2016 6:00,5564.763,542.498,715.131,115.521,295.278,1870.833,394.931,924.869,2279.67,4005.908,1375.013,709.635,347.073,4062.678,2564.125,1029.381,3707.75
7/1/2016 7:00,5220.679,507.185,736.221,105.187,283.93,1750.331,364.229,859.457,2186.194,3798.58,1271.627,684.994,324.607,3931.332,2468.599,981.26,3477.329
7/1/2016 8:00,4967.939,483.68,719.794,98.534,273.579,1655.252,342.077,812.602,2124.212,3640.564,1197.181,661.066,310.137,3831.677,2428.464,946.276,3307.647
7/1/2016 9:00,4795.091,468.424,711.439,93.492,268.966,1612.286,327.633,779.846,2099.904,3507.62,1150.776,650.419,301.675,3780.307,2406.502,920.712,3214.937
7/1/2016 10:00,4752.749,467.12,707.917,91.862,267.096,1599.435,321.834,767.111,2089.416,3486.34,1142.773,642.232,301.139,3747.034,2392.27,905.981,3181.486
7/1/2016 11:00,4853.293,482.135,621.052,94.204,271.887,1642.517,330.448,785.567,2071.838,3565.293,1169.364,652.967,310.992,3741.149,2421.876,908.243,3291.637
7/1/2016 12:00,4998.155,509.728,630.713,98.162,277.896,1707.326,347.481,814.222,2130.967,3665.722,1218.642,669.482,322.804,3812.935,2511.475,919.284,3389.551
7/1/2016 13:00,5289.395,564.468,654.457,107.394,293.419,1852.557,380.856,887.668,2212.322,3820.119,1315.23,692.312,358.259,3876.253,2677.61,947.775,3680.095
7/1/2016 14:00,5653.449,616.328,681.752,120.654,300.602,1974.249,403.188,965.212,2298.325,4015.84,1404.35,715.34,395.782,3972.576,2788.615,993.069,3925.731
7/1/2016 15:00,6068.025,666.053,710.917,134.671,312.142,2115.433,421.461,1037.933,2375.552,4165.247,1476.731,734.583,431.118,4073.091,2804.325,1038.049,4107.383
7/1/2016 16:00,6530.769,716.291,743.249,149.51,322.107,2246.885,447.1,1112.226,2424.95,4324.484,1556.508,755.774,465.602,4254.485,2890.284,1088.814,4287.216
7/1/2016 17:00,6946.904,759.821,786.553,159.21,337.671,2342.223,456.317,1168.916,2478.224,4520.819,1624.805,774.235,494.753,4453.599,2997.275,1146.15,4433.357
7/1/2016 18:00,7334.699,792.101,792.962,168.398,345.804,2431.882,468.209,1219.851,2505.851,4711.342,1679.521,786.079,516.181,4615.217,3058.729,1196.372,4539.282
7/1/2016 19:00,7674.894,819.982,813.016,178.18,359.119,2527.197,480.462,1282.694,2546.182,4822.982,1739.439,786.707,534.092,4757.346,3090.516,1242.591,4647.484
7/1/2016 20:00,7899.716,828.427,826.053,185.417,361.368,2570.683,491.345,1321.937,2558.514,4793.756,1778.953,799.255,550.066,4896.487,3112.552,1270.587,4676.888
7/1/2016 21:00,8047.221,829.843,836.273,187.123,360.839,2563.404,502.647,1327.529,2526.922,4775.552,1807.064,811.003,553.267,4986.477,3132.684,1283.428,4652.792
7/1/2016 22:00,8064.895,819.892,829.891,190.216,346.692,2524.381,492.476,1330.234,2481.51,4798.746,1834.17,809.252,547.228,5004.808,3135.071,1297.801,4646.483
7/1/2016 23:00,7887.08,799.95,810.078,180.196,334.334,2425.28,478.938,1293.236,2412.079,4827.544,1799.519,803.906,530.146,4993.864,3110.521,1319.655,4571.181
7/2/2016,7620.612,779.5,785.501,169.835,322.625,2311.825,461.017,1229.38,2366.818,4774.76,1694.115,783.669,518.003,4925.913,3066.818,1317.092,4426.301
7/2/2016 1:00,7307.937,742.707,792.104,160.238,305.603,2204.718,442.816,1158.89,2325.986,4754.219,1609.677,762.706,498.338,4808.046,2989.582,1286.601,4261.36
7/2/2016 2:00,7010.856,703.13,733.196,151.995,297.54,2109.474,430.391,1107.835,2268.598,4611.991,1551.995,739.093,473.017,4682.249,2918.828,1234.213,4110.512
7/2/2016 3:00,6809.024,688.531,735.278,143.881,297.916,2063.155,427.902,1079.306,2264.318,4502.617,1538.891,732.163,457.36,4620.305,2882.144,1225.393,4072.287
7/2/2016 4:00,6399.105,656.288,722.943,131.014,284.736,1945.633,405.427,1009.036,2171.026,4302.986,1460.045,716.273,423.315,4488.855,2836.639,1193.259,3911.871
7/2/2016 5:00,5915.776,600.743,701.344,116.737,266.459,1790.136,369.796,915.938,2048.055,4005.776,1358.341,704.143,389.302,4325.154,2698.84,1129.425,3625.861
7/2/2016 6:00,5450.069,549.836,718.673,105.396,250.139,1658.304,338.959,841.171,1946.353,3756.733,1263.232,678.484,354.412,4143.246,2536.704,1082.735,3335.246
