MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
10/1/2016 6:00,3975.564,399.81,499.508,80.552,215.746,1329.741,283.774,685.045,1307.653,2698.336,1047.141,565.153,266.944,3076.602,2499.95,790.727,2666.975
10/1/2016 7:00,3827.612,379.479,486.12,76.164,207.29,1272.074,268.819,653.449,1274.756,2577.198,1002.427,550.706,254.517,3006.731,2439.971,767.447,2564.163
10/1/2016 8:00,3697.713,367.229,479.584,73.364,200.015,1236.541,259.928,637.139,1252.983,2506.962,980.292,544.09,245.681,2950.419,2413.795,752.133,2498.599
10/1/2016 9:00,3631.451,361.119,474.932,72.172,194.934,1219.108,255.334,627.429,1247.3,2459.105,968.445,537.553,239.863,2933.361,2392.519,743.652,2463.693
10/1/2016 10:00,3615.226,365.693,474.931,72.568,193.421,1215.99,255.591,628.354,1248.413,2404.208,969.992,538.423,240.574,2914.953,2386.577,739.872,2464.026
10/1/2016 11:00,3694.529,375.557,480.928,74.656,194.623,1246.17,261.255,642.934,1275.676,2443.37,992.533,547.981,246.463,2923.971,2405.956,745.798,2521.11
10/1/2016 12:00,3793.653,394.959,492.108,79.499,200.68,1314.108,275.188,675.959,1322.271,2530.995,1042.596,566.097,257.331,2941.277,2473.953,769.992,2621.377
10/1/2016 13:00,3860.923,414.933,492.019,84.001,203.487,1365.735,288.619,704.926,1379.689,2583.786,1087.947,579.483,258.314,2975.753,2561.174,787.18,2697.144
10/1/2016 14:00,4005.713,441.418,505.571,90.045,207.399,1443.361,307.051,736.653,1427.533,2667.213,1136.799,583.4,272.85,3007.405,2645.177,805.876,2815.059
10/1/2016 15:00,4180.2,463.622,524.103,96.657,214.703,1514.573,326.855,762.127,1459.274,2790.217,1181.589,593.934,290.527,3098.991,2702.728,829.017,2919.312
10/1/2016 16:00,4353.48,477.22,534.811,101.654,220.362,1563.832,345.145,779.034,1478.454,2934.999,1209.553,605.388,303.157,3183.618,2731.267,848.953,2998.686
10/1/2016 17:00,4573.634,485.603,546.387,103.331,223.015,1582.454,351.541,787.453,1496.973,3058.715,1221.734,612.873,313.216,3273.268,2742.515,873.229,3053.599
10/1/2016 18:00,4812.532,493.833,558.222,104.389,219.178,1585.416,351.399,785.646,1495.529,3174.152,1224.814,616.018,318.775,3364.072,2751.435,895.987,3105.026
10/1/2016 19:00,5038.189,502.894,574.081,104.076,219.418,1578.867,350.682,787.312,1510.956,3315.85,1226.753,628.265,322.866,3478.057,2758.582,921.195,3158.811
10/1/2016 20:00,5262.45,511.311,590.933,104.065,218.314,1577.539,347.674,789.267,1511.231,3456.106,1231.073,638.342,326.536,3578.924,2757.624,951.061,3222.623
10/1/2016 21:00,5384.213,522.065,611.793,105.021,216.975,1574.731,344.178,792.673,1514.875,3581.251,1218.924,649.484,330.658,3675.939,2751.666,985.38,3291.618
10/1/2016 22:00,5536.825,533.571,622.92,106.75,217.324,1581.17,347.796,803.852,1528.069,3664.97,1219.584,654.852,337.682,3740.408,2766.03,1007.134,3349.731
10/1/2016 23:00,5463.722,536.083,619.683,107.585,217.267,1586.717,348.913,816.774,1518.785,3643.126,1219.466,658.013,342.524,3751.548,2795.143,1012.183,3343.659
10/2/2016,5261.281,519.904,604.03,106.993,215.232,1571.419,351.534,816.419,1517.193,3530.08,1237.67,650.294,337.357,3700.066,2792.512,988.318,3269.742
10/2/2016 1:00,5191.523,521.306,598.408,111.292,225.256,1617.205,358.566,846.23,1528.111,3499.203,1281.921,639.322,345.775,3608.588,2824.613,974.319,3293.042
10/2/2016 2:00,5094.11,509.654,586.629,109.194,225.982,1602.042,355.457,834.338,1536.789,3459.907,1269.945,638.659,336.906,3584.71,2846.042,980.173,3244.99
10/2/2016 3:00,4871.098,482.01,566.221,102.21,218.496,1545.489,339.327,798.051,1484.825,3318.853,1230.836,617.022,319.327,3471.48,2782.968,952.922,3119.206
10/2/2016 4:00,4594.575,444.743,538.84,93.367,211.809,1460.902,316.6,748.181,1406.978,3122.882,1164.664,594.902,299.7,3347.528,2684.21,907.106,2942.575
10/2/2016 5:00,4324.217,406.796,549.302,85.54,203.414,1365.603,292.255,699.308,1325.805,2921.429,1091.196,574.37,278.047,3211.657,2561.901,864.313,2745.872
10/2/2016 6:00,4040.08,379.097,538.416,78.567,195.89,1288.011,270.741,658.908,1266.225,2750.113,1026.883,557.449,260.274,3089.505,2474.676,826.566,2595.745
10/2/2016 7:00,3842.489,360.027,522.552,74.459,191.19,1234.803,257.07,634.794,1232.667,2619.813,986.629,543.595,247.887,3002.925,2430.983,799.723,2510.193
10/2/2016 8:00,3706.667,349.423,514.106,72.067,187.937,1202.619,248.346,618.98,1212.577,2521.86,961.395,535.408,239.423,2938.045,2402.314,779.532,2450.267
10/2/2016 9:00,3624.168,341.7,507.61,70.876,184.983,1183.691,243.326,608.118,1200.043,2464.38,946.791,527.106,234.621,2898.388,2378.631,764.129,2420.977
10/2/2016 10:00,3562.755,341.223,509.02,70.806,184.512,1178.01,241.828,607.543,1199.239,2424.891,944.578,525.98,233.359,2885.998,2364.894,752.506,2407.324
10/2/2016 11:00,3589.169,349.2,509.052,72.152,186.458,1198.639,245.549,617.243,1216.39,2443.209,951.425,530.375,237.033,2887.543,2370.856,755.906,2437.186
10/2/2016 12:00,3679.388,363.088,472.772,75.526,189.512,1237.68,256.834,639.498,1252,2496.241,977.978,540.334,245.68,2903.496,2414.116,765.808,2508.218
10/2/2016 13:00,3766.927,378.236,477.141,77.867,184.662,1273.67,263.681,652.605,1290.142,2531.645,995.286,544.798,245.613,2921.486,2481.327,783.737,2566.829
10/2/2016 14:00,3965.142,409.795,493.496,84.343,188.356,1341.589,278.06,690.783,1334.986,2647.889,1034.782,555.679,259.732,2947.594,2562.527,824.716,2684.784
10/2/2016 15:00,4205.357,435.276,512.812,91.88,199.069,1425.037,297.931,727.898,1384.898,2812.724,1092.197,570.406,277.54,3053.223,2623.725,857.387,2815.189
10/2/2016 16:00,4402.913,448.206,531.995,98.247,207.102,1487.951,319.121,753.925,1411.684,2961.367,1146.701,583.41,293.07,3164.384,2663.613,883.845,2934.24
10/2/2016 17:00,4657.773,464.947,553.758,103.561,212.693,1532.882,336.049,779.164,1438.885,3107.692,1198.595,592.259,308.848,3275.306,2710.685,911.799,3054.045
10/2/2016 18:00,5051.062,485.436,575.89,107.996,218.079,1579.422,349.644,806.65,1468.805,3309.412,1234.267,605.701,323.89,3411.223,2755.221,954.724,3185.431
10/2/2016 19:00,5432.712,504.228,596.728,111.45,222.488,1617.814,357.653,835.38,1490.838,3513.267,1258.766,621.116,335.345,3556.34,2784.365,1001.239,3311.831
