MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
4/1/2016 6:00,3776.328,430.096,610.513,81.284,230.645,1388.655,297.441,729.192,1488.838,2664.516,1057.642,569.359,274.203,3209.964,2757.517,851.534,2630.756
4/1/2016 7:00,3620.786,422.286,609.502,78.824,230.096,1361.694,289.537,720.704,1442.232,2574.552,1033.847,564.202,268.584,3177.229,2718.655,833.44,2589.845
4/1/2016 8:00,3537.167,420.572,605.923,77.433,227.465,1357.123,286.625,722.022,1455.81,2496.21,1028.62,560.85,267.803,3153.612,2689.484,822.886,2592.073
4/1/2016 9:00,3519.156,426.315,607.714,78.396,228.303,1371.501,286.884,733.1,1468.485,2499.482,1028.855,566.066,268.981,3156.336,2696.523,829.432,2586.014
4/1/2016 10:00,3587.214,448.707,533.76,81.76,231.247,1416.506,293.241,764.975,1460.428,2564.44,1054.118,570.952,279.644,3167.021,2719.419,845.316,2640.351
4/1/2016 11:00,3834.24,498.423,535.607,88.519,242.255,1535.812,319.213,827.519,1562.944,2749.974,1129.381,591.802,296.353,3247.244,2807.404,883.012,2843.326
4/1/2016 12:00,4312.14,579.445,573.819,97.261,268.401,1743.558,368.055,931.701,1739.117,3068.376,1261.437,630.158,331.704,3406.889,2992.873,963.599,3208.91
4/1/2016 13:00,4540.387,608.962,591.103,101.518,278.017,1843.773,393.633,972.933,1818.375,3247.082,1312.761,658.266,348.963,3571.748,3125.061,993.719,3329.16
4/1/2016 14:00,4602.501,593.877,596.075,103.062,275.287,1831.909,392.032,962.792,1806.737,3270.399,1314.488,662.303,354.388,3586.048,3120.549,975.826,3433.239
4/1/2016 15:00,4642.662,576.434,596.772,104.292,272.218,1792.098,390.143,938.971,1749.805,3305.061,1310.234,669.987,355.813,3616.994,3097.202,970.963,3474.979
4/1/2016 16:00,4669.716,560.135,585.257,105.165,272.584,1761.713,400.418,919.353,1773.658,3303.374,1300.601,677.486,355.274,3628.615,3032.087,961.582,3368.066
4/1/2016 17:00,4627.891,543.237,578.838,104.688,269.136,1733.388,402.587,900.183,1767.206,3269.526,1288.531,673.387,351.881,3633.863,3035.061,943.712,3334.663
4/1/2016 18:00,4577.977,527.045,572.288,103.546,264.279,1720.327,398.822,890.146,1762.557,3209.748,1288.304,668.841,345.483,3622.581,2989.316,912.951,3282.106
4/1/2016 19:00,4547.923,516.42,570.887,102.224,259.179,1713.926,400.833,872.741,1753.013,3156.333,1290.151,669.527,343.2,3627.267,2957.591,901.951,3245.517
4/1/2016 20:00,4514.371,505.208,558.622,102.007,259.378,1709.455,396.954,858.3,1724.764,3129.867,1275.759,664.714,341.438,3630.965,2923.357,888.095,3188.552
4/1/2016 21:00,4471.042,493.937,552.35,101.875,255.71,1685.233,388.728,853.855,1688.316,3081.341,1262.841,653.857,334.699,3616.822,2886.081,886.355,3126.938
4/1/2016 22:00,4453.706,485.63,550.813,103.087,254.876,1684.975,386.067,860.207,1662.318,3027.817,1255.844,644.829,330.143,3595.711,2865.044,892.847,3129.759
4/1/2016 23:00,4400.072,487.818,552.138,103.3,243.803,1658.596,382.906,867.109,1620.754,2987.451,1240.528,631.967,325.248,3566.635,2829.881,893.18,3065.281
4/2/2016,4367.97,489.4,551.192,103.39,244.273,1643.902,377.14,865.639,1581.13,2934.372,1231.116,623.873,323.842,3537.232,2821.8,892.996,3027.468
4/2/2016 1:00,4442.804,507.895,558.045,108.919,246.723,1680.33,373.444,894.113,1545.774,2950.598,1244.387,616.514,329.801,3493.47,2820.698,907.857,3034.325
4/2/2016 2:00,4658.418,538.424,576.876,113.2,266.286,1757.87,388.002,935.265,1665.245,3092.614,1296.424,630.401,343.968,3571.474,2894.439,969.598,3160.945
4/2/2016 3:00,4598.394,532.018,574.124,108.397,259.275,1713.43,378.892,918.005,1682.06,3049.062,1272.833,634.506,333.658,3611.27,2880.31,980.612,3109.202
4/2/2016 4:00,4452.271,513.447,560.302,100.983,247.878,1624.762,356.339,876.575,1634.854,2964.61,1211.472,620.456,317.341,3570.266,2816.729,964.73,2933.266
4/2/2016 5:00,4231.127,485.582,552.709,93.924,237.046,1542.307,330.12,828.234,1564.061,2819.227,1142.684,604.77,297.11,3500.568,2736.556,933.799,2760.114
4/2/2016 6:00,4082.299,466.474,630.817,88.847,231.708,1479.078,314.381,797.355,1542.771,2707.369,1095.292,587.737,281.73,3450.157,2669.046,909.769,2675.036
4/2/2016 7:00,3998.689,460.287,627.427,85.66,225.317,1453.118,305.2,787.458,1471.891,2645.132,1068.688,585.388,273.809,3419.546,2610.508,904.208,2642.579
4/2/2016 8:00,3969.131,461.276,626.544,83.803,223.945,1449.547,301.394,792.093,1463.173,2612.529,1056.098,591.857,269.335,3396.476,2573.847,912.321,2619.505
4/2/2016 9:00,3989.79,470.127,626.421,83.751,224.362,1456.967,299.591,800.981,1443.728,2609.556,1054.991,584.39,268.985,3381.271,2576.66,920.336,2640.75
4/2/2016 10:00,4058.842,483.799,634.072,85.462,223.85,1481.105,301.816,815.166,1435.186,2637.034,1059.181,580.847,274.288,3399.727,2605.946,939.014,2689.6
4/2/2016 11:00,4216.602,511.99,646.143,89.304,227.662,1528.676,311.928,843.693,1478.867,2739.129,1080.583,592.061,284.748,3463.385,2662.95,969.267,2781.706
4/2/2016 12:00,4462.731,553.446,566.573,94.962,235.195,1619.727,328.608,898.134,1522.142,2898.609,1119.826,614.229,300.363,3543.429,2750.409,1016.722,2938.312
4/2/2016 13:00,4635.012,579.75,564.609,97.116,233.429,1659.262,335.295,914.995,1547.939,2999.32,1130.58,621.208,304.196,3586.955,2822.429,1055.215,3022.711
4/2/2016 14:00,4750.913,577.511,568.67,102.642,234.661,1687.416,342.051,911.938,1566.45,3058.799,1156.308,623.332,310.429,3581.53,2909.671,1053.858,3121.663
4/2/2016 15:00,4692.511,561.136,567.466,106.362,236.849,1675.487,346.782,890.224,1598.5,3070.803,1171.329,622.292,315.52,3561.768,2926.915,1019.41,3113.828
4/2/2016 16:00,4564.003,538.549,562.461,107.535,233.888,1644.387,346.446,858.075,1562.917,3051.635,1172.884,614.446,315.008,3502.915,2917.626,980.794,3096.936
4/2/2016 17:00,4414.603,515.236,556.941,105.987,230.633,1605.962,343.452,825.198,1549.547,2967.948,1164.32,610.305,310.433,3444.253,2874.955,946.993,3012.289
4/2/2016 18:00,4270.377,489.472,544.808,103.266,224.925,1564.296,335.585,794.606,1468.629,2900.86,1143.659,601.421,304.925,3400.162,2797.37,919.12,2922.291
4/2/2016 19:00,4167.679,469.82,537.595,98.855,221.539,1517.572,326.877,772.192,1400.374,2823.601,1125.622,598.146,299.385,3346.616,2678.597,894.567,2809.962
4/2/2016 20:00,4107.192,450.751,532.163,97.302,217.628,1475.079,319.139,748.084,1352.46,2780.465,1104.888,598.592,293.312,3316.645,2609.401,878.267,2738.294
4/2/2016 21:00,4095.205,442.805,529.19,96.379,216.253,1451.249,314.512,734.092,1338.809,2756.017,1091.17,594.251,289.998,3295.406,2562.896,874.016,2704.877
4/2/2016 22:00,4116.84,441.073,530.633,96.354,214.557,1442.281,313.643,735.052,1329.17,2781.012,1083.973,594.085,289.567,3300.812,2546.515,885.41,2703.364
4/2/2016 23:00,4145.308,442.376,533.221,96.92,213.708,1441.103,314.944,744.84,1330.644,2813.377,1085.208,591.527,292.778,3302.15,2528.387,896.257,2723.081
4/3/2016,4134.47,443.851,535.025,97.486,214.15,1433.682,314.999,748.869,1336.504,2781.747,1082.775,584.029,292.77,3301.202,2505.637,899.415,2720
4/3/2016 1:00,4190.413,458.422,539.845,98.465,217.925,1452.523,316.652,763.064,1340.104,2797.933,1088.195,575.774,300.161,3284.79,2493.924,904.491,2713.709
4/3/2016 2:00,4414.675,484.973,558.658,103.792,230.775,1539.325,333.045,809.707,1401.319,2922.504,1153.04,585.96,315.492,3339.056,2603.306,940.567,2882.247
4/3/2016 3:00,4361.391,476.851,548.692,100.154,228.713,1514.505,325.178,797.546,1366.65,2873.941,1135.572,584.423,305.694,3341.848,2628.668,939.324,2814.459
4/3/2016 4:00,4199.37,457.274,547.499,92.538,223.626,1452.618,306.402,759.727,1370.07,2756.647,1083.226,564.024,289.97,3275.829,2547.709,914.417,2683.931
4/3/2016 5:00,3992.684,431.619,635.641,86.213,214.555,1379.672,284.678,717.364,1267.355,2631.003,1020.66,540.694,273.563,3204.383,2478.819,881.112,2594.81
4/3/2016 6:00,3858.739,413.5,532.45,80.929,209.253,1331.719,269.727,693.571,1232.782,2539.462,976.191,525.877,259.923,3143.262,2419.967,862.782,2592.577
4/3/2016 7:00,3800.842,407.538,554.853,78.866,202.473,1308.492,261.141,685.491,1219.408,2524.707,954.483,521.332,253.734,3105.516,2394.825,864.368,2591.114
4/3/2016 8:00,3791.013,407.95,589.046,77.788,198.943,1307.358,256.751,685.317,1213.17,2489.459,945.542,518.273,250.984,3098.646,2388.636,870.739,2618.403
4/3/2016 9:00,3805.592,414.958,554.981,77.419,196.433,1305.739,254.394,689.186,1235.157,2487.835,940.36,516.536,250.96,3093.582,2395.344,875.499,2603.902
4/3/2016 10:00,3848.572,423.582,546.854,78.223,195.502,1319.246,256.404,701.293,1232.901,2499.191,944.659,521.089,254.505,3116.173,2412.558,885.037,2592.704
4/3/2016 11:00,3972.109,440.818,553.815,80.7,198.057,1357.428,262.708,726.741,1279.65,2555.254,965.575,531.387,262.036,3158.105,2435.368,904.479,2627.835
4/3/2016 12:00,4189.722,471.51,528.413,84.727,200.664,1409.677,275.581,765,1323.286,2658.131,991.601,548.391,274.961,3229.591,2497.629,936.657,2704.106
4/3/2016 13:00,4386.716,491.74,523.051,86.479,196.934,1415.1,280.697,779.518,1356.383,2695.837,999.47,552.994,276.22,3284.867,2551.507,969.458,2698.65
4/3/2016 14:00,4511.369,500.185,534.357,89.561,200.309,1440.255,291.55,786.793,1351.303,2775.171,1032.538,563.489,282.572,3298.746,2592.8,988.022,2736.236
4/3/2016 15:00,4412.295,487.587,536.835,92.695,204.502,1455.705,301.87,780.275,1360.765,2806.491,1058.92,571.262,284.8,3316.559,2583.194,964.505,2675.753
4/3/2016 16:00,4260.325,464.756,529.685,95.626,205.484,1463.366,310.654,765.754,1349.292,2775.065,1079.176,580.28,284.061,3290.801,2553.547,927.435,2655.227
4/3/2016 17:00,4177.784,449.731,528.911,96.789,207.607,1472.444,318.385,751.595,1352.29,2749.928,1088.662,581.041,285.185,3257.376,2524.591,910.89,2700.063
4/3/2016 18:00,4193.876,441.122,527.919,98.439,206.599,1480.429,323.716,744.473,1301.901,2804.934,1095.89,581.133,287.861,3229.851,2514.562,917.888,2784.628
4/3/2016 19:00,4225.274,434.768,529.179,99.439,207.072,1480.374,325.325,736.188,1307.224,2857.922,1097.375,576.531,285.766,3222.634,2485.616,919.233,2819.621
4/3/2016 20:00,4245.129,431.186,530.584,99.704,205.836,1475.771,323.182,732.133,1304.638,2888.613,1104.711,572.163,284.094,3229.915,2453.106,920.476,2821.56
4/3/2016 21:00,4290.549,430.705,531.955,100.471,206.729,1492.053,324.767,740.964,1287.833,2937.337,1118.632,572.644,285.843,3232.635,2445.004,924.142,2835.439
4/3/2016 22:00,4370.559,436.383,539.13,101.516,207.981,1510.183,334.328,763.37,1318.925,2981.193,1138.314,581.632,291.103,3255.752,2461.228,931.624,2844.972
4/3/2016 23:00,4457.75,448.865,546.082,104.455,209.777,1546.179,341.777,791.528,1335.354,3041.528,1158.21,592.207,299.112,3298.461,2520.646,923.754,2869.783
4/4/2016,4471.799,456.379,546.468,104.534,210.248,1559.775,342.36,810.998,1339.548,3069.802,1159.911,593.729,302.513,3328.574,2546.791,944.892,2874.973
4/4/2016 1:00,4488.171,466.967,550.649,104.015,216.026,1565.539,344.335,820.697,1366.235,3072.431,1164.998,588.308,310.946,3332.162,2567.593,953.865,2868.413
4/4/2016 2:00,4670.434,497.243,575.339,106.753,236.451,1641.585,359.423,859.9,1415.742,3175.305,1221.525,602.187,327.253,3380.582,2644.059,1005.967,2989.48
4/4/2016 3:00,4526.541,476.017,569.267,101.793,237.086,1595.373,346.098,830.293,1388.052,3099.965,1182.166,598.909,313.358,3394.884,2625.071,982.261,2944.856
4/4/2016 4:00,4241.434,441.601,558.095,93.645,231.946,1498.785,318.296,769.22,1288.071,2907.123,1091.384,571.064,293.043,3306.706,2526.175,928.393,2811.534
4/4/2016 5:00,3888.265,400.736,584.096,84.015,221.255,1385.943,289.021,700.36,1199.463,2679.566,999.077,536.279,271.059,3174.54,2431.475,860.539,2612.768
4/4/2016 6:00,3666.202,377.012,600.103,77.035,204.188,1290.822,268.354,649.467,1134.911,2517.664,938.705,513.644,254.892,3070.181,2390.254,821.037,2462.879
4/4/2016 7:00,3551.664,365.768,636.311,72.762,200.791,1232.849,255.653,619.978,1118.504,2429.592,906.822,508.572,244.766,3016.672,2378.789,802.848,2371.051
4/4/2016 8:00,3513.053,361.126,632.004,70.595,207.07,1206.73,248.981,607.604,1105.022,2355.32,889.173,504.53,241.523,2993.477,2391.371,798.427,2326.57
4/4/2016 9:00,3530.333,362.966,637.573,70.231,204.98,1201.007,245.494,606.543,1137.457,2325.127,888.938,509.419,242.371,2997.502,2410.045,793.752,2300.857
4/4/2016 10:00,3622.587,377.977,643.794,72.115,209.454,1226.248,251.349,627.351,1154.376,2395.816,914.903,517.438,250.476,3039.968,2459.8,802.243,2310.09
4/4/2016 11:00,3910.486,418.31,615.561,78.474,217.343,1323.311,273.657,681.405,1287.138,2599.112,991.534,541.004,271.381,3133.451,2590.76,836.695,2470.271
4/4/2016 12:00,4468.177,486.63,554.959,88.341,237.285,1503.386,322.008,775.397,1462.625,2906.284,1129.103,586.04,305.76,3300.93,2834.253,918.407,2799.879
