MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
3/1/2016 7:00,3718.201,423.111,502.388,73.731,224.234,1366.425,332.277,706.721,1597.506,2636.423,1154.904,579.293,272.171,2865.147,3174.443,819.59,2642.544
3/1/2016 8:00,3622.67,408.865,490.651,72.156,223.043,1357.923,326.467,704.355,1617.952,2548.084,1142.665,555.072,262.295,2856.273,3137.351,811.58,2606.996
3/1/2016 9:00,3576.681,404.954,487.18,71.919,225.084,1369.079,323.28,715.49,1592.435,2491.886,1134.48,556.318,258.291,2827.171,3139.933,810.673,2600.889
3/1/2016 10:00,3566.322,405.385,492.675,74.78,226.458,1413.155,328.827,742.366,1647.133,2491.613,1145.029,569.625,258.418,2841.987,3136.137,811.399,2632.884
3/1/2016 11:00,3631.598,418.313,499.026,79.848,230.567,1498.756,341.37,789.306,1669.534,2521.876,1178.844,593.036,266.741,2871.542,3162.818,829.861,2740.437
3/1/2016 12:00,3894.023,463.308,517.481,89.286,247.086,1628.667,371.566,870.418,1750.262,2688.836,1263.291,620.016,286.219,2979.619,3246.524,874.073,2969.018
3/1/2016 13:00,4420.594,538.827,553.228,101.899,272.411,1850.69,424.665,986.854,1889.474,3003.739,1400.23,655.167,324.443,3168.799,3430.97,956.841,3337.516
3/1/2016 14:00,4634.771,585.166,575.917,106.493,284.327,1949.16,446.992,1034.543,1951.997,3186.717,1456.846,683.644,347.939,3289.995,3550.392,963.588,3517.602
3/1/2016 15:00,4701.037,599.952,585.416,110.119,290.901,1955.039,450.446,1043.51,1933.864,3251.291,1453.383,698.477,361.144,3248.268,3513.198,941.37,3557.427
3/1/2016 16:00,4751.148,610.982,591.085,113.795,289.458,1915.878,450.87,1038.148,1920.369,3272.608,1458.518,705.606,372.337,3223.801,3457.931,934.837,3560.288
3/1/2016 17:00,4760.8,604.999,594.432,114.176,294.016,1949.96,453.209,1041.183,1886.311,3269.349,1459.263,684.565,374.975,3211.563,3379.091,938.143,3577.664
3/1/2016 18:00,4725.705,589.58,589.73,107.975,292.577,1962.332,446.981,1027.829,1837.43,3200.102,1444.023,680.58,370.432,3201.579,3308.552,913.679,3538.282
3/1/2016 19:00,4688.011,574.385,585.133,116.67,292.726,1913.292,442.195,1000.038,1778.84,3182.395,1441.484,667.229,365.814,3196.349,3220.068,891.86,3488.258
3/1/2016 20:00,4662.408,564.713,578.588,114.456,288.614,1880.809,437.413,980.247,1753.539,3177.583,1433.768,675.71,362.402,3185.022,3184.756,885.098,3444.233
3/1/2016 21:00,4595.941,552.375,576.889,111.015,284.155,1841.053,422.425,956.845,1713.749,3158.663,1416.548,684.055,355.572,3182.2,3142.266,876.752,3391.29
3/1/2016 22:00,4536.787,543.602,570.117,108.136,278.948,1801.712,412.744,947.824,1663.07,3112.242,1385.383,681.53,353.062,3177.592,3128.444,872.586,3335.948
3/1/2016 23:00,4526.79,543.913,567.989,109.552,273.893,1797.424,409.433,962.133,1649.266,3082.653,1382.695,672.645,354.396,3175.265,3137.174,882.402,3303.017
3/2/2016,4502.675,567.886,574.38,115.185,275.224,1848.076,416.209,1004.004,1678.275,3108.765,1409.558,663.563,361.434,3162.878,3161.884,906.251,3328.663
