sub_id,sub_name,lat,lon,zone_id,type
107725,UNKNOWN107725,33.4081474280001,-93.059221527,2,SUBSTATION
107726,UNKNOWN107726,34.8737766950001,-93.0893374,2,SUBSTATION
107727,UNKNOWN107727,35.0351976690001,-92.92866393700001,2,SUBSTATION
107728,UNKNOWN107728,34.562364822000106,-90.79405617,2,SUBSTATION
107729,UNKNOWN107729,34.317085885,-90.86726075,2,SUBSTATION
107730,UNKNOWN107730,34.399989962000106,-90.64317551299999,2,SUBSTATION
107731,UNKNOWN107731,34.0787077580001,-93.62674631600001,2,SUBSTATION
107733,UNKNOWN107733,34.0652774860001,-93.700941596,2,SUBSTATION
107734,UNKNOWN107734,34.089830546,-93.817504614,2,SUBSTATION
107735,UNKNOWN107735,34.2468630060001,-93.70752914,2,SUBSTATION
107736,UNKNOWN107736,35.5635893240001,-90.749060287,2,SUBSTATION
107737,UNKNOWN107737,35.693724993000004,-90.526097237,2,SUBSTATION
107738,UNKNOWN107738,35.653286961999996,-90.4997651799999,2,SUBSTATION
107739,UNKNOWN107739,35.606139934000105,-90.581182339,2,SUBSTATION
107740,UNKNOWN107740,35.5136918580001,-90.416437211,2,SUBSTATION
107741,LEPANTO,35.612789482,-90.321744941,2,SUBSTATION
107743,UNKNOWN107743,34.5799468700001,-94.19247151699992,2,SUBSTATION
107744,UNKNOWN107744,34.5530078940001,-94.21849912100001,2,SUBSTATION
107745,UNKNOWN107745,34.5392924120001,-93.999380066,2,SUBSTATION
107748,UNKNOWN107748,35.4647456530001,-93.174549935,2,SUBSTATION
107749,UNKNOWN107749,35.363077597,-93.00055804600001,2,SUBSTATION
107750,UNKNOWN107750,35.305612653000004,-93.123207011,2,SUBSTATION
107751,UNKNOWN107751,34.7936148160001,-91.467185855,2,SUBSTATION
107752,HAZEN,34.7750800310001,-91.549704675,2,SUBSTATION
107753,UNKNOWN107753,34.984737130999996,-91.5096396009999,2,SUBSTATION
107754,UNKNOWN107754,34.8897892310001,-92.6805936389999,2,SUBSTATION
107755,LITTLE ROCK ROLAND ROAD,34.8505208940001,-92.485129198,2,SUBSTATION
107756,UNKNOWN107756,34.742404171,-92.12946870799999,2,SUBSTATION
107757,ZION HILL,34.973959221,-92.139628003,2,SUBSTATION
107758,UNKNOWN107758,34.8856596100001,-92.39082039200001,2,SUBSTATION
107759,LITTLE ROCK PINNACLE,34.811676258,-92.4878935409999,2,SUBSTATION
107760,UNKNOWN107760,34.760077381,-92.45597423299989,2,SUBSTATION
107761,UNKNOWN107761,34.798239786000096,-92.409691126,2,SUBSTATION
107762,UNKNOWN107762,34.6904852850001,-92.379266359,2,SUBSTATION
107763,UNKNOWN107763,34.641848967,-92.4105609979999,2,SUBSTATION
107765,UNKNOWN107765,34.661008521999996,-92.377124844,2,SUBSTATION
107766,NORTH LITTLE ROCK LEVY,34.798362837000106,-92.282673889,2,SUBSTATION
107767,UNKNOWN107767,34.803986468000105,-92.28250216399991,2,SUBSTATION
107768,UNKNOWN107768,34.783137835,-92.33224202199992,2,SUBSTATION
107769,UNKNOWN107769,34.7566247830001,-92.34695327899999,2,SUBSTATION
107770,UNKNOWN107770,34.721086912,-92.305112424,2,SUBSTATION
107771,UNKNOWN107771,34.6940322570001,-92.31563816299999,2,SUBSTATION
107772,UNKNOWN107772,34.7138658590001,-92.256886,2,SUBSTATION
107773,UNKNOWN107773,34.7358511740001,-92.352249054,2,SUBSTATION
107774,UNKNOWN107774,34.717687283000004,-92.35175979,2,SUBSTATION
107775,UNKNOWN107775,34.744087243,-92.30611403399999,2,SUBSTATION
107776,UNKNOWN107776,34.726082156000096,-92.27781487,2,SUBSTATION
107777,UNKNOWN107777,34.750514256,-92.27669192399999,2,SUBSTATION
107778,UNKNOWN107778,34.668285042,-92.361790666,2,SUBSTATION
107779,UNKNOWN107779,34.6137086430001,-92.240120387,2,SUBSTATION
107780,UNKNOWN107780,34.633450237,-92.273176255,2,SUBSTATION
107781,GRAVEL RIDGE,34.881217645,-92.220315746,2,SUBSTATION
107782,GRAVEL RIDGE SOUTH,34.858756085,-92.19581653700001,2,SUBSTATION
107783,UNKNOWN107783,34.754638055,-92.19788783799999,2,SUBSTATION
107784,UNKNOWN107784,34.800553439000105,-92.188785895,2,SUBSTATION
107785,UNKNOWN107785,36.357235347,-91.0946680709999,2,SUBSTATION
107786,UNKNOWN107786,36.2493282040001,-91.054569795,2,SUBSTATION
107787,UNKNOWN107787,36.249902778,-91.0529982039999,2,SUBSTATION
107788,UNKNOWN107788,36.2856122260001,-90.93893228,2,SUBSTATION
107789,UNKNOWN107789,36.269726582,-91.04255391299989,2,SUBSTATION
107790,UNKNOWN107790,34.626181816999996,-92.7664053399999,2,SUBSTATION
107791,UNKNOWN107791,34.5009847520001,-92.647758155,2,SUBSTATION
107792,BAUXITE,34.567150724,-92.505256706,2,SUBSTATION
107793,UNKNOWN107793,34.595550481,-92.57982692199991,2,SUBSTATION
107794,UNKNOWN107794,34.5923477260001,-92.4840833599999,2,SUBSTATION
107795,UNKNOWN107795,34.65064571,-92.4975701449999,2,SUBSTATION
107796,UNKNOWN107796,34.5835895290001,-92.36911127399999,2,SUBSTATION
107797,UNKNOWN107797,34.6391175730001,-92.56148057799999,2,SUBSTATION
107800,UNKNOWN107800,35.281547157,-94.378634187,2,SUBSTATION
107801,UNKNOWN107801,35.2382188340001,-94.39426201399999,2,SUBSTATION
107802,UNKNOWN107802,35.1950034010001,-94.361260895,2,SUBSTATION
107803,UNKNOWN107803,35.2095308620001,-94.3724566339999,2,SUBSTATION
107804,UNKNOWN107804,35.027994263000004,-94.326469387,2,SUBSTATION
107805,UNKNOWN107805,35.072564095000104,-94.34359389199992,2,SUBSTATION
107806,UNKNOWN107806,35.162972692,-94.21987810600001,2,SUBSTATION
107807,UNKNOWN107807,35.103100915,-94.217400343,2,SUBSTATION
107810,UNKNOWN107810,35.08523074,-94.26769677600001,2,SUBSTATION
107811,NORTH HUNTINGTON,35.08266582,-94.270186275,2,SUBSTATION
107816,LOCKENSBURG,33.8927763660001,-94.150798502,2,SUBSTATION
107817,UNKNOWN107817,33.989941081,-94.178572193,2,SUBSTATION
107818,UNKNOWN107818,34.028164196,-94.3435021879999,2,SUBSTATION
107819,DE QUEEN,33.998144773,-94.383961374,2,SUBSTATION
107820,UNKNOWN107820,35.942842725,-91.577786084,2,SUBSTATION
107821,UNKNOWN107821,36.279612646,-91.384020666,2,SUBSTATION
107822,UNKNOWN107822,35.0960324550001,-90.99860327,2,SUBSTATION
107823,UNKNOWN107823,34.9693485080001,-90.895499732,2,SUBSTATION
107824,UNKNOWN107824,34.968277873000005,-90.89496996,2,SUBSTATION
107825,UNKNOWN107825,35.016561235,-90.615396693,2,SUBSTATION
107826,UNKNOWN107826,34.967286103,-90.451737693,2,SUBSTATION
107827,UNKNOWN107827,33.189600963000004,-92.96614501299999,2,SUBSTATION
107828,UNKNOWN107828,33.3581031570001,-92.731271724,2,SUBSTATION
107829,UNKNOWN107829,33.3620054730001,-92.648295159,2,SUBSTATION
107830,UNKNOWN107830,33.2601695130001,-92.64552200899999,2,SUBSTATION
107831,UNKNOWN107831,33.26361417,-92.6879301659999,2,SUBSTATION
107832,EL DORADA JACKSON,33.207140813,-92.66068206700001,2,SUBSTATION
107833,UNKNOWN107833,33.206551614,-92.6962242399999,2,SUBSTATION
107834,UNKNOWN107834,33.201779048,-92.67388408299999,2,SUBSTATION
107835,UNKNOWN107835,33.186510648,-92.709232594,2,SUBSTATION
107836,UNKNOWN107836,33.203503364,-92.737060829,2,SUBSTATION
107837,UNKNOWN107837,33.1639938440001,-92.74116367799999,2,SUBSTATION
107838,UNKNOWN107838,33.109807720999996,-92.66728504,2,SUBSTATION
107839,UNKNOWN107839,33.027173028,-92.73687431299999,2,SUBSTATION
107841,UNKNOWN107841,33.2098365140001,-92.61426891,2,SUBSTATION
107842,UNKNOWN107842,33.113762944,-92.60696601299999,2,SUBSTATION
107843,UNKNOWN107843,33.127457928000105,-92.4027467179999,2,SUBSTATION
107844,UNKNOWN107844,33.04360179,-92.202655884,2,SUBSTATION
107845,UNKNOWN107845,35.614754223,-92.49223759799999,2,SUBSTATION
107847,UNKNOWN107847,35.454446669,-92.385845982,2,SUBSTATION
107848,UNKNOWN107848,35.6481807440001,-92.32845810200001,2,SUBSTATION
107849,UNKNOWN107849,35.589649572,-92.303716466,2,SUBSTATION
107850,UNKNOWN107850,35.9739938800001,-94.01369904799999,2,SUBSTATION
107851,UNKNOWN107851,36.1921658040001,-94.12663249,2,SUBSTATION
107852,UNKNOWN107852,36.208407865,-94.11928131799999,2,SUBSTATION
107853,UNKNOWN107853,36.164308525,-94.13664282399999,2,SUBSTATION
107854,UNKNOWN107854,36.1334141990001,-94.094775613,2,SUBSTATION
107855,EAST FAYETTEVILLE,36.125611350999996,-94.1121438929999,2,SUBSTATION
107856,UNKNOWN107856,36.127627639,-94.13553152700001,2,SUBSTATION
107857,UNKNOWN107857,35.8604217390001,-94.0581632239999,2,SUBSTATION
107858,UNKNOWN107858,36.196158799,-94.162295467,2,SUBSTATION
107859,UNKNOWN107859,36.176399759,-94.19198310899999,2,SUBSTATION
107860,UNKNOWN107860,36.139759682,-94.192958195,2,SUBSTATION
107861,UNKNOWN107861,36.079367351,-94.229539301,2,SUBSTATION
107863,UNKNOWN107863,36.0424628710001,-94.14073609199991,2,SUBSTATION
107864,GREENLAND,35.9967354460001,-94.202690462,2,SUBSTATION
107865,UNKNOWN107865,35.9951375910001,-94.20384153799989,2,SUBSTATION
107866,UNKNOWN107866,36.0294861350001,-94.281441566,2,SUBSTATION
107867,UNKNOWN107867,35.965689053000105,-94.34020861,2,SUBSTATION
107868,UNKNOWN107868,35.959511956,-94.431060379,2,SUBSTATION
107869,UNKNOWN107869,35.3273011590001,-92.02713545099991,2,SUBSTATION
107870,UNKNOWN107870,35.093978055,-91.87209676100001,2,SUBSTATION
107871,UNKNOWN107871,35.1208613360001,-91.632410271,2,SUBSTATION
107872,UNKNOWN107872,35.2397536,-91.68714216099991,2,SUBSTATION
107873,UNKNOWN107873,35.343086284,-91.539147293,2,SUBSTATION
107874,UNKNOWN107874,35.272317236,-91.172814316,2,SUBSTATION
107875,UNKNOWN107875,35.2595118240001,-91.36281769700001,2,SUBSTATION
107876,UNKNOWN107876,35.0049657280001,-91.274555214,2,SUBSTATION
107877,UNKNOWN107877,34.997981211,-91.25653395399999,2,SUBSTATION
107878,OLA,35.018333032,-93.257433361,2,SUBSTATION
107879,DEWITT,34.299091871,-91.38796766899999,2,SUBSTATION
107880,ALMYRA,34.402583291999996,-91.40837608700001,2,SUBSTATION
107881,UNKNOWN107881,34.5578157590001,-91.4664230389999,2,SUBSTATION
107882,STUTTGART RICUSKEY,34.475762425,-91.541956649,2,SUBSTATION
107883,UNKNOWN107883,34.522703207000106,-91.57432004799989,2,SUBSTATION
107884,UNKNOWN107884,34.451618012,-91.32277087799999,2,SUBSTATION
107885,DELUCE,34.209637558000104,-91.343045606,2,SUBSTATION
107886,GILLETT,34.149399123,-91.344368586,2,SUBSTATION
107887,UNKNOWN107887,34.311730889,-91.29660549200001,2,SUBSTATION
107888,UNKNOWN107888,34.090772778,-91.24773500799989,2,SUBSTATION
107889,UNKNOWN107889,33.2760534330001,-91.6659210189999,2,SUBSTATION
107890,UNKNOWN107890,33.211089836,-91.7944350939999,2,SUBSTATION
107891,UNKNOWN107891,33.25121732,-91.92390811899999,2,SUBSTATION
107892,UNKNOWN107892,33.098804821,-91.94938264699991,2,SUBSTATION
107893,UNKNOWN107893,33.059171477000106,-91.951244065,2,SUBSTATION
107894,UNKNOWN107894,36.3725396610001,-92.532863618,2,SUBSTATION
107895,UNKNOWN107895,36.368325149,-92.4541498739999,2,SUBSTATION
107896,UNKNOWN107896,36.3775256590001,-92.4609340059999,2,SUBSTATION
107897,UNKNOWN107897,36.298844823,-92.299294375,2,SUBSTATION
107898,TRACY,36.3169169500001,-92.34517799700001,2,SUBSTATION
107899,UNKNOWN107899,36.3139900560001,-92.3746607259999,2,SUBSTATION
107900,UNKNOWN107900,36.3762980550001,-92.3190856479999,2,SUBSTATION
107901,UNKNOWN107901,36.3765674960001,-92.20418196899999,2,SUBSTATION
107902,UNKNOWN107902,36.373955986999995,-92.37037456699991,2,SUBSTATION
107903,SILOAM SPRINGS,36.1592421340001,-94.527093153,2,SUBSTATION
107904,UNKNOWN107904,36.4072717620001,-94.01707874899991,2,SUBSTATION
107905,UNKNOWN107905,36.397538538,-94.00958878200001,2,SUBSTATION
107906,UNKNOWN107906,36.3209083200001,-94.0640886579999,2,SUBSTATION
107907,UNKNOWN107907,36.354827964,-94.12106413299989,2,SUBSTATION
107908,UNKNOWN107908,36.251892102000106,-94.105154876,2,SUBSTATION
107909,UNKNOWN107909,36.471887355,-94.243578685,2,SUBSTATION
107912,UNKNOWN107912,36.358290745,-94.247517816,2,SUBSTATION
107913,UNKNOWN107913,36.3583975940001,-94.245658044,2,SUBSTATION
107914,UNKNOWN107914,36.359265948,-94.245315789,2,SUBSTATION
107915,UNKNOWN107915,36.3621383490001,-94.20932188399999,2,SUBSTATION
107916,UNKNOWN107916,36.3131209110001,-94.170853385,2,SUBSTATION
107917,UNKNOWN107917,36.451014625,-94.30122906199992,2,SUBSTATION
107918,UNKNOWN107918,36.3578506360001,-94.27635116499991,2,SUBSTATION
107919,UNKNOWN107919,36.3742991390001,-94.33914434699992,2,SUBSTATION
107920,UNKNOWN107920,36.3781912480001,-94.48674900799989,2,SUBSTATION
107921,UNKNOWN107921,36.3167618580001,-94.45536712599991,2,SUBSTATION
107922,UNKNOWN107922,36.4385146550001,-94.5338115179999,2,SUBSTATION
107924,UNKNOWN107924,36.4173861720001,-94.132975769,2,SUBSTATION
107925,UNKNOWN107925,36.248106787,-94.1703517129999,2,SUBSTATION
107926,UNKNOWN107926,36.475936247,-94.194276396,2,SUBSTATION
107927,UNKNOWN107927,36.256064187,-94.510245825,2,SUBSTATION
107928,UNKNOWN107928,36.254079716999996,-94.52748740000001,2,SUBSTATION
107930,UNKNOWN107930,36.2211813850001,-93.072597785,2,SUBSTATION
107931,UNKNOWN107931,36.453044287000104,-93.171575901,2,SUBSTATION
107932,UNKNOWN107932,36.1294888910001,-92.971025431,2,SUBSTATION
107933,UNKNOWN107933,36.1970002240001,-93.131406654,2,SUBSTATION
107934,UNKNOWN107934,33.428982542,-92.15596683099992,2,SUBSTATION
107935,UNKNOWN107935,33.3381537560001,-92.31092685,2,SUBSTATION
107936,UNKNOWN107936,33.630210948000105,-92.70058683,2,SUBSTATION
107937,UNKNOWN107937,33.533960393,-92.506258367,2,SUBSTATION
107938,UNKNOWN107938,33.517621412,-92.35594502299989,2,SUBSTATION
107939,UNKNOWN107939,36.336765717,-93.46687740600001,2,SUBSTATION
107940,UNKNOWN107940,36.2095910260001,-93.48340595100001,2,SUBSTATION
107941,UNKNOWN107941,36.3774392190001,-93.5718459,2,SUBSTATION
107942,UNKNOWN107942,36.370064185,-93.54345901299999,2,SUBSTATION
107943,UNKNOWN107943,36.3910754030001,-93.63738161,2,SUBSTATION
107944,UNKNOWN107944,36.3944013760001,-93.694478088,2,SUBSTATION
107945,EUREKA SPRINGS,36.410697741,-93.74341685899999,2,SUBSTATION
107946,UNKNOWN107946,36.404281892,-93.827426504,2,SUBSTATION
107947,UNKNOWN107947,36.3203281070001,-93.4342804029999,2,SUBSTATION
107949,UNKNOWN107949,33.109524483,-91.28312670700001,2,SUBSTATION
107950,UNKNOWN107950,33.506835224,-91.435728467,2,SUBSTATION
107951,UNKNOWN107951,33.9257057740001,-93.14168617899999,2,SUBSTATION
107952,UNKNOWN107952,34.144455518,-93.0623825,2,SUBSTATION
107953,UNKNOWN107953,34.060330864,-92.88966872899991,2,SUBSTATION
107956,DATTO,36.4082999080001,-90.729920248,2,SUBSTATION
107958,UNKNOWN107958,36.496916635,-90.288400042,2,SUBSTATION
107959,RECTOR,36.2574863560001,-90.2969032889999,2,SUBSTATION
107962,UNKNOWN107962,35.505228276,-92.009891879,2,SUBSTATION
107963,UNKNOWN107963,35.479226716,-92.03566739,2,SUBSTATION
107964,UNKNOWN107964,35.4353429230001,-92.1073649049999,2,SUBSTATION
107965,UNKNOWN107965,35.6152525730001,-92.2191599399999,2,SUBSTATION
107966,UNKNOWN107966,35.583634295,-92.13400378899999,2,SUBSTATION
107967,UNKNOWN107967,33.3840077350001,-93.288939592,2,SUBSTATION
107968,UNKNOWN107968,33.28255883,-93.198690302,2,SUBSTATION
107969,UNKNOWN107969,33.253656946999996,-93.23309403299999,2,SUBSTATION
107970,UNKNOWN107970,33.336704943,-93.22444391200001,2,SUBSTATION
107971,UNKNOWN107971,33.2679451830001,-93.3050556859999,2,SUBSTATION
107972,UNKNOWN107972,33.283999512,-93.256252817,2,SUBSTATION
107973,UNKNOWN107973,33.176813222000106,-93.216310713,2,SUBSTATION
107974,UNKNOWN107974,33.068985819,-93.178597897,2,SUBSTATION
107975,UNKNOWN107975,33.208493365,-93.226104575,2,SUBSTATION
107976,UNKNOWN107976,35.087716801999996,-92.78048794799999,2,SUBSTATION
107977,UNKNOWN107977,35.175996599,-92.70514604799999,2,SUBSTATION
107978,UNKNOWN107978,35.154016423,-92.758591581,2,SUBSTATION
107979,UNKNOWN107979,35.1287430730001,-92.791566019,2,SUBSTATION
107981,UNKNOWN107981,35.757240126999996,-90.465702708,2,SUBSTATION
107982,UNKNOWN107982,35.7930768360001,-90.911996942,2,SUBSTATION
107983,UNKNOWN107983,35.865734481000096,-90.613133851,2,SUBSTATION
107984,UNKNOWN107984,35.846346704,-90.7478249609999,2,SUBSTATION
107985,UNKNOWN107985,35.5958435320001,-94.14670067200001,2,SUBSTATION
107988,UNKNOWN107988,35.4733931710001,-94.33440115399999,2,SUBSTATION
107989,UNKNOWN107989,35.420353651,-94.287591821,2,SUBSTATION
107990,UNKNOWN107990,35.456814732000105,-94.40160013199991,2,SUBSTATION
107991,UNKNOWN107991,35.205963894,-90.22869248399999,2,SUBSTATION
107993,WEST MEMPHIS GATEWAY,35.147989845,-90.12787004799999,2,SUBSTATION
107994,UNKNOWN107994,35.175232513000005,-90.221421535,2,SUBSTATION
107995,LEHI,35.148040736,-90.220625949,2,SUBSTATION
107997,UNKNOWN107997,35.375399691999995,-90.4977191899999,2,SUBSTATION
107998,UNKNOWN107998,35.309226413000005,-90.45349389399999,2,SUBSTATION
107999,UNKNOWN107999,35.290539122,-90.57640326200001,2,SUBSTATION
108000,UNKNOWN108000,35.26850075,-90.74577793899991,2,SUBSTATION
108001,UNKNOWN108001,35.196250551999995,-90.724869107,2,SUBSTATION
108002,CHERRY VALLEY,35.3874158880001,-90.77102286699991,2,SUBSTATION
108003,UNKNOWN108003,35.253743136,-90.8367188779999,2,SUBSTATION
108004,UNKNOWN108004,35.250717299,-91.028923945,2,SUBSTATION
108005,UNKNOWN108005,35.3356916500001,-90.736056734,2,SUBSTATION
108006,UNKNOWN108006,34.075095092,-92.57166566,2,SUBSTATION
108007,WINCHESTER,33.812052761000096,-91.34024481700001,2,SUBSTATION
108008,UNKNOWN108008,33.919865312000105,-91.33701817199992,2,SUBSTATION
108009,UNKNOWN108009,33.605190822000104,-91.7951362589999,2,SUBSTATION
108010,MONTICELLO EAST,33.627040582000106,-91.7677069379999,2,SUBSTATION
108011,UNKNOWN108011,33.613788965,-91.92566230700001,2,SUBSTATION
108012,UNKNOWN108012,35.0850732070001,-92.491601665,2,SUBSTATION
108013,UNKNOWN108013,35.124111197,-92.280578173,2,SUBSTATION
108014,UNKNOWN108014,35.330259099,-92.2674757299999,2,SUBSTATION
108016,UNKNOWN108016,35.110394668000005,-92.517324124,2,SUBSTATION
108017,UNKNOWN108017,34.9890502050001,-92.42124787700001,2,SUBSTATION
108019,UNKNOWN108019,35.3464621850001,-93.969950618,2,SUBSTATION
108020,UNKNOWN108020,35.451281124,-93.779222428,2,SUBSTATION
108021,UNKNOWN108021,35.409683988000005,-93.774620306,2,SUBSTATION
108022,UNKNOWN108022,35.3978402050001,-93.84458411199991,2,SUBSTATION
108023,UNKNOWN108023,35.398702865000104,-93.8455831489999,2,SUBSTATION
108024,OZARK,35.469348167000106,-93.817620356,2,SUBSTATION
108025,UNKNOWN108025,36.388665416,-91.5185837989999,2,SUBSTATION
108027,SALEM,36.3678317490001,-91.8267241729999,2,SUBSTATION
108028,UNKNOWN108028,36.393513741,-92.00542197,2,SUBSTATION
108029,UNKNOWN108029,34.619457341,-93.003210646,2,SUBSTATION
108030,UNKNOWN108030,34.6600657160001,-93.013861316,2,SUBSTATION
108031,UNKNOWN108031,34.622772883,-93.054506255,2,SUBSTATION
108032,UNKNOWN108032,34.46083887,-92.929110882,2,SUBSTATION
108033,UNKNOWN108033,34.464157933,-92.94752252599991,2,SUBSTATION
108034,UNKNOWN108034,34.4633979070001,-92.964650426,2,SUBSTATION
108035,UNKNOWN108035,34.5135532310001,-93.210498537,2,SUBSTATION
108036,UNKNOWN108036,34.451044032,-93.17764157799999,2,SUBSTATION
108037,UNKNOWN108037,34.578286489,-93.169068446,2,SUBSTATION
108038,UNKNOWN108038,34.5413869880001,-93.16344868799999,2,SUBSTATION
108039,UNKNOWN108039,34.141938911000096,-92.316397084,2,SUBSTATION
108041,UNKNOWN108041,34.267002328000004,-92.4168049899999,2,SUBSTATION
108042,POYEN,34.323109882,-92.63093446499991,2,SUBSTATION
108043,UNKNOWN108043,36.0680147510001,-90.74675811200001,2,SUBSTATION
108045,UNKNOWN108045,33.731515775,-93.6216884199999,2,SUBSTATION
108046,UNKNOWN108046,33.656798095999996,-93.7776446,2,SUBSTATION
108047,UNKNOWN108047,33.750827967000106,-93.7151249789999,2,SUBSTATION
108048,UNKNOWN108048,33.7254577260001,-93.63947604399999,2,SUBSTATION
108049,UNKNOWN108049,33.621820627,-93.73626532899999,2,SUBSTATION
108050,UNKNOWN108050,34.440671405,-92.88933953700001,2,SUBSTATION
108051,UNKNOWN108051,34.428666828000104,-92.89257927700001,2,SUBSTATION
108052,UNKNOWN108052,34.431409312,-92.812778534,2,SUBSTATION
108053,UNKNOWN108053,34.383808258,-92.8007877159999,2,SUBSTATION
108054,UNKNOWN108054,34.342912197,-92.831259379,2,SUBSTATION
108055,UNKNOWN108055,34.3140340730001,-93.16869650299999,2,SUBSTATION
108057,UNKNOWN108057,33.92140397,-93.860982211,2,SUBSTATION
108059,KENNETH FORD,33.949291261,-93.9380718899999,2,SUBSTATION
108060,CEDAR GROVE,35.5782716370001,-91.72858960100001,2,SUBSTATION
108062,UNKNOWN108062,35.8918458950001,-91.731434904,2,SUBSTATION
108063,UNKNOWN108063,35.6989932340001,-91.648870701,2,SUBSTATION
108064,UNKNOWN108064,36.181050432000106,-91.72649212499991,2,SUBSTATION
108065,UNKNOWN108065,36.186663138,-91.7665693329999,2,SUBSTATION
108066,UNKNOWN108066,36.184795616,-92.12514052200001,2,SUBSTATION
108067,UNKNOWN108067,36.14751047,-91.914685655,2,SUBSTATION
108068,UNKNOWN108068,36.0591392150001,-91.87624755899999,2,SUBSTATION
108069,UNKNOWN108069,36.0178159660001,-91.822396924,2,SUBSTATION
108070,UNKNOWN108070,36.251327986,-91.7569265989999,2,SUBSTATION
108071,UNKNOWN108071,35.769637327000105,-91.17524413299999,2,SUBSTATION
108072,UNKNOWN108072,35.4753597910001,-91.233545149,2,SUBSTATION
108073,UNKNOWN108073,34.3855581540001,-91.79519260099991,2,SUBSTATION
