bus_id,Pd,zone_id,baseKV,interconnect
108872,0,52,138.0,Eastern
108873,0,52,138.0,Eastern
108876,0,52,138.0,Eastern
108878,0,52,138.0,Eastern
108879,0,52,138.0,Eastern
108881,0,52,69.0,Eastern
108883,0,52,138.0,Eastern
108884,0,52,138.0,Eastern
108885,0,52,138.0,Eastern
108886,0,52,46.0,Eastern
108887,0,52,92.0,Eastern
108888,0,52,92.0,Eastern
108889,0,52,46.0,Eastern
108890,0,52,138.0,Eastern
108892,0,52,138.0,Eastern
108896,0,52,138.0,Eastern
108897,0,52,138.0,Eastern
108898,0,52,138.0,Eastern
108899,0,52,138.0,Eastern
108900,0,52,138.0,Eastern
108904,0,52,103.5,Eastern
108905,0,52,88.0,Eastern
108907,0,52,138.0,Eastern
108908,0,52,138.0,Eastern
108909,0,52,46.0,Eastern
108912,0,52,138.0,Eastern
108913,0,52,138.0,Eastern
108914,0,52,138.0,Eastern
108915,0,52,138.0,Eastern
108917,0,52,138.0,Eastern
108919,0,52,138.0,Eastern
108920,0,52,138.0,Eastern
108921,0,52,138.0,Eastern
108922,0,52,138.0,Eastern
108924,0,52,138.0,Eastern
108925,0,52,138.0,Eastern
108927,0,52,138.0,Eastern
108928,0,52,138.0,Eastern
108929,0,52,138.0,Eastern
108930,0,52,138.0,Eastern
108934,0,52,138.0,Eastern
108935,0,52,138.0,Eastern
108936,0,52,241.5,Eastern
