plant_id,bus_id,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin,type,interconnect,GenFuelCost,GenIOB,GenIOC,GenIOD,distance,lat,lon,zip,state
9993,123365,3.0,0.0,0.0,0.0,0.0,0.0,1,41.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,75.29563879461692,40.4172,-86.9122,47907,IN
9998,133402,0.0,0.0,0.0,0.0,0.0,0.0,1,186.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dfo,Eastern,0.0,0.0,0.0,0.0,244.45241512574623,44.574447213,-68.803077145,04416,ME
9999,109536,6.8,0.0,0.0,0.0,0.0,0.0,1,52.5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,323.6764243730758,35.535394564,-82.841114261,28716,NC
10005,150194,30.0,0.0,0.0,0.0,0.0,0.0,1,82.80000000000001,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,684.6043381096484,30.605826807,-87.322292712,32533,FL
10007,129052,5.0,0.0,0.0,0.0,0.0,0.0,1,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,428.8212863221965,45.795923144,-87.95917708,49870,MI
10008,129052,1.6,0.0,0.0,0.0,0.0,0.0,1,28.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,428.8212863221965,45.795923144,-87.95917708,49870,MI
10009,130305,0.2,0.0,0.0,0.0,0.0,0.0,1,9.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,284.62262720060136,45.620812751,-94.203185811,56377,MN
10020,111415,2.0,0.0,0.0,0.0,0.0,0.0,1,28.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,720.777271355168,36.47582209,-77.640879481,27870,NC
10025,301180,0.5,0.0,0.0,0.0,0.0,0.0,1,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,33530.80780043515,39.463569,-119.065227,89406,NV
10026,206603,1.2,0.0,0.0,0.0,0.0,0.0,1,2.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,8.5514036450103,39.067380323,-108.592728646,81507,CO
10027,127600,0.2,0.0,0.0,0.0,0.0,0.0,1,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,1509.2043678401635,44.70517,-75.00793,13668,NY
10028,127600,0.3,0.0,0.0,0.0,0.0,0.0,1,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,157.71594110386096,44.71452,-74.99658,13668,NY
10031,140805,2.0,0.0,0.0,0.0,0.0,0.0,1,9.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,3690.357762682034,42.0906,-72.590700626,01001,MA
10032,204662,5.0,0.0,0.0,0.0,0.0,0.0,1,15.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Western,0.0,0.0,0.0,0.0,1179.5737425168086,42.908344001,-112.525722604,83204,ID
10033,147835,4.5,0.0,0.0,0.0,0.0,0.0,1,13.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,173.7274941538058,37.337769756,-77.28165886,23836,VA
10034,310564,1.0,0.0,0.0,0.0,0.0,0.0,1,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wind,Western,0.0,0.0,0.0,0.0,1648.7002762535608,33.919595929,-116.573736191,92258,CA
10037,127623,2.0,0.0,0.0,0.0,0.0,0.0,1,23.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,62.01844716238979,41.484933375,-75.540285911,18403,PA
10038,127623,2.0,0.0,0.0,0.0,0.0,0.0,1,9.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,62.01844716238979,41.484933375,-75.540285911,18403,PA
10040,127623,25.0,0.0,0.0,0.0,0.0,0.0,1,60.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,62.01844716238979,41.484933375,-75.540285911,18403,PA
10041,135804,1.2,0.0,0.0,0.0,0.0,0.0,1,10.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,1165.3179026240507,43.10369913,-73.5366029,12834,NY
10042,307141,0.0,0.0,0.0,0.0,0.0,0.0,1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wind,Western,0.0,0.0,0.0,0.0,1228.9688040787664,33.926111,-116.615,92282,CA
10043,147436,0.0,0.0,0.0,0.0,0.0,0.0,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,265.76588456038775,39.4736,-79.0569,21540,MD
10047,135440,9.0,0.0,0.0,0.0,0.0,0.0,1,98.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,611.663697783019,41.802349906,-70.787956857,02576,MA
10049,134784,5.0,0.0,0.0,0.0,0.0,0.0,1,127.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,1822.1338854473004,40.746889196,-73.498444527,11801,NY
10051,134784,5.0,0.0,0.0,0.0,0.0,0.0,1,52.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,1822.1338854473004,40.746889196,-73.498444527,11801,NY
10053,134784,5.0,0.0,0.0,0.0,0.0,0.0,1,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,1822.1338854473004,40.746889196,-73.498444527,11801,NY
10056,308484,15.0,0.0,0.0,0.0,0.0,0.0,1,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Western,0.0,0.0,0.0,0.0,84.16278791626554,39.1062,-122.1096,95987,CA
10057,149156,2.0,0.0,0.0,0.0,0.0,0.0,1,72.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,555.727859609989,35.047695424,-88.266128522,38326,TN
10059,306321,30.0,0.0,0.0,0.0,0.0,0.0,1,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Western,0.0,0.0,0.0,0.0,555.727859609989,37.755793398,-121.146486413,95366,CA
10062,304958,10.0,0.0,0.0,0.0,0.0,0.0,1,102.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,37979.17927041811,29.72319,-95.12886,77536,TX
10064,304958,40.0,0.0,0.0,0.0,0.0,0.0,1,150.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,37979.17927041811,29.72319,-95.12886,77536,TX
10066,128294,3.0,0.0,0.0,0.0,0.0,0.0,1,47.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,37979.17927041811,45.094210542,-83.502081843,49707,MI
10071,118562,0.3,0.0,0.0,0.0,0.0,0.0,1,16.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,615.9123217962942,35.209476081,-97.441615624,73019,OK
10075,118562,0.4,0.0,0.0,0.0,0.0,0.0,1,1.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,dfo,Eastern,0.0,0.0,0.0,0.0,615.9123217962942,35.209476081,-97.441615624,73019,OK
10098,160665,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,242.4804257706432,40.845997001,-84.93603921,46733,IN
10099,128510,2.7,0.0,0.0,0.0,0.0,0.0,1,5.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,2655.273654101305,42.685047478,-83.115528161,48307,MI
10100,309518,0.5,0.0,0.0,0.0,0.0,0.0,1,2.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,20279.39656544263,37.056803,-119.899706,93637,CA
10101,204835,0.1,0.0,0.0,0.0,0.0,0.0,1,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,6837.449960488832,42.636508389,-114.557893934,83338,ID
10105,137081,0.1,0.0,0.0,0.0,0.0,0.0,1,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,1700.7471329792763,43.590520507,-71.734844646,03222,NH
10107,122231,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,896.8837960058478,41.80091,-88.19716,60563,IL
10108,122231,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,896.8837960058478,41.80091,-88.19716,60563,IL
10109,144541,0.2,0.0,0.0,0.0,0.0,0.0,1,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,69.12168920910888,44.511747458,-92.940006083,55009,MN
10112,200848,1.7,0.0,0.0,0.0,0.0,0.0,1,4.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,other,Western,0.0,0.0,0.0,0.0,4902.97538482186,47.662030066,-122.430476054,98199,WA
10124,307764,0.7,0.0,0.0,0.0,0.0,0.0,1,14.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,164.13700837108195,39.869284,-121.631865,95954,CA
10126,304976,0.1,0.0,0.0,0.0,0.0,0.0,1,4.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,17762.32320646775,35.798576,-120.883331,93426,CA
10129,143766,0.0,0.0,0.0,0.0,0.0,0.0,1,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,162.53201126274735,43.186000139,-75.018639816,13416,NY
10132,155191,3.0,0.0,0.0,0.0,0.0,0.0,1,12.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,317.3608338232145,33.565007121,-86.800907146,35207,AL
10134,206572,0.4,0.0,0.0,0.0,0.0,0.0,1,1.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,16.1120819163944,43.7719,-117.15502,97913,OR
10135,205843,0.8,0.0,0.0,0.0,0.0,0.0,1,4.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,245.9821260025017,43.642373808,-117.244412544,97913,OR
10142,123072,2.7,0.0,0.0,0.0,0.0,0.0,1,5.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,709.7790707420863,41.705659487,-86.236778522,46556,IN
10146,123072,0.5,0.0,0.0,0.0,0.0,0.0,1,16.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,709.7790707420863,41.705659487,-86.236778522,46556,IN
10149,123072,0.1,0.0,0.0,0.0,0.0,0.0,1,5.699999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,dfo,Eastern,0.0,0.0,0.0,0.0,709.7790707420863,41.705659487,-86.236778522,46556,IN
10152,124828,0.4,0.0,0.0,0.0,0.0,0.0,1,30.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,136.84137631883604,42.442915761,-76.474717228,14853,NY
10156,124828,0.4,0.0,0.0,0.0,0.0,0.0,1,7.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,136.84137631883604,42.442915761,-76.474717228,14853,NY
10158,152911,0.0,0.0,0.0,0.0,0.0,0.0,1,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,68.57230534638192,28.167610533,-82.140015306,33565,FL
10161,300493,0.3,0.0,0.0,0.0,0.0,0.0,1,1.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,8268.861426098138,34.2619,-118.6242,91311,CA
10162,205372,0.5,0.0,0.0,0.0,0.0,0.0,1,17.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,3743.235756031493,47.68274469,-117.331730955,99212,WA
10167,202973,0.4,0.0,0.0,0.0,0.0,0.0,1,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,4254.13560627629,46.088232603,-118.255537117,99362,WA
10168,132761,0.2,0.0,0.0,0.0,0.0,0.0,1,3.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,123.44204680955032,43.016821415,-71.568057044,03045,NH
10170,132600,10.0,0.0,0.0,0.0,0.0,0.0,1,110.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,2019.4491376172537,40.719928428,-74.129885786,07105,NJ
10172,132600,10.0,0.0,0.0,0.0,0.0,0.0,1,42.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,2019.4491376172537,40.719928428,-74.129885786,07105,NJ
10173,305450,0.0,0.0,0.0,0.0,0.0,0.0,1,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wind,Western,0.0,0.0,0.0,0.0,4111.527754733889,35.0522,-118.3581,93501,CA
10174,305575,2.0,0.0,0.0,0.0,0.0,0.0,1,27.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Western,0.0,0.0,0.0,0.0,136.90148426565602,38.018056,-122.2344,94572,CA
10175,112491,2.0,0.0,0.0,0.0,0.0,0.0,1,7.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,152.59428465577042,30.476257608,-91.209753162,70767,LA
10187,308814,0.5,0.0,0.0,0.0,0.0,0.0,1,37.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,12.367146387629967,36.997694,-119.703451,93626,CA
10191,132879,0.1,0.0,0.0,0.0,0.0,0.0,1,2.4000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,93.77142560788238,44.3142,-89.8964,54457,WI
10197,132879,1.0,0.0,0.0,0.0,0.0,0.0,1,13.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,93.77142560788238,44.3142,-89.8964,54457,WI
10198,132879,1.0,0.0,0.0,0.0,0.0,0.0,1,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,93.77142560788238,44.3142,-89.8964,54457,WI
10200,205464,2.0,0.0,0.0,0.0,0.0,0.0,1,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Western,0.0,0.0,0.0,0.0,452.524025811448,43.084736247,-123.405245331,97432,OR
10206,123565,3.5,0.0,0.0,0.0,0.0,0.0,1,18.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,452.524025811448,39.874543115,-76.880662847,17362,PA
10209,123565,9.0,0.0,0.0,0.0,0.0,0.0,1,45.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,452.524025811448,39.874543115,-76.880662847,17362,PA
10210,123565,8.2,0.0,0.0,0.0,0.0,0.0,1,39.1,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,452.524025811448,39.874543115,-76.880662847,17362,PA
10212,150341,20.0,0.0,0.0,0.0,0.0,0.0,1,71.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,469.4340139182336,32.104556887,-81.123269662,31402,GA
10213,302290,1.0,0.0,0.0,0.0,0.0,0.0,1,16.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,20025.30936634124,38.1861,-120.15,95364,CA
10214,308590,2.0,0.0,0.0,0.0,0.0,0.0,1,38.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Texas,0.0,0.0,0.0,0.0,429.83700055257066,28.5707,-96.8333,77979,TX
10216,136680,5.0,0.0,0.0,0.0,0.0,0.0,1,107.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,14943.544000751894,44.702778681,-69.64767888,04976,ME
10218,109089,0.0,0.0,0.0,0.0,0.0,0.0,1,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,88.09744998843188,30.735754546,-88.048086688,36610,AL
10220,133317,0.1,0.0,0.0,0.0,0.0,0.0,1,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,85.636764457365,45.105300929,-87.65113261,54143,WI
10226,128878,0.2,0.0,0.0,0.0,0.0,0.0,1,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,2038.1476025562288,45.107074461,-87.637291365,49858,MI
10230,127627,0.0,0.0,0.0,0.0,0.0,0.0,1,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,75.81010137521268,39.843735241,-75.358286036,19013,PA
10231,162555,2.3,0.0,0.0,0.0,0.0,0.0,1,10.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,1358.7833113672723,40.73928,-74.18763,07103,NJ
10235,129399,0.4,0.0,0.0,0.0,0.0,0.0,1,9.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,2224.63640090578,44.026034112,-92.432873301,55906,MN
10239,145218,0.1,0.0,0.0,0.0,0.0,0.0,1,1.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,414.6195847552567,43.981559774,-75.615681202,13619,NY
10244,206492,0.2,0.0,0.0,0.0,0.0,0.0,1,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,4346.750015098311,46.596434773,-120.677552214,98908,WA
10246,201516,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,522.4619341480584,46.692648349,-120.737180397,98947,WA
10247,135645,10.5,0.0,0.0,0.0,0.0,0.0,1,21.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,other,Eastern,0.0,0.0,0.0,0.0,274.5780616574925,46.735409601,-92.161961653,55807,MN
10250,134796,1.0,0.0,0.0,0.0,0.0,0.0,1,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,1139.601608947973,40.844210689,-73.876699856,10460,NY
10253,173193,0.5,0.0,0.0,0.0,0.0,0.0,1,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,2795.6434147287287,42.280837647,-83.734541566,48104,MI
10255,173193,0.5,0.0,0.0,0.0,0.0,0.0,1,12.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,2795.6434147287287,42.280837647,-83.734541566,48104,MI
10257,132514,0.2,0.0,0.0,0.0,0.0,0.0,1,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,4466.462042825748,42.95064,-85.48594,49301,MI
10258,203784,0.4,0.0,0.0,0.0,0.0,0.0,1,2.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Western,0.0,0.0,0.0,0.0,8301.356834598506,39.252709068,-106.374871126,80461,CO
