bus_id,Pd,zone_id,baseKV,interconnect
108163,4.061,8,69.0,Eastern
108164,4.061,8,69.0,Eastern
108165,4.061,8,69.0,Eastern
108166,2.097,8,69.0,Eastern
108168,16.756,8,69.0,Eastern
108169,0.0,8,199.8125,Eastern
108171,9.635,8,115.0,Eastern
108172,0.0,8,230.0,Eastern
108173,0.0,8,230.0,Eastern
108174,9.635,8,115.0,Eastern
108175,5.218,8,138.6491319656761,Eastern
108176,13.407,8,69.0,Eastern
108177,13.407,8,69.0,Eastern
108178,13.407,8,69.0,Eastern
108179,13.407,8,69.0,Eastern
108180,0.0,8,118.48484848484848,Eastern
108185,9.635,8,115.0,Eastern
108186,19.991,8,69.0,Eastern
108187,19.991,8,69.0,Eastern
108189,5.58,8,115.0,Eastern
108191,5.58,8,115.0,Eastern
108195,13.407,8,69.0,Eastern
108197,4.525,8,115.0,Eastern
108199,6.023,8,115.0,Eastern
108200,6.023,8,115.0,Eastern
108201,6.023,8,115.0,Eastern
108202,2.19,8,115.0,Eastern
108203,2.19,8,115.0,Eastern
108204,13.407,8,69.0,Eastern
108205,29.641,8,69.0,Eastern
108209,0.0,8,138.0,Eastern
108211,29.641,8,69.0,Eastern
108212,9.413,8,115.0,Eastern
108214,2.19,8,69.0,Eastern
108215,0.0,8,154.6904761904762,Eastern
108216,13.407,8,85.1,Eastern
108217,13.407,8,69.0,Eastern
108218,13.407,8,69.0,Eastern
108219,13.407,8,69.0,Eastern
108221,29.641,8,115.0,Eastern
108222,5.491,8,115.0,Eastern
108223,5.491,8,115.0,Eastern
108224,5.491,8,115.0,Eastern
108226,0.0,8,213.2076923076923,Eastern
108227,9.413,8,115.0,Eastern
108228,9.413,8,115.0,Eastern
108229,9.413,8,69.0,Eastern
108230,9.413,8,115.0,Eastern
108231,9.413,8,115.0,Eastern
108232,9.413,8,115.0,Eastern
108233,13.407,8,69.0,Eastern
108234,13.407,8,69.0,Eastern
108235,13.407,8,69.0,Eastern
108236,0.0,8,149.5,Eastern
108237,13.407,8,69.0,Eastern
108238,13.407,8,69.0,Eastern
108240,16.997,8,115.0,Eastern
108242,9.413,8,115.0,Eastern
108243,9.413,8,92.0,Eastern
108244,9.413,8,69.0,Eastern
108245,9.413,8,69.0,Eastern
108246,9.413,8,69.0,Eastern
108247,13.407,8,69.0,Eastern
108248,13.407,8,69.0,Eastern
108250,0.0,8,230.0,Eastern
108251,12.048,8,115.0,Eastern
108252,12.048,8,115.0,Eastern
108257,16.997,8,115.0,Eastern
108258,16.997,8,115.0,Eastern
108259,16.997,8,115.0,Eastern
108260,16.997,8,115.0,Eastern
108262,0.0,8,186.46428571428572,Eastern
108264,17.579,8,69.0,Eastern
108265,17.579,8,115.0,Eastern
108266,17.579,8,115.0,Eastern
108267,17.579,8,115.0,Eastern
108268,17.579,8,115.0,Eastern
108270,6.669,8,69.0,Eastern
108274,102.052,8,69.0,Eastern
108276,21.004,8,115.0,Eastern
108277,102.052,8,115.0,Eastern
108278,0.0,8,188.6134375,Eastern
108281,0.0,8,230.0,Eastern
108283,0.0,8,230.0,Eastern
108284,23.965,8,115.0,Eastern
108286,44.709,8,115.0,Eastern
108290,23.965,8,115.0,Eastern
108291,44.709,8,115.0,Eastern
108293,23.965,8,69.0,Eastern
108294,23.965,8,111.765625,Eastern
108295,23.965,8,115.0,Eastern
108296,44.709,8,115.0,Eastern
108297,23.965,8,115.0,Eastern
108298,23.965,8,115.0,Eastern
108299,27.588,8,230.0,Eastern
108300,27.588,8,115.0,Eastern
108301,5.155,8,69.0,Eastern
108302,2.057,8,115.0,Eastern
108303,2.057,8,69.0,Eastern
108304,0.0,8,124.34745762711864,Eastern
108305,13.369,8,69.0,Eastern
108306,13.369,8,69.0,Eastern
108307,23.965,8,69.0,Eastern
108309,23.965,8,69.0,Eastern
108311,0.0,8,143.75,Eastern
108312,21.552,8,69.0,Eastern
108315,11.703,8,115.0,Eastern
108318,0.0,8,230.0,Eastern
108330,21.552,8,69.0,Eastern
108331,21.552,8,69.0,Eastern
108332,21.552,8,69.0,Eastern
108333,21.552,8,69.0,Eastern
108334,19.991,8,69.0,Eastern
108336,0.0,8,123.14845510563381,Eastern
108337,0.0,8,115.47011733421363,Eastern
108343,19.991,8,69.0,Eastern
108344,19.991,8,69.0,Eastern
108346,21.552,8,69.0,Eastern
108347,21.552,8,69.0,Eastern
108348,21.552,8,69.0,Eastern
108351,4.908,8,115.0,Eastern
108353,19.991,8,69.0,Eastern
108354,19.991,8,69.0,Eastern
108355,13.369,8,69.0,Eastern
108356,4.908,8,115.0,Eastern
108357,4.908,8,115.0,Eastern
108362,0.0,8,138.0,Eastern
108364,2.854,8,115.0,Eastern
108365,0.0,8,116.74242424242425,Eastern
108366,2.854,8,115.0,Eastern
108367,2.854,8,115.0,Eastern
108369,0.0,8,119.40973424278715,Eastern
108370,19.991,8,69.0,Eastern
108371,19.991,8,69.0,Eastern
108373,0.0,8,-999999,Eastern
108377,19.991,8,69.0,Eastern
108379,13.369,8,69.0,Eastern
108380,54.554,8,69.0,Eastern
108381,0.0,8,-41566.958333333336,Eastern
108383,19.991,8,69.0,Eastern
108384,19.991,8,69.0,Eastern
108385,19.991,8,69.0,Eastern
108388,19.991,8,69.0,Eastern
108390,2.19,8,115.0,Eastern
108391,0.0,8,230.0,Eastern
108392,54.554,8,69.0,Eastern
108393,54.554,8,69.0,Eastern
108395,44.709,8,115.0,Eastern
108398,19.991,8,69.0,Eastern
108399,19.991,8,69.0,Eastern
108402,0.0,8,122.70488824789011,Eastern
108403,0.0,8,-347165.6527777778,Eastern
108404,0.0,8,-126183.51010101009,Eastern
108405,13.369,8,69.0,Eastern
108406,0.0,8,179.0595238095238,Eastern
108407,8.68,8,69.0,Eastern
108409,41.106,8,69.0,Eastern
108416,0.0,8,230.0,Eastern
108418,0.0,8,227.44444444444446,Eastern
108419,0.0,8,203.59154929577466,Eastern
108421,13.369,8,69.0,Eastern
108424,0.0,8,225.975,Eastern
108426,0.0,8,230.0,Eastern
108428,0.0,8,153.33333333333334,Eastern
108432,0.0,8,138.0,Eastern
108459,0.0,8,138.0,Eastern
108461,0.0,8,138.0,Eastern
108465,0.0,8,212.53351656233698,Eastern
108467,0.0,8,212.53351656233696,Eastern
108468,0.0,8,230.0,Eastern
108472,13.369,8,69.0,Eastern
108479,0.0,8,230.0,Eastern
108480,0.0,8,138.0,Eastern
108481,0.0,8,230.0,Eastern
108482,44.709,8,115.0,Eastern
108483,44.709,8,115.0,Eastern
108485,9.272,8,230.0,Eastern
108486,9.272,8,204.18211443227264,Eastern
108494,5.495,8,115.0,Eastern
108495,7.69,8,115.0,Eastern
108496,7.69,8,115.0,Eastern
108498,13.369,8,69.0,Eastern
108499,13.369,8,69.0,Eastern
108500,13.369,8,69.0,Eastern
108501,0.0,8,138.0,Eastern
108506,0.0,8,138.0,Eastern
108510,0.0,8,208.84,Eastern
108512,0.0,8,195.9674769608284,Eastern
108513,0.0,8,175.11363636363637,Eastern
108514,18.178,8,69.0,Eastern
108515,0.0,8,138.0,Eastern
108524,0.0,8,230.0,Eastern
108525,0.0,8,138.0,Eastern
108530,8.316,8,69.0,Eastern
108531,8.316,8,69.0,Eastern
108532,8.316,8,69.0,Eastern
108535,8.316,8,69.0,Eastern
108536,13.369,8,69.0,Eastern
108537,0.0,8,230.0,Eastern
108538,0.0,8,230.0,Eastern
108539,0.0,8,162.1764705882353,Eastern
108545,0.0,8,230.0,Eastern
108547,8.316,8,69.0,Eastern
108557,0.0,8,230.0,Eastern
108558,0.0,8,138.0,Eastern
108560,0.0,8,138.0,Eastern
108564,19.991,8,69.0,Eastern
108565,19.991,8,69.0,Eastern
108567,19.991,8,69.0,Eastern
108568,19.991,8,110.41219527648319,Eastern
108570,0.0,8,230.0,Eastern
108577,0.0,8,138.0,Eastern
108585,0.0,8,138.0,Eastern
108586,0.0,8,138.0,Eastern
108591,0.0,8,138.0,Eastern
108592,0.0,8,138.0,Eastern
108595,0.0,8,230.0,Eastern
108596,0.0,8,230.0,Eastern
108608,0.0,8,138.0,Eastern
108616,102.052,8,115.0,Eastern
108618,0.0,8,185.08823529411765,Eastern
108622,13.369,8,69.0,Eastern
108623,0.0,8,230.0,Eastern
108631,0.0,8,224.80617535324672,Eastern
108633,0.0,8,230.0,Eastern
108634,0.0,8,229.34151252523188,Eastern
108635,0.0,8,167.4508367346939,Eastern
108637,0.0,8,169.49565444302718,Eastern
108639,0.0,8,187.12190136560577,Eastern
108640,102.052,8,115.0,Eastern
108642,0.0,8,230.0,Eastern
108643,0.0,8,230.0,Eastern
108644,0.0,8,230.0,Eastern
108646,0.0,8,138.0,Eastern
108652,0.0,8,201.1546160130719,Eastern
108653,13.369,8,69.0,Eastern
108657,0.0,8,155.41519699241508,Eastern
108660,0.0,8,230.0,Eastern
108661,0.0,8,230.0,Eastern
108664,0.0,8,138.0,Eastern
108665,13.369,8,69.0,Eastern
108666,0.0,8,230.0,Eastern
108667,0.0,8,200.98711340206185,Eastern
108670,21.552,8,69.0,Eastern
108671,21.552,8,69.0,Eastern
108675,0.0,8,138.0,Eastern
108678,0.0,8,230.0,Eastern
108681,0.0,8,230.0,Eastern
108682,4.525,8,115.0,Eastern
108683,0.0,8,148.8235294117647,Eastern
108684,54.554,8,69.0,Eastern
108686,23.965,8,115.0,Eastern
108687,11.703,8,115.0,Eastern
108694,54.554,8,115.0,Eastern
108700,0.0,8,230.0,Eastern
108701,0.0,8,230.0,Eastern
108702,25.078,8,115.0,Eastern
108704,0.0,8,230.0,Eastern
108705,54.554,8,115.0,Eastern
108710,25.078,8,92.0,Eastern
108711,25.078,8,69.0,Eastern
108713,25.078,8,115.0,Eastern
108714,0.0,8,230.0,Eastern
108715,25.078,8,115.0,Eastern
108716,0.0,8,230.0,Eastern
108720,25.078,8,115.0,Eastern
108722,0.0,8,172.5,Eastern
108727,25.078,8,115.0,Eastern
108728,25.078,8,115.0,Eastern
