,t.bpc.wk.c,t.bph.wk.c,i.heat.wk,s.heat.wk,s.dark.wk,i.cool.wk,s.cool.wk.db,s.cool.wk.wb,mrae.heat.wk.mw,mrae.cool.wk.mw,mrae.mid.wk.mw,t.bpc.wknd.c,t.bph.wknd.c,i.heat.wknd,s.heat.wknd,s.dark.wknd,i.cool.wknd,s.cool.wknd.db,s.cool.wknd.wb,mrae.heat.wknd.mw,mrae.cool.wknd.mw,mrae.mid.wknd.mw
0,11.129055840894635,18.3,3318.657268115099,-56.076482684238535,0.0,-2046.9621151167119,140.61619661234863,33.22708995489226,74.71236220499394,98.00719621291313,89.04934897005504,10.230831341654316,18.3,3059.1299073710256,-26.7440550879958,0.0,-2361.6817188614514,141.41376356215844,24.958068843400245,63.29785229352708,82.01998940744889,132.16428538074842
1,10.59046669449104,18.3,3105.130983146768,-57.55435307323247,0.0,-1505.4970947304705,115.87350532426684,29.581743519740094,63.38252663126152,78.64140409135044,74.97788751398467,10.252332691534798,18.3,2889.5203333723507,-28.742863536916527,0.0,-2143.6160483362983,132.03352720508627,17.087090130826898,61.0210694303024,64.24539508524823,115.27221086813715
2,10.044037883566837,18.3,2922.880373970337,-54.89408230949677,0.0,-1261.4726932674334,104.56065359168488,24.900406391702287,62.99629857637301,68.79119232561092,77.15332051669228,10.252937936230017,18.3,2844.4064000171957,-41.927288247576705,0.0,-1510.501633723109,114.30168951937551,-12.250198273775636,63.43734914829854,59.620974215547946,91.04133282919592
3,10.0,17.570547962798955,2818.779197416707,-54.50016159959757,0.0,-1166.4004179383974,100.79093641995128,16.687993251120332,58.17953388271747,47.353819551131785,75.2080157766717,10.0,17.75901923636471,2753.126872177122,-42.280544307348684,0.0,-1445.2068373464826,110.8952505324405,-15.350789542888394,61.893276982643016,56.35203485420843,89.82429242296367
4,10.0,17.316500175028278,2757.9384140465304,-52.34599099505183,0.0,-935.9171519310379,86.64773135164872,16.578151674758583,65.40671485526555,49.25767527037855,75.02843212699626,10.0,17.680951435697335,2720.657562189338,-47.248610401812805,0.0,-1492.8467790231703,115.5495421858,-21.35500603000144,67.22217470862373,46.24204866015041,75.97423331179901
5,10.0,17.269835394190917,2836.798797717254,-56.429230427701334,0.0,-792.9459546962885,78.96223424855937,12.926222184175462,66.15817817948202,52.0249323808515,78.38645394936216,10.0,17.692291201873783,2734.7328161514506,-48.25431046648647,0.0,-1253.977995458035,99.74319237086463,-21.072765317789937,73.1834818180413,45.291712316829106,78.21997789518217
6,10.0,17.40120779169157,3038.448469802302,-57.65221357002825,0.0,-800.5686605586864,76.42666376153717,12.955718213473,87.44989256451912,62.02991642273989,77.64236309793917,10.0,17.72699933003222,2676.5491364973586,-42.83759816038547,104.3525356154339,-1018.330813862608,82.64624864270715,-7.108885930843303,92.81812311951383,55.349793732572856,81.49867534025864
7,10.0,17.72712686648822,3318.0481269314296,-55.48185554275872,0.0,-958.0907115518721,79.4557519600764,10.80924886602222,104.90393072669966,91.68609992917864,121.17582685330312,10.0,17.87165669252519,2905.2062125671596,-49.21359519677928,0.0,-1465.2264116600822,100.0884081711326,-6.867945035203101,108.1592165664666,92.22688641915929,119.5149103863698
8,10.604218830345788,18.3,3502.691382949977,-49.170245935960075,0.0,-1132.0218218422247,77.81703043207541,18.9700020875849,113.64619919612812,102.28549568413209,119.105262926531,10.0,18.3,3148.6434521429373,-65.96005877019087,0.0,-1004.3173389374842,78.74700384387903,12.417661949105327,101.54918519578311,116.53999629906136,120.27067520828527
9,12.62964965320607,18.3,3544.9786510983186,-34.96010478391618,0.0,-1546.8819717558183,86.16485081170725,44.53666005980251,111.65734328594822,97.25582395478958,119.3341155477689,11.341997981805298,18.3,3335.2507325092265,-63.51928659893947,0.0,-1143.015909834035,79.72313660051145,39.93590652626513,111.29895151225617,125.95086769848135,141.02084931576414
10,14.11519593652765,18.876888272307355,3517.2820191699725,-25.242197418523705,0.0,-1548.7363464493253,82.04404900363488,61.52517150553157,122.8137578147768,114.40246004861002,128.08644914901345,12.525616065018687,19.076428366490443,2942.337142955558,-12.096410648840399,0.0,-1188.4607911820353,62.299963512545126,60.50662294076177,153.5979347571848,143.34263188483624,119.14507011347115
11,15.259008026900249,18.3,3678.373883082737,-36.06968699838844,0.0,-1562.5297670852246,85.79847959588638,68.40713819088148,131.16627165465255,145.31334571987298,110.26240096372827,13.556862254924608,18.3,3158.9365109394803,-26.227381264324993,0.0,-1103.358596659029,63.58850245777667,78.88725285451697,165.2771683349623,140.44324296813892,126.54397267902375
12,16.12413868472414,18.9527616939542,3645.8224082575966,-32.02626289926765,0.0,-1782.1421097489977,94.03073486211187,75.4799855884874,140.2104791627712,157.3479108534825,99.13832816166905,14.384897887790423,18.9095791155385,3150.9788065939347,-22.246958194264398,0.0,-1399.0941454587482,73.98864548545535,86.77810035456174,169.8707661888494,152.55236302427596,141.91673144699607
13,16.927270159173823,18.664513334593064,3777.865484535691,-43.1051532603846,0.0,-1976.5693310702086,105.89985903392446,83.7386945455537,143.06258165500896,176.66616374545617,126.4970155574242,14.64298306040815,18.3,3513.744265220865,-51.4930928640885,0.0,-1540.3898152257,87.63986736970332,95.12829497757235,166.31744812301224,196.95686783264168,194.43581596658422
14,17.135784763161993,19.26018583376345,3585.765650198863,-29.40544148209584,0.0,-2391.6548350836883,124.17610378873263,94.24496624509504,144.66377640080935,192.07262910594645,96.80387928755158,14.857162185891639,18.3,3751.3909946178755,-72.82407745554293,0.0,-1785.9460462649436,107.3836838428005,113.2399954628326,139.7641170589931,228.17536857537624,221.23383017721468
15,16.857027720275376,19.709300075684975,3473.150107533894,-22.253011901141825,0.0,-2728.752656980442,138.45000312044857,91.48565742689095,143.49714804192726,196.99401671883308,81.10699378100686,14.58106741025225,18.3,3643.473695142498,-66.873905148675,0.0,-2230.6784081367314,125.032471142853,99.24456069461235,127.9066474551277,236.33290392413954,209.97151032928736
16,16.25312007554947,19.50437641193171,3498.515530260255,-25.29923862285839,0.0,-3125.8150738155578,160.262241037522,104.15078215694888,133.73479017670851,203.8432411095879,92.12525427491823,14.111071736563524,18.45126147564754,3514.6727432949956,-57.535047707570016,0.0,-2678.408696016449,145.16127797286288,102.03138153064194,111.50004778546706,230.8934475186094,197.06482682264655
17,15.390202519488309,19.600334188794672,3392.3701818963978,-18.795177531239165,157.42553035504824,-3615.5922526276677,184.4658472555365,100.87101944634456,110.29431241618833,194.90585405413375,83.94400511566366,13.453724867231383,19.165698130119118,3185.6218568493964,-35.619068833947935,233.89866348193223,-3224.03173143004,168.218851697525,97.6313082012631,122.74850798216794,231.04686301082558,112.71983971357054
18,14.507554144714346,18.507187396750552,3186.7038710458464,-16.549364428554355,475.6420512036273,-3642.4027935448694,196.8101751746672,114.51920483347658,117.82109760708653,202.46216588739966,88.45453080682576,12.349222271354428,20.876362936607695,3315.3828636276367,-16.377528161492517,0.0,-3618.552177934219,173.33249996286065,75.63976937506445,154.8625270320412,257.63849507973873,228.69843592060957
19,13.1508713959777,19.37070202128716,3956.4455411995364,-40.231700548851705,0.0,-3884.213348537541,200.5200092525836,66.11122381144898,109.23190146335776,180.731317911946,185.3419283968814,11.52042638168433,20.73199708478159,3459.4371343522475,-20.016546049200066,0.0,-4109.470393738916,198.21874260032044,41.189083470527265,121.06845042499603,222.04261508822816,204.53224432977427
20,12.73644388344412,18.3,4024.4435481706555,-52.691230834216775,0.0,-3506.003389272142,200.75176495065,53.48022127421322,119.54858010862088,167.7313851174267,118.1440462906403,10.976915412541786,19.397950222251602,3505.113522012607,-24.883401696648296,0.0,-4268.196398037816,220.03337203854255,30.528876535232165,117.20070438165496,169.23934173409776,149.78085162556124
21,12.143029089813737,18.3,3927.958499841574,-49.936468283977575,0.0,-3356.17201907479,196.78165908130225,57.342248273194976,111.33065728846591,128.3210523999925,96.1740033944396,10.710541896369143,18.3,3598.643182797,-40.20844535706294,0.0,-3816.7968760834574,210.06418715420065,52.91679219359651,100.8088231758533,134.4245135456747,82.06257331540836
