,t.bpc.wk.c,t.bph.wk.c,i.heat.wk,s.heat.wk,s.dark.wk,i.cool.wk,s.cool.wk.db,s.cool.wk.wb,s.heat.stderr.wk,s.dark.stderr.wk,n.heat.wk,s.cool.db.stderr.wk,s.cool.wb.stderr.wk,n.cool.wk,mrae.heat.wk.mw,mrae.cool.wk.mw,mrae.mid.wk.mw,r2.heat.wk,r2.cool.wk,t.bpc.wknd.c,t.bph.wknd.c,i.heat.wknd,s.heat.wknd,s.dark.wknd,i.cool.wknd,s.cool.wknd.db,s.cool.wknd.wb,s.heat.stderr.wknd,s.dark.stderr.wknd,n.heat.wknd,s.cool.db.stderr.wknd,s.cool.wb.stderr.wknd,n.cool.wknd,mrae.heat.wknd.mw,mrae.cool.wknd.mw,mrae.mid.wknd.mw,r2.heat.wknd,r2.cool.wknd
0,10.0,16.116059515269214,1123.0935083419342,-14.14347337034835,0.0,-507.744423042003,43.72924562780906,-1.510227890270194,0.509646113000499,0.0,152.0,6.1905080663258065,10.165191791290063,50.0,0.030956767674673796,0.04755919894435036,0.03038949368077308,0.8369829126821987,0.5499924433846113,10.0,16.9035065519344,1124.5241607421035,-14.621064823859285,0.0,-652.7406826180168,50.6915529078528,9.943654776159043,0.6810975586333036,0.0,69.0,6.149950887660016,12.302213545810803,20.0,0.02675433901613496,0.03007701765448282,0.03686582244337205,0.8730648378123376,0.840021101671816
1,10.0,15.048546857143217,1070.657369815314,-14.589173295681473,0.0,-390.14966922966755,37.971595059482304,-6.260084759607994,0.49324290879518523,0.0,159.0,5.919018347023857,12.20807689316453,50.0,0.03259435103854939,0.04897745533596301,0.032491655408852065,0.8478479045142316,0.48937721381727395,10.0,16.370135995434588,1065.5743673025975,-15.268746196406678,0.0,-515.7250659630912,45.23538025839651,-0.21717663902231266,0.6302201759126195,0.0,72.0,6.815477922504151,16.82721851976126,20.0,0.026073601024599533,0.03856049223742488,0.045875713437128915,0.8934516018854886,0.7599998127012914
2,10.0,14.982462152334216,1048.0178366450143,-14.418980972804082,0.0,-370.7730677427618,35.6764173789314,-5.179350382786609,0.4555605837476627,0.0,161.0,5.096226010280906,11.071153033999337,50.0,0.03185890367142206,0.04330030560084963,0.029437360573525063,0.8630243642115237,0.5286011884163644,10.0,16.330147053350082,1043.1911589431365,-14.640866997608688,0.0,-473.8935514525848,40.83448406163209,1.1596228255328072,0.5776643044007822,0.0,71.0,6.623227479066448,17.211304256613648,20.0,0.025589600954371995,0.04000746632749458,0.03469415521584888,0.9030035132951029,0.7285911740379651
3,10.0,14.861649997014558,1038.2285518965089,-13.801487250025756,0.0,-348.29585678729103,32.971975188488344,-3.0431119336419137,0.4176318808166649,0.0,160.0,5.099884509605531,11.817032987179733,50.0,0.029296691361301114,0.04381339786872432,0.02702734140312987,0.8736106404935605,0.48811462127268435,10.0,16.14109579651178,1027.06347209891,-13.767438946902285,0.0,-457.4167372355757,38.552698674768344,4.943895324005133,0.5312519670014733,0.0,73.0,5.99702315897863,15.440577874274345,20.0,0.026294813189138608,0.037856826473655944,0.03626317101284812,0.9043888918294792,0.7486670622794093
4,10.0,14.497693591733029,1041.103323389647,-13.932589705194978,0.0,-273.8343291661646,28.720598412111848,-2.275584783506414,0.41401132301422855,0.0,163.0,5.081751097750368,12.388326096850973,50.0,0.029022969170671115,0.043391405911313206,0.029680651707395336,0.8755317664294766,0.4212630750984232,10.0,15.124432332037914,1024.2896178176711,-14.060505058328076,0.0,-420.27903103227305,37.338641415999646,-3.0282185748798973,0.5257656187175799,0.0,73.0,5.827422809255317,16.62967866896489,20.0,0.025939295128464716,0.03710687284487175,0.03334555425841721,0.9096902930051896,0.759330567711292
5,10.0,14.45204463933207,1034.458756299629,-13.04788796083696,54.58896153325617,-229.50987990212855,26.661480379319833,-11.528317557322264,0.4153354486458942,11.366866897472804,163.0,5.834924994820233,14.130457734986837,50.0,0.025513140592617476,0.04555239183725681,0.030475343549711983,0.8971437576551722,0.312672936177827,10.0,14.7088450861133,1009.1954231513597,-13.213602481872712,35.73821380337449,-435.38015131748864,38.31961291330472,-10.713583225253235,0.6093528165216898,16.746372881498658,73.0,5.34844139629641,16.491645070812616,20.0,0.024946303956573712,0.03292606250658222,0.029762919458540243,0.9072596413446116,0.7988404127420506
6,10.0,15.747884058473844,1165.65147507136,-12.950156848771773,43.39738525981553,-386.58981359753943,31.56748161583909,3.8657028623635368,0.3603563610693706,6.903077269360094,158.0,3.9533722236780258,6.403974526810617,50.0,0.019427973485387044,0.028564493542161094,0.021749990137232653,0.9167051277578404,0.6061527936817813,10.0,15.895230044528867,1074.4775216578018,-13.115539279363547,20.96449258721178,-381.1063194146895,29.92082407801911,14.833404931145841,0.6446190922888791,13.325579569819494,70.0,4.902733369629501,8.341470745352051,20.0,0.024462254424255443,0.030513260250478874,0.019669390159813775,0.8986323706547399,0.8175544679423481
7,10.0,16.017669052958226,1344.4537843669805,-13.765655127384317,0.0,-296.15257907033174,24.236208087218937,11.033892956479857,0.42902520718117565,0.0,157.0,3.61814139928457,5.570848494841071,50.0,0.02284265133477572,0.02343122879177884,0.022197614303439053,0.8691435695999371,0.5679304375439495,10.0,16.013899856373893,1161.9533866944325,-13.755260315959395,0.0,-397.05660575724414,29.857160428312618,17.484949494411953,0.7318642583967182,0.0,67.0,4.576665856578467,8.492119855506719,20.0,0.02827362133333607,0.027319078246981782,0.023344215409401157,0.8445888574542209,0.8400974388854607
8,10.0,16.385317727546152,1419.9286768244754,-13.506727111889845,0.0,-335.59190113661236,27.4204524467485,14.436245169873507,0.428017755170688,0.0,154.0,3.5799647776274366,5.404615249824311,50.0,0.02149484588704475,0.022965565106468154,0.02374855672930266,0.8675739539856884,0.6572978414434884,10.0,17.182830841639618,1255.424097323407,-13.381931913918955,0.0,-451.7330366600622,32.572986997905645,22.611640584865327,0.7877178473949319,0.0,66.0,4.890278857198366,9.362313157055151,20.0,0.027076686439120604,0.02833355338335099,0.02383822397417864,0.8184911856509514,0.8531705800807363
9,10.0,16.620072234104818,1446.9022083090515,-13.76726474803221,0.0,-416.11068718173533,33.42682259620699,16.987886257665775,0.5594531537845218,0.0,149.0,3.6920860008359893,5.723157814134659,50.0,0.02471369569256732,0.024613971050207746,0.027047653773325533,0.804670608208093,0.7169944434533634,10.0,17.67288682341783,1347.6511235956254,-14.581500244231808,0.0,-470.13138289892055,34.50584016991832,33.58376071125538,0.8940494330144757,0.0,64.0,5.190145349257318,10.083279219873242,20.0,0.02733859917160105,0.028653368614932773,0.025097944355832052,0.8109755102507865,0.871310783724238
