Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,27281367.17654355,5157245.98553282,22606324.004179336,22927365.374219686,33963635.43484259,47989135.63697272,35162444.70523393,17331580.016286395
"Anchorage, AK",AK,Anchorage,75538951.08718747,14279817.78643086,62594297.13189209,63483223.56257672,94041379.20410082,132876367.45399238,97360743.45197545,47989140.96356538
"Huntsville, AL",AL,Huntsville,71079794.40714887,63757591.2399642,147213080.66179743,149303802.76405698,221172493.24711737,312506857.5151356,228979016.84472916,112863829.17238674
"Anniston-Oxford, AL",AL,Anniston-Oxford,24400735.523303658,21887121.85263159,50536266.69519476,51253983.41758344,75925536.33230254,107279392.7310324,78605410.6798653,38744631.56164887
"Florence, AL",AL,Florence,18197337.62787197,16322759.847723924,37688433.88455902,38223685.51687163,56622990.64291101,80005757.53854813,58621560.6555362,28894585.621055536
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,18673360.061793335,16749745.378790101,38674322.06201052,39223575.29114923,58104186.099792644,82098620.58313383,60155036.51635532,29650436.353495486
"Decatur, AL",AL,Decatur,10911869.70072845,9787796.009337125,22599530.117138322,22920488.940254934,33953466.63319919,47974732.31642192,35151891.15064876,17326378.165923543
"Montgomery, AL",AL,Montgomery,77574526.84465924,69583276.29459171,160664295.28860632,162946051.71740857,241381557.977229,341061363.63570833,249901382.48484597,123176469.75416374
"Dothan, AL",AL,Dothan,22598754.544319812,20270769.8690827,46804191.02695825,47468904.76176044,70318476.98119031,99356868.22542337,72800444.07322127,35883361.70176492
"Mobile, AL",AL,Mobile,95295386.99896675,85478642.44699118,197365898.56491134,200168891.64478552,296521937.258032,418972257.5188066,306988001.39842236,151314482.10950565
"Pensacola, FL-AL",AL,Pensacola,1910657.9593618647,1713833.729942893,3957156.1318465816,4013355.7151292004,5945219.568221086,8400329.793390695,6155062.556247835,3033832.263175343
"Tuscaloosa, AL",AL,Tuscaloosa,34427316.85077227,30880826.451004863,71302279.56894971,72314915.47851789,107124332.12845623,151361898.151898,110905401.89152494,54665307.35376463
"Gadsden, AL",AL,Gadsden,21243172.408166945,19054831.465632007,43996650.23399989,44621491.23763957,66100436.06879244,93396964.75347155,68433522.82116228,33730904.84788706
"Birmingham, AL",AL,Birmingham,227929559.00728583,204449657.9639832,472064006.87018263,478768266.0868761,709227555.746661,1002106868.9671623,734260513.3659737,361917237.1796907
"Auburn, AL",AL,Auburn,21037005.668692075,18869902.755407814,43569659.11646451,44188435.986652955,65458925.88752917,92490539.51104073,67769369.84063128,33403543.635615755
"Columbus, GA-AL",AL,Columbus,13184711.60274544,11826503.720164264,27306803.97806959,27694615.56629508,41025660.83998295,57967426.95421925,42473706.14052178,20935303.069331657
"Memphis, TN-MS-AR",AR,Memphis,8307621.199853524,12664938.484119195,17493944.082364984,17742392.563722994,26282847.365422208,37136491.66390137,27210530.411643125,13412078.968581764
"Fort Smith, AR-OK",AR,Fort Smith,24483267.114379447,37324652.19999936,51556142.91370329,52288341.744983345,77457789.31102946,109444403.3045529,80191750.24541925,39526538.83072182
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,54567167.23370749,83187449.16772746,114905933.88350068,116537824.59024863,172634318.90614954,243924596.74654147,178727643.90319017,88094911.69905484
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,5968117.901283844,9098374.163600905,12567486.92921409,12745970.010407737,18881353.408488687,26678510.654062532,19547792.29173558,9635112.947523016
"Jonesboro, AR",AR,Jonesboro,13501479.435166102,20582956.586175833,28431017.807138465,28834794.289124977,42714673.02915956,60353928.81216371,44222336.08571838,21797203.317397676
"Conway, AR",AR,Conway,16481634.155294742,25126191.682673994,34706539.85810123,35199441.12040884,52142997.907027684,73675731.55915762,53983444.43342349,26608456.68143668
"Pine Bluff, AR",AR,Pine Bluff,11459233.01080401,17469559.295695823,24130515.426164452,24473216.29932319,36253611.58174613,51224737.01472206,37533224.11234699,18500137.929133337
"Little Rock, AR",AR,Little Rock,112100049.02183613,170896119.45153844,236056982.14224687,239409456.48714414,354651278.29242074,501106446.2226265,367169099.27346456,180977764.11486626
"Hot Springs, AR",AR,Hot Springs,11526973.84430558,17572829.951461334,24273162.078540727,24617888.815277558,36467923.470131174,51527550.15919729,37755100.38303409,18609500.812498387
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,27907043.898755606,26992675.577214472,56274079.51036517,57073282.98330899,84546004.40115772,119459733.61157635,87530150.76985057,43143638.74931216
"Sierra Vista, AZ",AZ,Sierra Vista,11788241.138285153,11402001.93994367,23770787.81650523,24108380.1208638,35713158.68406279,50461100.47475732,36973694.80941205,18224345.76034165
"Flagstaff, AZ",AZ,Flagstaff,12463371.892561372,12055012.179526612,25132177.503061276,25489104.239453074,37758506.37224768,53351085.53915233,39091235.34597155,19268082.154519275
"Tucson, AZ",AZ,Tucson,161833280.19801554,156530847.40287617,326334057.8215961,330968648.2870488,490283287.24151677,692748419.0758227,507588387.60214984,250190475.34413818
"Lake Havasu City, AZ",AZ,Lake Havasu City,11940664.694192074,11549431.370658271,24078147.325290076,24420104.743907295,36174934.66704754,51113569.344295375,37451769.69537316,18459989.021476414
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,686746397.2031515,664245298.4549938,1384812433.0140972,1404479514.4745197,2080537950.5998435,2939707335.761794,2153972878.8875384,1061693907.13022
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,18939856.043659817,18319295.713310953,38191897.67223281,38734298.32140453,57379389.88571839,81074518.8858249,59404660.02329727,29280575.544874262
"Casa Grande, AZ",AZ,Casa Grande,11472219.278970806,11096334.469224542,23133535.11060821,23462077.163409986,34755752.17388618,49108327.77457139,35982495.55904692,17735783.339161955
