State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,255275288.9478444,46685942.96732014,129474815.86013286,204434990.14826798,396744250.53177124,313651684.0902419,326709368.821701,296026521.19831645
AL,1284780212.1999493,1114911050.906302,1628703114.760283,2571650243.309079,4990767285.294259,3945520264.3149104,4109776865.909259,3723807960.892575
AR,688781865.8937898,1015859733.8543416,887780481.8226398,1401766137.8477523,2720388822.2227607,2150641104.022461,2240174796.750103,2029789210.9729738
AZ,792041311.7848982,741149085.0103923,977586603.0527322,1543566036.6713269,2995577992.7148724,2368195716.1469007,2466786460.6332016,2235118683.9667096
CA,2779759409.859634,2027645762.644156,3321995404.394577,5245283364.632388,10179451256.453493,8047506738.715766,8382533812.373087,7595289759.377234
CO,430659226.17276424,477593429.4382668,954755384.8187926,1507516552.2249458,2925617239.6983213,2312887272.836416,2409175462.4429903,2182918211.6064634
CT,113115617.84043568,59217384.94110296,267897500.37008956,422998309.53392035,820907169.5597132,648979546.6721641,675997320.6789898,612511162.1429938
DE,141019275.79574057,31760252.632613823,162792797.0831651,257042629.49307036,498839197.8493192,394364245.5329259,410782088.15495723,372203567.242835
FL,1668981593.0338614,1268233004.4388356,2205724345.9276743,3482741226.7171125,6758909381.212796,5343349540.77233,5565799402.362485,5043088420.486076
GA,1257158140.0040474,1262657289.1300282,2022680806.162916,3193723569.8190827,6198016674.755364,4899928033.479673,5103917741.533047,4624584287.122033
HI,122605371.46644863,7012846.802003471,207859274.43743488,328200572.74881613,636934460.9985311,503537394.8823029,524500242.8005105,475241903.236153
IA,552716565.2094506,790996741.1410505,923240114.9232378,1457755340.8525105,2829046322.8232636,2236541790.436502,2329651628.7367835,2110862843.4690118
ID,479804217.5842856,332356102.8880155,450475451.7985147,711280827.2730095,1380373202.1817906,1091273174.005471,1136704146.5934026,1029950794.987411
IL,759002366.8154212,1086243236.134409,1178950923.3243783,1861511372.9869993,3612610255.2914615,2855999145.2932215,2974897714.3881874,2695510766.9157944
IN,1435854343.6788993,1372527366.6455767,1665321098.8931844,2629468372.206302,5102974145.22612,4034226990.268951,4202176556.1285095,3807529951.95165
KS,509012827.6806181,700260848.9822627,697725794.0625806,1101678194.3339336,2138012159.7032251,1690235152.7654335,1760601609.7824173,1595255047.7500315
KY,1133780520.7024896,854638061.7055894,1308837392.5957646,2066596403.3698785,4010616042.6286135,3170648111.604878,3302645883.451118,2992478529.630204
LA,1284826455.5847654,851567587.3889815,986653750.598335,1557882658.7060907,3023362069.214876,2390160805.4260297,2489665982.1486373,2255849479.6133833
MA,164246394.55716786,69706891.88673499,320184661.0536927,505557424.6766083,981128541.6210209,775644774.1951599,807935769.0751054,732058636.4987749
MD,598804900.1429567,242319569.51399976,775318075.0620122,1224192963.5598998,2375774933.361646,1878201819.7259047,1956393547.9009655,1772659223.604996
ME,363965182.1680704,172460484.507698,508179862.7418394,802393537.0132987,1557194420.158253,1231061642.9586625,1282312172.2372544,1161884070.8691568
MI,751470686.5415633,812983569.2264451,1626559759.8601959,2568265931.956583,4984199386.982114,3940327957.6981273,4104368397.5236454,3718907427.7766175
MN,704413949.3140565,483497350.73538774,1394016317.7470784,2201090160.169561,4271626280.023476,3376993374.5253,3517581539.874003,3187228545.1617947
MO,1098211368.4678683,1448695874.2473743,1384142271.9740837,2185499478.25622,4241369651.8354774,3353073577.654449,3492665934.0143175,3164652883.640999
MS,876966076.431289,1024596514.6002033,1194176210.9510067,1885551464.6068997,3659264547.650927,2892882316.4702187,3013316374.917086,2730321346.3200088
MT,207586758.40479755,355435383.0152039,445754541.46323574,703826718.5189085,1365907112.8739169,1079836806.5292718,1124791669.8260636,1019157076.187703
NC,1449900202.1934466,943883077.5434436,2454078150.0878305,3874880903.7159734,7519929614.723429,5944984639.853631,6192481270.983601,5610915581.779433
ND,517716307.85547006,514958344.9654743,306533496.42540973,484002844.267104,939297856.3941255,742574942.1438961,773489201.4188656,700847111.6279835
NE,285274118.50330746,566442081.5810972,515458536.9413607,813886250.2489569,1579498177.051223,1248694180.9308877,1300678773.2913482,1178525776.112841
NH,264866987.52327317,63305372.7561299,357039700.7108497,563749902.9612008,1094061906.9834163,864925812.2647369,900933680.6918198,816322667.1076698
NJ,613168305.0375975,232814380.34946334,1130370991.2317445,1784805821.680296,3463748819.347065,2738314662.4798336,2852313889.55845,2584439378.450852
NM,920100278.7083292,805921282.7301304,620342786.7633443,979493841.0078543,1900890615.8950808,1502775432.4455884,1565337723.0832865,1418329331.4668462
NV,222380929.6557766,275397042.34767246,439724876.4123947,694306143.9161892,1347430660.8917212,1065229991.2367833,1109576755.8091145,1005371067.8984008
NY,839445632.6504965,541174394.8259213,1044112271.1018815,1648607116.075945,3199429810.5209208,2529353604.6231027,2634653539.611004,2387220558.4637403
OH,1118179262.3766303,1740003922.5783756,1900070468.7611105,3000127246.2656794,5822306870.81299,4602905453.8392725,4794529766.137418,4344252424.013016
OK,1652949738.6854463,1114515931.0445123,1046065015.1610383,1651690419.2684016,3205413537.274503,2534084117.806337,2639580989.5648594,2391685247.9015694
OR,1256927090.722129,645605185.3341124,723245906.4757582,1141973199.82962,2216212112.051747,1752057302.1903365,1824997487.2552128,1653603198.7581766
PA,1443005133.452246,956843787.6667962,1632301893.6974795,2577332526.409243,5001794809.818757,3954238249.0148606,4118857790.460901,3732036052.159076
RI,20264258.623993598,4602252.805569417,19384547.967674974,30607344.264422953,59399264.20871977,46958912.028397135,48913866.20113709,44320129.85150962
SC,693002874.3220615,558389331.6900643,1284844506.9419353,2028712673.2355645,3937095588.3053617,3112525515.1702256,3242103575.6662207,2937622041.052851
SD,215807639.77388224,313287693.297852,311952282.38503957,492558867.8257681,955902417.0555,755701907.7688138,787162657.9038854,713236428.073408
TN,544312775.9086952,1037020520.6748917,1538078778.9912622,2428558421.958675,4713070898.45207,3725983535.996328,3881100568.0274706,3516607753.6055894
TX,4028878803.4661403,4408062291.570436,3650864078.5615287,5764552999.301789,11187191016.390856,8844188978.37643,9212382861.0908,8347203694.069766
UT,1193016136.0389044,383327884.0067212,376153204.65581113,593929284.0948122,1152630629.5907161,911228125.5687059,949163613.1992823,860023094.7669861
VA,409927501.82553226,738588453.3126197,1486530335.545659,2347165680.0311017,4555113085.153574,3601107817.6867013,3751026128.196451,3398749229.8085237
VT,290606894.59733117,54400217.31074364,265199129.95049137,418737701.9343363,812638665.2977626,642442765.9659417,669188406.1824827,606341705.543671
