State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,149921993.79201353,29160321.31871592,154530788.73321512,133360952.51028325,175876748.06368417,310312721.8111061,201589028.31511256,68463372.36632936
AL,754545462.6315056,696380161.1327128,1943889172.9650233,1677587986.2321904,2212408213.9997787,3903518438.7155223,2535849914.493014,861221656.8139703
AR,404518396.77940017,634512111.5937109,1059583475.1341735,914426858.2142055,1205948921.561068,2127746568.8213594,1382251945.089804,469438393.6056295
AZ,465162190.6603523,462926184.8497674,1166768840.8118489,1006928474.015571,1327940346.0926106,2342985214.922398,1522077825.4795263,516925855.57507527
CA,1632539814.981516,1266479762.4549382,3964868122.0274086,3421703814.921258,4512551301.394232,7961837434.8202715,5172263201.846155,1756596499.9401186
CO,252924167.07806706,298307734.12622297,1139519332.737627,983411985.896331,1296926729.7555845,2288265554.6961403,1486530191.2402203,504853219.7773401
CT,66432277.97547764,36987535.49318692,319740942.0796698,275938336.92173946,363908311.80693394,642070869.5115296,417109688.3777073,141658185.22805858
DE,82819966.93664607,19837645.189664565,194296409.35528144,167678957.92759085,221135515.35254517,390166061.9845302,253464301.61787978,86081177.176524
FL,980185152.5116854,792145977.2660941,2632575446.3346167,2271928282.009458,2996225869.3373938,5286467198.142405,3434257478.95039,1166337526.146038
GA,738323147.6814568,788663351.883539,2414109376.771326,2083390763.439441,2747582021.3104095,4847766110.862479,3149263278.9401913,1069548210.7719749
HI,72005566.2873656,4380266.373724032,248084211.67425674,214098090.3731731,282353081.5631729,498177014.39359975,323631656.7184173,109911312.18118992
IA,324607876.4600061,494061331.2635897,1101905222.461521,950950797.1929568,1254116841.6440473,2212732804.058386,1437461710.5212722,488188653.7789358
ID,281786792.7073424,207591624.72598684,537651313.0067873,463996292.3433038,611919727.1111503,1079656083.6180716,701378981.6311595,238201308.82455915
IL,445758571.4419614,678474071.2666686,1407101175.8927596,1214336665.9863875,1601470804.9008532,2825595758.673327,1835597007.0379267,623402783.661992
IN,843270599.6985267,857288864.4046915,1987593571.651067,1715305048.7669282,2262149397.315541,3991280841.948243,2592863167.0822906,880584414.6706822
KS,298940874.0114295,437387146.22372234,832749448.2706633,718667754.3155355,947781248.9290532,1672241844.5696812,1086341567.2654142,368941741.8117402
KY,665864043.8205243,533812083.60693216,1562123147.9090931,1348121622.566729,1777906956.723121,3136895146.1911335,2037827004.8238513,692083841.1470126
LA,754572621.1570327,531894246.8453223,1177590667.083407,1016267768.6409687,1340257023.949704,2364716476.014777,1536195144.879474,521720359.04072106
MA,96461146.10878499,43539344.743856765,382146697.9846356,329794875.8646614,434934477.9610109,767387689.1086951,498519486.0382448,169306462.21061638
MD,351675341.9098133,151354263.3976011,925357391.6777171,798588937.7059427,1053181499.1998295,1858207522.399371,1207150795.0497286,409970795.90369934
ME,213755064.21484864,107719857.91410863,606522673.1661375,523432678.4997396,690304596.680401,1217956441.8785148,791223299.5651369,268714105.3052178
MI,441335250.53254354,507794436.5839271,1941331149.1418223,1675380303.5724785,2209496524.6708026,3898381406.521979,2532512734.752924,860088288.6881908
MN,413699046.90479624,301995358.94693124,1663785873.1363733,1435857159.1874492,1893612846.0564,3341043771.6174254,2170448454.5387087,737124544.857325
MO,644974445.6048677,904864173.2635107,1652001005.442456,1425686747.8853686,1880200076.2916167,3317378611.6687627,2155074812.8422656,731903371.0420264
MS,515038111.2423311,639969157.4976318,1425272774.4194925,1230018931.4923377,1622152763.2186031,2862086292.0181637,1859302419.8123457,631453581.4431872
MT,121914740.87892145,222007082.17502186,532016813.6567872,459133685.77216005,605506906.7176167,1068341461.3820543,694028642.6279795,235704997.39134556
NC,851519667.290227,589555058.3123462,2928990602.672226,2527736326.499619,3333586289.80283,5881697622.855498,3820938122.40318,1297661443.4287696
ND,304052387.5704631,321646085.5349703,365853752.5729509,315733976.54663664,416390941.1877153,734669900.1912557,477264968.21509105,162088033.80528295
NE,167540167.32114294,353803137.6791372,615209894.6277751,530929818.4742084,700191880.6367168,1235401273.60792,802556017.9175352,272562906.61631984
NH,155555153.9000961,39540917.317703635,426133913.5580689,367756104.82772243,484997861.3247442,855718290.6479496,555901858.3459681,188794579.96882117
NJ,360110903.0184583,145417264.96475217,1349120038.496341,1164298625.4376006,1535480539.9316583,2709164079.746812,1759959279.7707188,597714808.8246753
NM,540370628.277786,503383289.87920016,740391318.7411147,638962127.438736,842665204.6766379,1486777716.7071836,965858162.3153932,328023343.1965012
NV,130603289.07169387,172014652.26274997,524820289.80929893,452923042.7360246,597316291.71795,1053890142.1629292,684640605.353026,232516645.83711576
NY,493002528.54741985,338020788.26236826,1246168557.3233898,1075450884.2462165,1418307870.7936356,2502427505.6897326,1625656616.1927464,552103133.7093222
OH,656701497.1301748,1086816935.747203,2267771573.844598,1957100327.5254407,2581029729.715025,4553905469.256454,2958362045.9656897,1004714611.9022248
OK,970769718.7734487,696133366.8859464,1248499180.4562438,1077462238.5678918,1420960476.9934978,2507107660.447105,1628696993.7976232,553135702.3259616
OR,738187453.5092869,403248889.3402022,863208490.6496602,744953853.3498659,982446951.0637482,1733405869.599227,1126075666.149871,382436178.63850474
PA,847470225.38273,597650395.959917,1948184455.143466,1681294783.6358068,2217296633.147787,3912143616.5741906,2541453104.763222,863124604.1376169
RI,11901105.148672774,2874594.8367007915,23135839.716349024,19966367.438257445,26331705.657245938,46459013.43423894,30181254.961206667,10250113.878530515
SC,406997375.4615424,348773341.5692854,1533487222.724863,1323408602.119857,1745315255.228046,3079391290.7577376,2000470668.6944954,679396936.6460989
SD,126742826.39656277,195681381.18490043,372321180.1162328,321315405.19649166,423751746.4900297,747657123.4035408,485701882.0889273,164953366.2144666
TN,319672369.96202064,647729266.5620928,1835727247.374014,1584243597.3324623,2089305345.8179579,3686318776.932601,2394750095.8531466,813301541.7903364
TX,2366141844.169777,2753302271.4157615,4357378120.842232,3760443304.9397354,4959284066.786788,8750038636.177568,5684303808.402864,1930494985.420071
UT,700652846.1027007,239428906.38160557,448946249.05190986,387443292.67338747,510961397.39911914,901527695.1444725,585661106.6495852,198901372.56056783
VA,240748521.47721764,461326798.8603233,1774203231.1581423,1531147950.3894157,2019282534.1661005,3562772416.4238906,2314490444.8099647,786043875.9278284
VT,170672081.99944055,33978703.56179107,316520383.8480687,273158975.99095756,360242882.22036,635603675.7557749,412908393.31787527,140231347.5151823
WA,396999906.53190327,252631222.5248497,1032919221.7501938,891415182.7478368,1175600507.9837391,2074201379.154791,1347467284.3358617,457624877.75242054
