State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,17335544.318316698,3963267.380855509,90226432.74283947,45611081.93850929,52997226.53721023,93386952.71998762,34328509.46858199,0.0
AL,87248414.837517,94647131.87233679,1134986465.3506792,571812481.0061512,666669484.4825008,1174742981.0493815,431828798.0658426,0.0
AR,46774635.37919729,86238458.31983702,618663265.7365761,311758796.60492843,363391016.4186479,640333941.396032,235383092.92710626,0.0
AZ,53786903.22505168,62917696.55437341,681246028.4553208,343274058.9659054,400150948.21614903,705108859.9028779,259193982.33428296,0.0
CA,188771277.63715926,172131091.29321435,2314981434.307803,1170264684.9320405,1359774422.7916758,2396072361.294911,880782489.9132321,0.0
CO,29245729.706862696,40543905.50767271,665335748.2836215,335257004.5895186,390805552.52771366,688641271.037752,253140590.89344436,0.0
CT,7681592.739543562,5027087.709911419,186688423.97459322,94087385.42639872,109657219.15060794,193227791.57747206,71029430.55278352,0.0
DE,9576508.229096351,2696194.2988852435,113444621.83365026,57174961.69893111,66635206.456663825,117418388.0404126,43162327.58677676,0.0
FL,113339228.76649693,107662953.30770756,1537092357.748533,774679268.7172049,902858724.7769576,1590934008.1429462,584818238.2198569,0.0
GA,85372621.61566065,107189619.16891123,1409535699.7159452,710391981.0558206,827934377.5003874,1458909264.0173848,536286697.7123636,0.0
HI,8326034.452768959,595335.238205915,144849797.3943006,73224173.63610373,85081913.28204745,149923706.05314508,55111096.49591078,0.0
IA,37534547.70788192,67149368.38100941,643373872.2952721,324143664.35177416,377905584.63871235,665910094.012686,244784740.28466886,0.0
ID,32583127.46341481,28214404.972528633,313920640.3770657,158181931.21764243,184391008.04202637,324916719.644071,119437526.99850996,0.0
IL,51543254.42884637,92213461.09384602,821569741.555816,414154607.6521567,482574352.4814079,850347919.9336499,312583029.75746953,0.0
IN,97507740.41657709,116516719.9335729,1160504137.8373637,585011973.5113015,681657934.2470988,1201154606.5652568,441537560.48066235,0.0
KS,34566661.22764393,59446608.64629709,486220798.54454696,244967037.22519743,285596855.964878,503252232.66313523,184992641.1654281,0.0
KY,76994144.41911723,72552013.24232383,912083185.9891837,459512571.6352294,535740333.45031387,944031804.4170669,347020689.6432729,0.0
LA,87251555.18944936,72291354.25314404,687564599.5767165,346479779.9122239,403862347.30809236,711648766.6148396,261598014.62087438,0.0
MA,11153843.61606286,5917563.90202736,223125522.52401304,112450984.31513052,131059675.79885623,230941217.69302627,84892670.20021424,0.0
MD,40664370.32443951,20571015.26834436,540292122.269207,272301858.80714077,317357284.39475936,559217608.0485286,205565192.92852923,0.0
ME,24716589.575922143,14640531.373958822,354132821.4702946,178476150.56383008,208010864.22839,366537472.2276123,134737077.49822128,0.0
MI,51031783.93862771,69015876.22086014,1133492713.8148153,571395471.889662,665791940.40877,1173197018.7060406,431260511.1542805,0.0
MN,47836197.883098856,41045101.739531964,971441407.164488,489430160.2549788,570606219.3776271,1005469240.5597616,369604739.63014543,0.0
MO,74578671.23536453,122982823.91347899,964560528.6568192,485963446.3123095,566564522.1200254,998347337.3379465,366986768.7566609,0.0
MS,59554077.27201121,86980141.91757438,832179802.6846884,419256803.62128055,488806604.2982603,861329550.6328763,316619814.3666561,0.0
MT,14097053.67509075,30173653.351976454,310630802.5186509,156524210.00118506,182458619.91272303,321511644.642207,118185840.91134094,0.0
NC,98461583.63333079,80128209.36674812,1710161460.9196265,861904376.308339,1004516213.9965535,1770065418.5658062,650665919.7183607,0.0
ND,35157707.72852776,43715891.366479546,213612514.65965828,107621938.4013173,125471931.19703707,221094974.23609412,81273247.44471712,0.0
NE,19372741.265188444,48086453.488703184,359205096.8747087,180974175.93197745,210990246.86122566,371787400.9653514,136666921.26261994,0.0
NH,17986909.03296499,5374125.548945133,248808514.18914914,125394719.5733461,146145375.19846308,257523839.4480435,94664289.85411835,0.0
NJ,41639777.86638864,19764099.872182425,787716115.8984263,396998011.5407686,462689418.9644611,815308429.3463514,299702713.5102202,0.0
NM,62483287.06074899,68416343.94355997,432295265.13942814,217829894.2492644,253922009.1266027,447437796.0558866,164475573.63351572,0.0
NV,15101714.221872136,23379031.146155734,306428939.1175216,154406926.89834416,179990525.34188345,317162597.4720447,116587156.05642472,0.0
NY,57006093.41236816,45941426.691738546,727605422.5861149,366703054.72106856,427381544.4638832,753092163.914884,276832370.33318233,0.0
OH,75934675.22315952,147712573.64862117,1324092778.6511407,667477266.3837951,777746772.9919697,1370473476.7774673,503778208.3441563,0.0
OK,112250518.13294038,94613589.32054861,728966238.50489,367343027.89309716,428180881.2905396,754500631.4391869,277350114.93599856,0.0
OR,85356931.24044679,54806775.001566865,504004564.15912306,254783357.5418485,296042337.6003277,521659218.6231735,191758943.88131046,0.0
PA,97993344.93214825,81228471.16719122,1137494254.23234,573281348.3881025,668142424.5915015,1177338682.1607893,432782962.9420408,0.0
RI,1376129.8827707726,390694.8700925233,13508415.362389801,6807982.2821474075,7934585.510093598,13981591.427120337,5139553.007269486,0.0
SC,47061280.74537395,47402838.70144992,895363319.6105585,451254212.65388423,525919331.314445,926726326.9064015,340659295.1306532,0.0
SD,14655327.270223213,26595647.78503022,217388677.8155195,109524439.2880323,127689977.66512868,225003409.5493839,82709965.90218627,0.0
TN,36963852.97880926,88034841.78836483,1071833522.621535,539995677.9276811,629574645.8583388,1109377905.3691583,407800970.25855577,0.0
TX,273597994.30051285,374209631.0486789,2544159890.704222,1282061292.1831377,1494391052.156347,2633277294.0974975,967977665.9473375,0.0
UT,81016788.51882471,32541506.121439483,262128056.9540397,132084090.50616674,153969030.51610944,271309934.5423066,99731979.52804098,0.0
VA,27837854.594085973,62700319.171865255,1035911138.4644059,522088916.22952265,608474438.5992393,1072197289.4401194,394133588.5869986,0.0
VT,19734885.90009865,4618148.270669853,184808023.74600393,93139699.77296337,108552707.9250735,191281524.2315034,70313993.8127626,0.0
WA,45905269.13348735,34335872.80040606,603094163.008036,304874929.10196286,354245613.0489397,624219803.1596423,229459627.91497988,0.0
WI,94225765.76524657,69650273.68964426,1075550182.046504,542186549.8747957,631757605.4827108,1113224859.469057,409215088.57377195,0.0
WV,37482717.00158088,27479727.78594097,375356617.3299695,189176003.87218636,220477315.59574342,388504701.5434074,142812105.30030516,0.0
