State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,267320942.2811415,48576542.544936165,124606492.97269416,213766406.09563422,434973914.7916179,309728910.0640086,346950186.5948829,342549029.80463153
AL,1345405026.7263653,1160060623.3032517,1567463135.566406,2689032805.70008,5471669149.2251,3896174492.562644,4364392290.411229,4309028795.86239
AR,721283357.1780211,1056998112.1684849,854399526.1084872,1465749534.5466924,2982520900.46776,2123743499.1615844,2378961664.125919,2348783893.1191516
AZ,829415297.7540611,771162747.7536288,940828897.2630216,1614021865.7187462,3284226826.5926385,2338577202.631559,2619612733.7673483,2586382238.9686475
CA,2910927680.5494776,2109757550.0207818,3197086586.0136266,5484703831.753437,11160327484.305798,7946858306.037537,8901861862.21049,8788939341.06916
CO,450980706.42510027,496934110.5636371,918856143.3329535,1576326908.2229064,3207524773.6251116,2283960490.1035123,2558432527.506043,2525978120.1418505
CT,118453194.87228845,61615459.30441922,257824430.0023458,442306002.33901405,900008404.0371572,640862899.3261558,717877780.4661404,708771307.0006618
DE,147673540.36067122,33046419.654113848,156671712.27354518,268775300.89008164,546906504.5592091,389432016.8929337,436231512.580154,430697798.0646591
FL,1747735685.418602,1319591521.159578,2122788085.6632276,3641710415.8141975,7410186529.543956,5276521419.468208,5910620647.83704,5835642829.10711
GA,1316479554.1606483,1313790011.011088,1946627068.042129,3339500592.297711,6795247144.57997,4838645689.417353,5420123760.687826,5351368027.400939
HI,128390740.69498634,7296839.891979909,200043653.64363265,343181257.1035925,698308483.6009091,497239761.18838304,556994914.9759771,549929284.0961056
IA,578797554.7307041,823029040.5795288,888525865.3660638,1524294350.0312405,3101648427.6016693,2208569844.2008038,2473981906.9357915,2442598778.4944057
ID,502444698.3636646,345815235.71902674,433537367.6727813,743747128.7984847,1513383631.5863633,1077624855.569273,1207127047.4615254,1191814314.9514985
IL,794817346.9002283,1130231873.2464724,1134621814.405566,1946479782.1809158,3960715344.440882,2820279779.403014,3159203303.015643,3119127956.161635
