State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,13527133.881655913,3020705.763734865,76511358.0806427,40595508.51627131,48205472.42486712,65132546.89016229,24412154.306348298,0.0
AL,68080988.2169277,72137736.18928231,962460842.8916126,506629460.66672635,606392749.7163837,819322186.5425702,307087939.89311886,0.0
AR,36498810.96444737,65728850.231172174,524622241.3745063,276306873.9819491,330535107.7668704,446599650.6856045,167388811.06682083,0.0
AZ,41970567.96400567,47954334.22957513,577692004.9923805,304212606.0812979,363971402.9098878,491776790.4687574,184321533.03400648,0.0
CA,147300499.98551425,131194120.81532316,1963087402.2825727,1041577791.2810206,1236830164.9879918,1671135965.772452,626353966.0459278,0.0
CO,22820794.89095999,30901576.220404442,564200195.4720817,297107819.2754345,355470968.77464134,480291502.9346227,180016763.37700385,0.0
CT,5994039.270077644,3831523.6800531745,158310510.50016892,83400942.29101688,99742587.14837599,134766344.00030655,50511410.07253959,0.0
DE,7472664.633719688,2054973.5549342434,96200265.42012781,50682277.00648791,60610399.5728098,81893224.28948474,30694178.61657814,0.0
FL,88439964.3539373,82058077.93041453,1303443833.657328,686708099.5183753,821226960.5875348,1109593801.5583856,415883861.36182654,0.0
GA,66617284.18892409,81697314.19084415,1195276657.8097765,629721159.3537794,753076880.9578087,1017513402.8842435,381371455.3781639,0.0
HI,6496904.895387853,453750.0028612247,122831573.62467502,65172156.373068705,77389216.23932534,104563994.54142803,39191348.89563265,0.0
IA,29288659.34111157,51179611.31754047,545576687.9034319,287203246.0089773,343737355.68599844,464437688.1314672,174074637.79159442,0.0
ID,25425006.529213414,21504331.535277385,266202570.83790514,140182272.07629183,167719342.36370304,226612528.4232102,84936030.84412357,0.0
IL,40219821.80383937,70282851.66064037,696685508.7470913,367232922.874237,438942488.59781295,593073487.8361255,222288275.08427262,0.0
