State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,84534946.12893206,17349844.149691172,146895732.23271677,95768453.50784065,101075224.52488305,256500675.27472207,133354239.92717505,11226597.981844822
AL,425457655.82516134,414333132.0850278,1847845440.795421,1204699922.3652205,1271456168.1686933,3226600281.2715654,1677503685.3097234,141222802.50196707
AR,228091556.2485684,377522803.227022,1007231546.7489184,656663025.0638912,693050777.529315,1758769116.943818,914380901.90691,76978330.7496748
AZ,262286137.83806062,275432395.69173115,1109121094.3194935,723089753.844285,763158427.9748647,1936682731.7898777,1006877870.404483,84765306.85503678
CA,920523145.5516498,753531700.0511929,3768971936.0513825,2457175631.6124077,2593333917.018531,6581156797.374558,3421531587.06298,288046031.61561644
CO,142613703.9526778,177487505.68175775,1083217930.6783395,706202227.0295845,745335110.2639276,1891452134.3560324,983362564.1161768,82785640.58973518
CT,37458473.555721894,22006889.748367872,303943173.50912994,198155275.4973496,209135674.82404134,530727875.55318606,275924468.3342723,23229055.79181287
DE,46698828.27933863,11803026.742254943,184696607.47213045,120412663.78895931,127085103.08926463,322506463.1066934,167670530.35291943,14115558.970625164
FL,552686747.075321,471311996.15933216,2502505092.4298854,1631504273.138247,1721910986.9186435,4369728698.930397,2271814094.484193,191255587.69028282
GA,416310548.81502247,469239899.38924897,2294832999.929564,1496112777.8918376,1579017028.8466253,4007103781.478404,2083286051.843868,175384112.25625956
HI,40601025.327412345,2606176.3204737674,235826868.08245888,153746974.8683721,162266481.66110352,411786986.5357546,214087313.9712515,18023215.521911934
IA,183033247.19415137,293957223.7261505,1047462257.8145651,682891368.5371232,720732543.0208154,1829017692.639092,950903010.1149147,80052991.34182858
ID,158888170.70033315,123513122.38337313,511087022.36980814,333202380.7780335,351666171.12210673,892430425.9787058,463972974.015806,39060160.79099506
IL,251345222.0735028,403679344.5251894,1337579088.6410725,872032597.9898874,920354592.5378236,2335602665.346993,1214275626.6650913,102225353.36833863
IN,475486170.60497403,510070791.95456827,1889390502.7626157,1231785187.6821797,1300042174.0157309,3299143603.2518663,1715218827.9857185,144397900.23326212
KS,168560663.05621845,260237146.81049064,791604939.7886232,516085593.19442356,544683531.1394076,1382254520.057575,718631639.9001914,60498927.68763225
KY,375453792.0009934,317608175.66361487,1484941722.4861243,968105415.2591136,1021751208.5931295,2592918906.347031,1348053877.7465982,113487647.27385336
LA,425472969.4188134,316467098.76824045,1119408236.2348232,729796441.6027495,770236745.4627149,1954645524.6532624,1016216694.1198611,85551507.72523874
MA,54390537.26268928,25905093.34342458,363265584.24458456,236830428.18044764,249953937.8503554,634313215.7298617,329778300.46186256,27762809.824743405
MD,198295495.75269544,90052947.381422,879637310.3818663,573478165.955044,605256370.439349,1535971459.7397099,798548800.4818842,67226856.50482751
ME,120527831.71531723,64091294.6812123,576555585.5572058,375884510.1753603,396713438.45942515,1006747799.3609473,523406370.9124506,44063637.650961645
MI,248851090.3898794,302128163.76466864,1845413815.0884097,1203114654.8298094,1269782919.210337,3222354073.7075906,1675296089.631232,141036953.2241159
MN,233268153.38518047,179681573.27184138,1581581493.2815244,1031109562.5091352,1088246610.456155,2761665646.6438255,1435785004.646619,120873404.88259974
MO,363674992.8058242,538377208.2334641,1570378892.6666183,1023806044.6897447,1080538381.5730693,2742104316.7960253,1425615104.426963,120017238.76936714
MS,290409151.3658668,380769643.16804737,1354852856.1861007,883294183.9340755,932240317.7926316,2365765290.9379044,1229957121.4821172,103545520.15239641
MT,68742789.4456894,132090049.13783705,505730912.5163203,329710473.37914157,347980766.16787463,883077898.5441936,459110611.81698704,38650816.58358123
NC,480137486.0446935,350774199.89937586,2784274961.2634864,1815203697.5407176,1915789766.3844228,4861738839.513375,2527609282.015894,212790034.12166208
ND,171442838.72918653,191373386.95264083,347777639.93525,226733084.3762373,239297082.9892032,607269094.2325567,315718110.31652033,26579134.657037776
NE,94469121.31233643,210506229.72610837,584813586.6142278,381268296.3253782,402395580.67992395,1021167482.487475,530903138.2455943,44694762.63850307
NH,87711257.18395339,23526104.03362288,405079478.35605025,264090930.8974978,278725029.69973266,707326203.4346747,367737621.5036466,30958464.025409352
NJ,203051967.34068587,86520544.6893852,1282462681.5790982,836099535.159971,882430405.7922792,2239361673.0547066,1164240107.7986057,98013048.94191913
NM,304693132.71334857,299503614.2265498,703810044.4089767,458847852.02563584,484274052.5223047,1228952155.4032314,638930016.1301069,53789144.11377948
NV,73641910.21401107,102345491.1762766,498889954.7140289,325250521.69428676,343273674.5536425,871132616.0024979,452900280.89931184,38127991.89810413
NY,277984177.8918736,201116027.8931416,1184597829.7866967,772296698.424499,815092055.818901,2068475766.2825606,1075396832.0939374,90533663.65749769
OH,370287402.6588995,646635688.5565764,2155725463.781695,1405421849.5927386,1483300574.6657648,3764202193.1429744,1957001952.767396,164752723.16353005
OK,547377764.9592841,414186294.13795483,1186813299.9020765,773741067.0021726,816616480.0280066,2072344324.5828772,1077408088.5992088,90702983.8698538
OR,416234036.36181736,239925524.383647,820559089.505412,534962274.3922905,564605880.2872492,1432811950.094711,744916356.8821359,62711740.34948699
PA,477854169.6022946,355590773.9346673,1851928508.4066138,1207361888.3956337,1274265558.4795246,3233729747.09624,1681210281.774306,141534847.0864629
RI,6710551.648702811,1710330.0016881218,21992743.561234433,14338134.688154353,15132655.268445091,38402448.50075359,19965363.933937218,1680809.8082966236
SC,229489352.02255195,207513595.397534,1457720647.432246,950358691.5854377,1003021015.3276917,2545386927.434017,1323342087.3647978,111407253.45825669
SD,71465151.51423213,116426750.90741517,353925524.63408536,230741188.11866292,243527288.45974234,618004173.0409676,321299258.4890181,27048990.7849266
TN,180250314.78127933,385386762.48513067,1745027582.7350535,1137667981.8746982,1200709775.1302824,3047065715.006915,1584163987.0838413,133364880.111941
TX,1334171646.675095,1638163200.7393003,4142088667.313404,2700428201.579066,2850067376.009739,7232674206.072878,3760254316.518694,316561839.6843298
UT,395069789.97720605,142455707.71490985,426764700.6176629,278228575.67089397,293646094.8282366,745191693.1855059,387423821.54886687,32615772.063148193
VA,135748350.05149722,274480791.0317972,1686543353.2629178,1099539296.045789,1160468179.9381378,2944943814.5148396,1531070994.6172383,128895178.34316947
