Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,12608587.793561228,2587770.4213869045,21909847.006122056,14284092.073182588,15075609.561898477,38257684.32355101,19890101.298472974,1674473.7266551799
"Anchorage, AK",AK,Anchorage,34911721.632310115,7165237.065321526,60665832.85995359,39550999.23909781,41742619.63985876,105931104.04344201,55073390.54460513,4636424.124790206
"Huntsville, AL",AL,Huntsville,32850840.001207236,31991882.72432388,142677594.5653125,93018432.87396352,98172879.43273535,249135320.84015653,129525005.39840138,10904228.954386685
"Anniston-Oxford, AL",AL,Anniston-Oxford,11277250.66277348,10982382.20523416,48979295.440100364,31931974.456041493,33701426.496506944,85524798.20795116,44464188.8280842,3743274.8507609544
"Florence, AL",AL,Florence,8410235.733617239,8190331.67078568,36527291.36167133,23813910.025221135,25133514.352964666,63781832.603339225,33160060.10070272,2791622.2536883834
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,8630238.294741182,8404581.782328319,37482805.32168631,24436855.84527491,25790979.577821016,65450295.52998753,34027490.97663142,2864648.0361937545
"Decatur, AL",AL,Decatur,5043122.150851337,4911258.659095077,21903261.455599654,14279796.779836511,15071085.636223942,38246201.77268758,19884131.540922914,1673971.1549476702
"Montgomery, AL",AL,Montgomery,35852500.57063969,34915058.29341073,155714390.87653103,101517751.67914216,107143172.46542673,271899416.6438352,141360017.88044503,11900574.68226589
"Dothan, AL",AL,Dothan,10444431.866383387,10171339.28323444,45362201.24788638,29573815.599058226,31212594.573660653,79208838.61505386,41180532.7908458,3466836.04940852
"Mobile, AL",AL,Mobile,44042523.43815625,42890935.046562,191285254.88272455,124708120.39757733,131618593.10899323,334011191.40247065,173651817.91018945,14619101.346600233
"Pensacola, FL-AL",AL,Pensacola,883045.8703988171,859956.6989751034,3835240.1544284974,2500378.773185237,2638932.695938737,6696873.389852432,3481692.4354518666,293110.74991386884
"Tuscaloosa, AL",AL,Tuscaloosa,15911220.438502543,15495186.675614143,69105528.46382475,45053240.35084933,47549783.37477461,120668056.24328364,62735105.498564415,5281435.439665247
"Gadsden, AL",AL,Gadsden,9817924.541275341,9561213.366513593,42641157.94668985,27799835.708027508,29340312.82715745,74457510.99470185,38710326.10316976,3258878.526425015
"Birmingham, AL",AL,Birmingham,105341856.10617067,102587462.18931894,457520192.3518964,298279568.21409947,314808185.6765794,798895161.2179165,415344158.02846926,34966281.453367084
"Auburn, AL",AL,Auburn,9722640.774228059,9468421.002580237,42227321.993547454,27530036.010706518,29055562.6724008,73734894.71233855,38334639.19712031,3227250.8416692577
"Columbus, GA-AL",AL,Columbus,6093558.020762777,5934228.578841267,26465508.9706884,17254146.85582148,18210253.88899454,46212533.14999112,24025812.901763417,2022643.9203014255
"Memphis, TN-MS-AR",AR,Memphis,3839520.5993952206,6354933.096041241,16954973.413784385,11053768.289635295,11666292.170196813,29605787.978959065,15391995.943677975,1295794.9495436002
"Fort Smith, AR-OK",AR,Fort Smith,11315394.16214751,18728528.990600985,49967750.45715904,32576396.437089574,34381556.472791284,87250778.26530161,45361522.75685815,3818818.0601805924
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,25219224.324787203,41741274.50789631,111365798.6391278,72604757.52479143,76628014.26955359,194460477.29788524,101099652.53760391,8511204.11142312
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,2758275.933669522,4565324.905836294,12180295.40735227,7940924.46188799,8380955.928008219,21268523.078779154,11057466.911174584,930887.0552379914
"Jonesboro, AR",AR,Jonesboro,6239958.125984994,10327986.3686575,27555086.993378326,17964495.69056344,18959964.595319867,48115089.49960927,25014948.527430736,2105915.573493346
"Conway, AR",AR,Conway,7617291.680567449,12607662.271863455,33637266.57682347,21929763.11803663,23144959.89554189,58735437.57110996,30536448.396076836,2570750.1323041525
"Pine Bluff, AR",AR,Pine Bluff,5296096.215728694,8765765.477714691,23387078.727658894,15247169.24750983,16092062.593412513,40837155.999040246,21231163.98507264,1787372.8115221416
"Little Rock, AR",AR,Little Rock,51809108.41483031,85751178.88250278,228784306.01562205,149155569.00523847,157420745.68893248,399489842.3907332,207694050.8385994,17484990.452940535
"Hot Springs, AR",AR,Hot Springs,5327403.893268693,8817583.97718842,23525330.58139856,15337302.326433351,16187190.228203554,41078563.34127689,21356671.228288773,1797938.800006397
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,12897755.84849585,13544214.809368197,54540332.1687614,35557483.81712307,37527835.664037056,95235155.14970195,49512585.944395214,4168280.6466657603
"Sierra Vista, AZ",AZ,Sierra Vista,5448153.399421009,5721224.748160612,23038433.941625725,15019870.790600268,15852169.001150735,40228373.08815591,20914658.844200443,1760727.4196868336
"Flagstaff, AZ",AZ,Flagstaff,5760177.548809824,6048888.114925719,24357880.592054125,15880081.960106803,16760047.17306077,42532314.07033561,22112473.61870962,1861566.9950724554
"Tucson, AZ",AZ,Tucson,74794239.89612515,78543063.11548582,316280036.3227859,206198272.47161326,217624366.31684947,552269799.8382566,287124076.04106474,24171909.15250987
"Lake Havasu City, AZ",AZ,Lake Havasu City,5518598.761415609,5795200.959711386,23336324.015532043,15214079.755984465,16057139.695221923,40748531.40545846,21185088.21820262,1783493.8639038482
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,317392533.3365517,333300823.87170845,1342147765.812996,875011125.9941612,923498240.4660417,2343580349.227075,1218423210.1717162,102574523.01341656
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,8753404.335586958,9192140.867534798,37015244.02216571,24132030.150320016,25469261.7278134,64633865.74997981,33603030.601818606,2828914.2943206187
"Casa Grande, AZ",AZ,Casa Grande,5302098.059449803,5567848.84913892,22420814.345579486,14617214.665888755,15427200.436023667,39149921.67955505,20353973.89575605,1713525.4371019974
"Yuma, AZ-CA",AZ,Yuma,7299977.406912689,7665865.540034292,30869183.544353064,20125115.683743786,21240311.546892196,53901972.49064267,28023538.59055717,2359197.5924928095
"Lodi, CA",CA,Lodi,5554799.261314602,4547107.099966608,22743461.288794924,14827565.661286244,15649198.389209172,39713292.482986875,20646869.363607556,1738183.218287423
"Santa Barbara, CA",CA,Santa Barbara,18725811.6142695,15328775.521535369,76670596.27454717,49985280.87327261,52755091.07800031,133877679.21658458,69602764.73354459,5859598.153873147
"Porterville, CA",CA,Porterville,3050727.5139815663,2497297.217470665,12490838.975967037,8143383.838059509,8594629.22993511,21810767.293141194,11339378.703350998,954620.1615781743
"Salinas, CA",CA,Salinas,12146174.437680913,9942745.619567368,49731058.699854754,32422089.53659437,34218679.11032771,86837445.47752461,45146631.783600666,3800727.187569367
"Seaside-Monterey, CA",CA,Seaside-Monterey,12014197.015697611,9834710.127319258,49190692.928444,32069798.877975397,33846867.13974999,85893890.59573524,44656079.296922676,3759429.3963635108
"Stockton, CA",CA,Stockton,31539436.636297643,25817889.99228673,129134451.57301247,84189013.07587582,88854138.1580918,225486973.14932215,117230271.94997224,9869181.026440559
"Santa Cruz, CA",CA,Santa Cruz,15223565.290692352,12461869.19880342,62331067.52886747,40636646.49750063,42888425.34495877,108838838.73780756,56585116.58455294,4763690.723275928
"Chico, CA",CA,Chico,6405805.442923595,5243732.858787268,26227804.32936932,17099177.909067377,18046686.38831479,45797447.06809236,23810010.3940442,2004476.308990676
"Woodland, CA",CA,Woodland,5641025.1726841265,4617690.830421103,23096502.971323654,15057730.659585986,15892117.409291405,40329753.07440339,20967366.116785143,1765164.6491318883
"Delano, CA",CA,Delano,5525080.984439343,4522779.994445557,22621783.358074855,14748237.91585771,15565474.893772488,39500825.64735217,20536408.23774326,1728883.906519176
"Redding, CA",CA,Redding,12714019.552835641,10407578.358489845,52056032.6164633,33937852.81341254,35818434.64484124,90897177.98671311,47257279.41636278,3978414.76966119
"Merced, CA",CA,Merced,9409397.814910904,7702445.686663034,38525654.103232495,25116742.724693213,26508524.647150595,67271227.98383528,34974190.48563471,2944347.150395105
"Camarillo, CA",CA,Camarillo,7239489.225857989,5926178.662888362,29641222.88011947,19324551.041504167,20395373.046330787,51757757.48661162,26908765.064925138,2265348.9513104265
"El Centro-Calexico, CA",CA,El Centro-Calexico,1664535.5366541597,1362573.3353819912,6815241.696557373,4443186.657917656,4689394.812230355,11900373.623911643,6186982.852058531,520859.098582545
"Bakersfield, CA",CA,Bakersfield,35386444.9735535,28967015.29836071,144885567.15434197,94457929.38351522,99692080.96080093,252990643.41620675,131529380.67442203,11072969.861619355
