State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
MS,1000032005.6561483,1140988500.1160219,1068338707.3026125,2136383401.8547049,4738786533.540266,2781681621.7458043,3587026022.514049,4088687572.6732397
MT,236717711.13426092,395812086.783182,398782709.88911587,797455682.2676247,1768864274.3083541,1038328514.8191673,1338942376.9630353,1526199426.1690338
NC,1653366813.3448853,1051106188.2261201,2195477178.3188343,4390350263.8892145,9738389193.437502,5716462926.988266,7371476705.150241,8402410522.651852
ND,590368192.8181932,573456518.0261729,274232224.5097963,548388979.7939699,1216400723.3860593,714030798.1318097,920754925.2771134,1049526598.5886685
NE,325307051.8412513,630788697.6543161,461141581.18569964,922156255.338147,2045466953.9306383,1200695111.0664508,1548316879.5563664,1764855884.5874743
NH,302036158.3915316,70496728.49852186,319416280.83081186,638744672.3881176,1416821856.1601496,831678572.7689134,1072463742.6396506,1222452569.106277
NJ,699215108.0539238,259261598.93685284,1011257003.1263307,2022235754.450144,4485591724.461309,2633055457.4619966,3395370041.9213214,3870227650.397915
NM,1049219293.4826308,897472226.862531,554973543.8557626,1109794369.4174633,2461673614.6502414,1445009628.717134,1863364628.24191,2123964462.7701466
NV,253587970.02539405,306681560.79690516,393388426.8363733,786668600.5675038,1744937071.997711,1024283176.9151595,1320830673.537732,1505554720.429463
NY,957246263.247611,602650655.4090335,934087882.9979154,1867918747.6153898,4143295784.29788,2432126739.763634,3136269024.241925,3574890202.494415
OH,1275094989.9773314,1937664668.5094063,1699848594.0980494,3399229522.984038,7539949747.979823,4425972475.507038,5707367198.4828825,6505567896.818468
OK,1884910587.594351,1241122571.077734,935834862.0306284,1871412208.31194,4151044729.2775655,2436675414.802475,3142134618.4942403,3581576126.202595
OR,1433313503.5433528,718944561.6735542,647033012.7751336,1293888272.1761372,2870019119.5866785,1684709250.0102286,2172461389.1521206,2476289781.057459
PA,1645504149.5455518,1065539207.4618462,1460296428.3604228,2920191049.7497754,6477377713.146607,3802239656.506325,4903053061.537391,5588766848.927121
RI,23107971.607468426,5125058.938767113,17341881.60334479,34678991.485688426,76922681.64494385,45153839.07007783,58226647.68483765,66369903.45014603
SC,790252978.9452646,621821172.4977771,1149452715.0972664,2298589154.5088916,5098580850.492908,2992881865.076393,3859372348.155968,4399122743.7944355
SD,246092240.78225136,348876509.13023436,279080000.5120294,558083197.6813331,1237903806.207455,726653170.919057,937031690.8493409,1068079742.2516294
TN,620696982.0444208,1154823846.86432,1376002200.8548617,2751625718.2556567,6103476973.1373205,3582758920.402536,4620028898.854566,5266160497.742499
TX,4594257245.127842,4908808795.274374,3266150604.154588,6531402454.421781,14487531722.192781,8504223555.977409,10966341711.465466,12500033395.891382
UT,1360433831.3268967,426873116.5810571,336515683.7072658,672938764.6198403,1492668954.5285084,876201052.3833358,1129876241.5091486,1287894461.4066033
VA,467453226.3464592,822490531.1892529,1329885695.1447647,2659405467.877472,5898920111.764479,3462683351.255971,4465189398.952847,5089666004.802252
VT,331388184.1864424,60579966.329078,237253503.18102303,474441724.66138524,1052375752.0534294,617747643.9109054,796596151.3109683,908003667.6237217
WA,770841233.1211033,450411267.9401612,774242657.7609074,1548272615.022621,3434277984.4305444,2015930781.7816381,2599577218.797411,2963139659.982717
WI,1582238963.9641156,913658676.0817952,1380773684.6779861,2761167488.571123,6124642060.447203,3595182738.337872,4636049624.549637,5284421793.212207
WV,629409746.1929636,360473697.7756328,481876656.6261862,963620723.3093786,2137440767.6838787,1254683979.4955096,1617936448.6929595,1844212060.2486007
WY,201613936.01068988,424090729.65922034,300841503.8463126,601600221.7620906,1334430443.4134285,783314582.4490831,1010097550.0194572,1151364186.942155
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
