State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,10509659.330849124,2301436.696228037,64187211.70294781,35919510.011671014,42573547.230708845,40441893.23673483,14368231.148973297,0.0
AL,52894278.960139655,54960809.23934742,807432115.47689,444671034.8813609,535547288.3178459,508730918.3613009,180742364.97427607,0.0
AR,28357083.81193656,50077961.82566935,440118500.2035507,242651850.64682388,291918350.7153229,277301230.4132431,98519823.32155193,0.0
AZ,32608265.36374561,36535787.71693094,484640037.29419404,267118162.202034,321448253.6087833,305352475.92852163,108485894.32670502,0.0
CA,114442430.13006961,99955105.72351672,1646881062.4024282,921603528.7957319,1092329248.044432,1037636412.8030916,368652370.95784414,0.0
CO,17730199.320967533,23543511.698072027,473321426.3171044,260879704.1089716,313940933.8417743,298221067.8318598,105952241.42992567,0.0
CT,4656959.212156207,2919188.3915360733,132810576.94772205,73262524.49538448,88089555.71077679,83678688.40069386,29729437.495571405,0.0
DE,5805750.152334931,1565657.8028494748,80704765.95000589,44523174.41652933,53529222.5769446,50848879.57955093,18065634.34576445,0.0
FL,68711813.21364602,62518989.448841,1093491052.908087,603256725.9001824,725282147.4418787,688965443.5660461,244776244.4963891,0.0
GA,51757080.878854334,62244128.21644832,1002746951.8172464,553195054.9123567,665094113.5921131,631791176.1655166,224463320.8413258,0.0
HI,5047651.465034069,345706.26508398115,103046350.47443947,57665293.745152675,68347705.91342337,64925541.92272301,23066803.236864418,0.0
IA,22755288.3430687,38993084.66218829,457697723.32174116,252095199.35298592,303578180.56898713,288377167.71928805,102454892.00078563,0.0
ID,19753493.936288193,16383872.377542926,223323886.67970985,123089017.81774855,148124520.96016413,140707528.23550695,49990693.51807819,0.0
IL,31248055.146332778,53547596.68063596,584466557.5828164,322776410.4785083,387660354.81928533,368249298.1128806,130831932.2431462,0.0
IN,59113986.56322096,67660298.74102582,825585247.5992594,455936168.3005112,547587652.1344801,520168663.2304833,184805976.96052507,0.0
KS,20956009.631815463,34520155.583184816,345898647.90683335,190517418.2802394,229424960.71586037,217937008.02654964,77428850.54641251,0.0
KY,46677636.04400588,42130355.995578036,648858183.6318259,357340802.37369806,430369605.17928916,408819779.790778,145245848.40579823,0.0
LA,52896182.79588787,41978993.46934581,489135070.9153126,269676303.356876,324429677.71766645,308184629.6857641,109492104.3870326,0.0
MA,6762008.419345068,3436280.575513489,158732013.19760984,87561610.47074676,105282522.2283204,100010759.51056202,35531909.98305875,0.0
MD,24652740.70233799,11945418.985840661,384365063.4783493,212046371.23249927,254938637.03761232,242173217.37237036,86039512.16942844,0.0
ME,14984411.881944386,8501635.877272833,251930908.91374838,138973075.8620467,167098753.32263523,158731695.2458938,56394335.31488952,0.0
MI,30937976.5868554,40076950.37793074,806369259.9413255,445323982.81349397,534842223.8511484,508061428.221443,180504507.93268982,0.0
MN,29000655.19738303,23834552.218220618,691085758.2907822,380642929.0098427,458377978.3662491,435425704.5035328,154698424.57396334,0.0
MO,45213257.43449086,71415112.01778476,686190684.7370836,377946772.8340786,455131212.1110048,432341512.96124494,153602670.30924836,0.0
MS,36104609.83509969,50508651.37668689,592014723.5687358,326035829.82184124,392666917.4710951,373004972.4696078,132521532.38196048,0.0
MT,8546327.07075474,17521591.760107815,220983488.23950288,121799064.69365475,146572199.78679687,139232935.95384902,49466799.08441929,0.0
NC,59692253.22038796,46529790.6294348,1216612812.5723033,671180491.1880425,806945380.0843428,766539592.4665753,272336855.86695766,0.0
ND,21314331.081602104,25385457.737503424,151964457.74827307,83700460.6284428,100793801.76847407,95746772.78575559,34016997.05552739,0.0
NE,11744708.286239924,27923407.13244387,255539371.62320143,140748458.09666204,169492163.81961584,161005214.740086,57202073.306358725,0.0
NH,10904548.647584116,3120710.4038004647,177002952.91722783,97640440.03030138,117401127.53302492,111522555.53406382,39621830.9280867,0.0
NJ,25244080.713726886,11476849.867226807,560383065.7313925,309140547.3504476,371686474.47636324,353075194.0637844,125440863.30431761,0.0
