State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
RI,3482492.668065266,971522.1542755228,19861175.619316436,10646051.131007772,10612205.60251626,28815713.36971341,12626094.886080436,302579.82425687875
SC,119095273.78007369,117874360.5287202,1316436291.366253,705640433.5820979,703397058.5639673,1909959988.9969213,836881452.1537602,20055563.10175451
SD,37087392.98930753,66134118.99763772,319622562.4074756,171325003.35149392,170780458.22748432,463726449.9237809,203189630.69908956,4869366.443264263
TN,93542294.65823488,218912009.58252198,1575897043.2042522,844716813.7246491,842031986.7094468,2286400364.82562,1001825205.0007921,24008380.83352576
TX,692378692.649617,930529102.7265446,3740631560.2636065,2005064888.289398,1998690979.5268862,5427119232.114218,2377984591.3780904,56987545.732607305
UT,205024522.42293087,80919399.1284911,385402061.2304178,206584378.13562596,205927695.72281706,559163050.1347742,245006800.1860482,5871499.87473667
VA,70447655.94609202,155913869.92408535,1523081175.4698937,816406891.9156647,813811367.7098655,2209772036.991466,968249199.9308424,23203743.944212206
VT,49941939.574642725,11483727.32824076,271719851.4414667,145648147.27997708,145185108.12509808,394226480.14769894,172737036.94533443,4139580.98312681
WA,116169821.74753179,85381364.50084668,886719028.429314,475304841.4721703,473790488.055062,1286501541.7813468,563702530.2553396,13508928.4594128
WI,238451720.67596635,173195987.76615107,1581361829.8057733,847647046.6522365,844951778.9211421,2294328841.8710947,1005299202.05906,24091633.9239582
WV,94855353.96873157,68332518.24161354,551879960.274196,295820479.12777376,294880005.4231169,800698560.018402,350839691.67204624,8407747.067186816
WY,30384278.891449027,80391961.18706888,344545414.3732804,184684274.75594416,184097207.54278353,499885922.2388289,219033518.46347344,5249059.516898468
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
