State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,43870063.968020566,9855266.497117918,132658380.2126889,71108398.89004746,70881842.71504466,192468194.77433294,84333212.87570494,2021015.1247224023
AL,220794540.38175428,235354473.5072564,1668749649.151013,894487931.5648725,891644913.2604913,2421116165.5990148,1060853224.2413963,25422966.09121647
AR,118369876.85457788,214445029.15650356,909609237.0002022,487571554.10523456,486021610.9491733,1319712381.2655458,578254424.397048,13857659.370413408
AZ,136115419.3832588,156454411.81268278,1001623506.5510424,536893260.4207388,535186604.9376097,1453211882.7328296,636749501.4108961,15259472.859258274
CA,477712604.41571563,428030111.04644597,3403677591.6101213,1824461172.2929683,1818648315.4281278,4938245745.204629,2163776358.744256,51854122.455693945
CO,74010484.44010358,100818581.03800848,978230914.2273548,524354292.35517853,522687495.2576534,1419272590.263784,621878423.2049685,14903092.816920672
CT,19439364.5029071,12500617.37567358,274484569.44670355,147130100.30283558,146662349.77820635,398237688.90562916,174494616.2818479,4181700.739992101
DE,24234718.03863883,6704496.767459553,166795549.88593316,89406289.47483866,89122048.62535477,241996387.30275673,106034832.76540048,2541086.6426034253
FL,286821061.0969232,267720291.05065605,2259958743.6773825,1211390386.4736938,1207539129.089784,3278875556.3155837,1436695089.3259141,34429881.25475003
GA,216047578.46797848,266543273.79904297,2072414525.4124105,1110862328.7467499,1107330670.5844736,3006775831.1689568,1317469967.1122596,31572694.068062294
HI,21070216.044902593,1480391.5213961361,212970178.60865244,114157646.03720212,113793932.04508281,308989042.0179716,135388803.78295508,3244544.003875513
IA,94986518.9531811,166977106.74396473,945940734.8875014,507045867.95817924,505434256.40327144,1372424197.8526032,601351003.3124033,14411160.579789542
ID,82456244.80264215,70159404.6884249,461551744.09776,247402361.38706955,246615928.3514427,669645305.4786077,293416479.35316443,7031620.430369935
IL,130437546.54558279,229302781.3594765,1207939017.1713881,647483656.8978593,645424849.740163,1752545985.4169686,767907829.3217374,18402635.029918004
IN,246757224.97692773,289736526.9530532,1706268082.6437886,914599729.0371052,911691571.5129595,2475549871.1225076,1084704278.0786738,25994548.020826485
KS,87475859.50418444,147823024.353371,714881469.8551077,383192817.4792164,381974864.6046687,1037190377.4101337,454462603.5138887,10891032.892058691
KY,194844648.5906286,180411604.03645983,1341019072.1047237,718816855.8454916,716532186.1405678,1945626149.1956854,852509186.824561,20430076.144218434
LA,220802487.48959365,179763435.85693064,1010913602.6764281,541873033.2473061,540150470.9028374,1466690468.361574,642655372.9364489,15401004.946923435
MA,28226389.89241089,14714921.720879514,328057367.87894964,175846363.7442689,175287319.54647237,475964125.32743055,208551776.30517182,4997868.334764927
MD,102906980.85940808,51152954.89905886,794381612.5992773,425806998.1969579,424453270.80714434,1152533628.8661702,505002210.79925364,12102196.40923424
ME,62548850.26144378,36405905.65419622,520674999.331768,279093885.06349736,278206600.19866985,755424644.9000654,331002155.78271157,7932347.652146642
MI,129143197.62225898,171618462.07354543,1666553678.2106245,893311876.381993,890471407.9538606,2417929975.5291443,1059457140.8742731,25389509.455282446
MN,121056311.96714625,102064881.61721848,1428292378.9164844,765597380.7406551,763163980.4051442,2072247182.2365992,907990345.9142554,21759662.173659313
MO,188731949.66762415,305815476.91940475,1418175550.1913843,760174529.1679165,757758365.005319,2057569116.22699,901558901.6600845,21605534.924521487
MS,150710074.71735758,216289338.10914972,1223538602.5784574,655844640.5468804,653760120.1725886,1775178854.086493,777824805.6498666,18640291.801991943
MT,35674602.14291684,75031373.46014488,456714755.9993461,244809624.40177655,244031433.05796903,662627530.3013297,290341521.8068896,6957930.178368503
NC,249171061.09110367,199250966.78077096,2514419076.526105,1347787036.1091008,1343502145.9261248,3648060953.068431,1598459949.7043486,38306517.97147599
ND,88971586.85636535,108706205.80807471,314070539.38551605,168348992.0346454,167813905.96459678,455671261.6214417,199660112.9486293,4784782.819405774
NE,49025480.996390946,119574272.5614776,528132626.9915033,283091166.6805294,282191380.24276227,766244617.8986082,335743110.9689199,8045962.938582836
NH,45518435.15114745,13363579.689238973,365818599.98548657,196087260.63181585,195463867.3299364,530750249.86131376,232557248.5254941,5573150.84540376
NJ,105375388.56985904,49146437.16870917,1158164576.7449808,620803108.3161649,618829459.3843672,1680330463.840087,736265370.3626666,17644334.877948903
NM,158122857.28986067,170127633.9767693,635595777.8075545,340693970.56364256,339610985.77728903,922158207.034535,404059301.69452,9683135.886367368
NV,38217038.74854891,58135513.01200546,450536833.5189311,241498115.7146873,240730450.86632106,653664251.8834186,286414108.9282674,6863811.140826047
NY,144262038.65575424,114240337.52856477,1069784925.4051104,573429562.8241313,571606523.2340125,1552104282.9398475,680080888.4394194,16297893.96968029
OH,192163510.89195806,367309756.9228513,1946789479.6840324,1043524841.5667745,1040206740.1905253,2824511865.724553,1237607910.8623157,29658828.604280498
OK,284065923.77560306,235271064.85598466,1071785671.9937762,574501867.9505917,572675581.6734759,1555007099.5957632,681352806.9258459,16328375.038891656
OR,216007871.7387481,136285373.04778603,741029286.746989,397211288.3236613,395945746.25612456,1075126719.2199764,471085056.86690164,11289384.010092635
PA,247986116.3673618,201986934.9146254,1672436966.7113965,896465051.8972908,893615022.2045113,2426465841.250006,1063197275.6106118,25479140.439480584
