State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,55710427.79810021,11998538.202593746,138357439.83955812,79429631.96627833,79043746.87478413,215287339.64583197,99693697.74687147,3541550.10910478
AL,280386149.17723894,286538130.8921455,1740439755.2159026,999168671.0657841,994315802.2444146,2708165153.6061487,1254077451.6345232,44550239.7447332
AR,150317457.5442615,261081410.17222565,948686391.3342912,544631177.8388838,541985906.6615837,1476178274.5115373,683577914.8079624,24283635.711021956
AZ,172852454.67813513,190479297.30238998,1044653627.5776464,599724983.3856604,596812136.2512082,1625505557.1237862,752727308.3700631,26740120.40212242
CA,606645423.9944646,521115856.2534177,3549901007.832485,2037962908.9395502,2028062076.1632912,5523727129.300387,2557887443.6861396,90867193.81465292
CO,93985633.4084313,122744077.64311555,1020256080.7254051,585718600.7968785,582873782.2630651,1587542401.7375686,735147606.0762949,26115613.557822146
CT,24685975.23289689,15219186.125701366,286276530.03939897,164348437.81806102,163550191.0405505,445452988.69624335,206277134.96102738,7327853.478581334
DE,30775576.495240357,8162555.585590205,173961149.63848415,99869323.05695473,99384253.15918079,270687624.4534745,125348059.29822734,4452903.675123639
FL,364232977.3410538,325942696.8027912,2357047423.9541945,1353156903.898554,1346584558.5481021,3667621013.3138657,1698375303.2245057,60333615.628419906
GA,274358000.2520284,324509708.008148,2161446235.3149457,1240864254.9988832,1234837320.2115073,3363260981.18563,1557434469.9217343,55326789.37117622
HI,26756987.418928556,1802339.3106073886,222119466.76285532,127516579.6503504,126897078.51724316,345622968.5832457,160048574.24964526,5685615.624721706
IA,120623020.05740236,203290412.77695867,986578701.2903774,566384748.848078,563633865.5259484,1535139635.7599869,710881313.7756729,25253570.19814014
ID,104710872.45116994,85417304.3084609,481380179.91088676,276355447.1817357,275013196.6590559,749038855.4422888,346859473.3808901,12321944.451445194
IL,165642145.50236726,279170348.4535166,1259832536.785882,723257043.4272741,719744089.7025903,1960328890.9618735,907774866.1928642,32248078.35467016
IN,313356063.847038,352746908.3002154,1779570008.449282,1021633038.7580926,1016670833.9356436,2769052551.978421,1282272745.8859394,45551858.19894965
KS,111085262.11717099,179970800.93628702,745593044.1457164,428037346.1326661,425958404.56667286,1160160292.0456238,537238602.527168,19085032.19758543
KY,247432480.04076666,219646574.12924498,1398629750.5927398,802939041.713317,799039241.8558664,2176300755.0251245,1007785548.5356842,35800889.12373377
LA,280396241.1793343,218857445.73113835,1054342830.5946659,605287461.6079669,602347583.1336459,1640582171.9671016,759708877.6797503,26988135.854545753
MA,35844585.438682474,17915045.77453911,342150836.0909144,196425307.38355073,195471261.99850118,532394718.14416844,246537479.6307634,8758074.558550993
MD,130681184.583356,62277431.43337633,828508546.3847721,475638312.61347467,473328115.4416646,1289178708.7309644,596983513.9463347,21207429.12273754
