State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,2426806.4972050735,552517.5611125233,23239206.21630397,17436594.36549912,12498776.897766089,2590305.6373413783,246685.46692178823,0.0
AL,12213923.953620063,13194719.771117277,292333173.57320833,183675660.5545465,157226003.23254132,32584245.20353949,3103131.779684202,0.0
AR,6547991.049966403,12022469.867953876,159346215.809786,101454784.3150568,85701421.25609168,17761160.09644849,1691468.3766669328,0.0
AZ,7529639.901366001,8771331.558138784,175465365.88228053,111320539.5364259,94370808.81481136,19557844.019412596,1862573.9813716228,0.0
CA,26426130.881366238,23996728.359123208,596259092.8550668,447378789.19290394,320686916.1319032,66460673.190074906,6329323.444108025,0.0
CO,4094115.8561215214,5652210.067199682,171367429.13841897,108720684.41961119,92166809.16482005,19101076.91192751,1819074.1697817761,0.0
CT,1075347.7841195185,700824.3386242115,48084468.1376284,30812361.872384716,25861343.639631502,5359624.907292053,510419.1388542075,0.0
DE,1340617.4022671531,375875.3965229197,29219403.075448338,18742922.298130535,15715116.600122007,3256873.723897843,310165.48923919804,0.0
FL,15866382.486076755,15009250.365264297,395901722.2614905,253953005.0933223,212928433.5981588,44128277.1297533,4202517.452488792,0.0
GA,11951331.265751306,14943263.037429094,363047547.72444975,232878541.6990175,195258422.2595568,40466261.94437298,3853768.674407374,0.0
HI,1165563.3151699384,82995.45356105892,37308294.36236518,27992763.14389803,20065575.53348093,4158484.773831314,396029.62033955863,0.0
IA,5254469.23237921,9361267.27844251,165710809.68722787,104270623.3888024,89124501.1975165,18470574.531493444,1759028.8330962106,0.0
ID,4561318.870381659,3933359.202299759,80855076.90467839,51296908.310251094,43486410.927370526,9012325.448545974,858280.8450386258,0.0
IL,7215551.034232794,12855442.676269291,211607895.97006163,137418206.77026922,113809400.09754832,23586389.174836125,2246228.917049855,0.0
IN,13650129.100400385,16243550.520336496,298905651.52420604,194109385.3689028,160760886.21262816,33316833.434255786,3172899.172053059,0.0
KS,4838994.179450034,8287428.545528103,125233624.93124275,78801064.12772301,67354594.28519186,13958878.165567858,1329361.4191071775,0.0
KY,10778426.479844334,10114447.893192332,234921014.88681534,147603065.57091606,126347933.06048305,26184930.909387168,2493698.7414067215,0.0
LA,12214363.572147911,10078109.525087422,177092811.44546086,112753935.80976929,95246100.18495946,19739243.633922722,1879849.4132588038,0.0
MA,1561428.9150223308,824965.2775558735,57469401.959050804,36826195.20056827,30908857.067383766,6405695.021213532,610040.7011770622,0.0
MD,5692613.75910954,2867797.2222052305,139160526.4657032,89265168.34648204,74844920.47616324,15511208.797785657,1477196.2542344632,0.0
ME,3460080.5760809868,2041030.7735494645,91212341.97570941,58448555.15795835,49056874.52459257,10166774.404288206,968223.7705294349,0.0
MI,7143950.172673479,9621476.409033468,291948444.7096727,189591373.97712404,157019080.97286218,32541364.32075626,3099048.056729314,0.0
MN,6696599.4082823545,5722081.638571163,250209635.6052324,157440028.99802086,134570635.49576908,27889041.950052492,2655988.2495222855,0.0
MO,10440283.880539717,17144987.55638792,248437359.7980141,156324855.50038168,133617449.65592627,27691499.300605733,2637175.449977224,0.0
MS,8336987.809841281,12125867.689286456,214340672.8882679,134672244.66948637,115279175.86799802,23890990.396729484,2275237.345076455,0.0
MT,1973449.5105533306,4206497.255375674,80007728.69359365,50759324.955502555,43030680.32990608,8917877.726289267,849286.1997239105,0.0
NC,13783657.813040057,11170642.442517292,440478325.3981105,282546874.95256984,236903136.78153646,49096905.92348345,4675700.422202124,0.0
ND,4921734.903488283,6094415.379679291,55019179.80799069,34619854.8407791,29591050.613649767,6132586.421026088,584031.4451316083,0.0
NE,2711994.1265044142,6703713.741966509,92518782.63960473,58215822.84953519,49759520.032034196,10312393.461436167,982091.6726748071,0.0
NH,2517991.1806815793,749204.7485260717,64084450.54165216,41065095.59033914,34466638.84627043,7143026.23271367,680259.7871269372,0.0
NJ,5829161.26617133,2755305.4612745503,202888372.469976,130087164.00287504,109119766.16121265,22614486.919175256,2153670.665126302,0.0
NM,8747048.50458822,9537895.847887814,111344277.5422243,70640180.11742377,59884464.81005324,12410734.173523402,1181925.2949548084,0.0
NV,2114092.1519176005,3259261.621470315,78925474.31225331,50072710.01562152,42448609.783978626,8797246.727270449,837798.0131990402,0.0
NY,7980295.013133345,6404676.392100928,187405941.06095645,120160199.8829059,100792826.20703055,20888773.22590722,1989323.8474920376,0.0
OH,10630111.164148023,20592552.329984978,341040416.64061815,221471709.62642032,183422291.72950175,38013288.46619186,3620161.914228702,0.0
OK,15713973.655377423,13190043.617043745,187756438.7479048,119543403.65177347,100981335.32010466,20927840.368178725,1993044.3722415576,0.0
OR,11949134.766823258,7640591.145221118,129814131.45120487,97400760.24783595,69818127.69695967,14469438.989216467,1377984.2276893335,0.0
PA,13718108.97872562,11324029.511354163,292979099.03992325,187851179.6523042,157573400.52639133,32656243.047198586,3109988.4306617402,0.0
RI,192644.71188121274,54466.619589035,3479299.649404509,2229523.2538096774,1871277.0951517767,387812.1518887748,36932.94736632567,0.0
SC,6588118.595099013,6608411.270874589,230614561.64078945,147928785.48852515,124031785.19811092,25704922.99985435,2447985.612584291,0.0
SD,2051602.3486187987,3707688.893606878,55991788.55232226,35231851.85096975,30114150.27964323,6240996.01926573,594355.7373599177,0.0
TN,5174577.557159608,12272902.987265559,276067164.4778543,173455575.2708377,148477630.38334692,30771191.89054186,2930467.2505941275,0.0
TX,38301040.797964126,52168418.83809548,655287413.1230141,417217583.89372444,352434241.06731164,73040107.0054821,6955910.005723435,0.0
UT,11341557.273885729,4536598.687233848,67515102.47441883,42833624.724276006,36311751.87016893,7525415.836394905,716676.3229095488,0.0
VA,3897027.1228113105,8741027.061953476,266814808.9869136,171149602.8826909,143501420.0338619,29739900.51379474,2832253.128238128,0.0
VT,2762690.8301550257,643814.2507598068,47600142.205936454,30502007.48042682,25600857.877010193,5305640.6286407,505277.993811874,0.0
WA,6426288.286280495,4786750.646698714,155336182.49032775,116550194.49282056,83544690.4264387,17314196.769143287,1648902.2194136253,0.0
WI,13190684.778303392,9709917.512937207,277024456.3803899,179899733.19657102,148992489.37980184,30877896.163476415,2940629.137674922,0.0
WV,5247213.440896896,3830938.142015165,96678856.3576306,62015103.04314759,51996938.35303645,10776086.907546451,1026251.1079990848,0.0
