State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,100078135.06826602,20215515.600154404,150420625.3831268,104931099.15922593,116508651.97865161,273768005.75003386,150652480.0635508,20888213.701578688
AL,503685288.69181675,482768480.4001432,1892186142.2177944,1319959643.7982323,1465597908.6898,3443811301.510701,1895103527.6093726,262759215.47804332
AR,270030071.8162131,439878194.42088395,1031400966.6133658,719489288.0584886,798874391.9498422,1877167431.2543516,1032991157.0134532,143225919.881544
AZ,310511909.34760064,320925527.8522606,1135735444.9656234,792271397.742343,879686949.901619,2067057986.0453606,1137486504.968865,157714371.43569505
CA,1089776996.5272806,877992430.7197255,3859411754.550864,2692265880.969312,2989316523.6349497,7024192704.427815,3865360557.6268835,535938587.4517592
CO,168835661.23048633,206803093.38720703,1109210711.7920532,773768156.0593265,859142146.3332857,2018782516.8089397,1110920876.3565176,154031003.41322765
CT,44345851.59897072,25641764.800920594,311236561.13263476,217113789.5602809,241069111.70787728,566455865.780977,311716414.02234775,43219992.579225466
DE,55285202.84311024,13752531.099326415,189128567.34535888,131933150.26862702,146490037.8478489,344217227.3100342,189420158.2569305,26263415.931742746
FL,654307614.2721297,549158535.874715,2562554934.73071,1787598510.4781947,1984833780.7710116,4663893809.61118,2566505780.1257677,355850240.0955459
GA,492856330.3406944,546744191.1567316,2349899565.096351,1639253428.446414,1820120995.2646291,4276857399.7468615,2353522546.8907228,326319765.13230485
HI,48066215.011595145,3036638.1166731548,241485742.57358176,168456714.86199132,187043354.37810045,439508012.90081185,241857962.80288023,33534003.62426109
IA,216687025.5851551,342510099.2690967,1072597049.982788,748227031.8669235,830782951.5266457,1952145060.277267,1074250783.8666384,148946634.88466355
ID,188102465.74056143,143913768.37868053,523351011.66160166,365081533.16598886,405362936.6040046,952507815.9313557,524157906.46112454,72675354.29163519
IL,297559319.96538305,470355008.1661299,1369675491.529706,955464348.7494098,1060885786.0090286,2492832750.7585425,1371787164.3055263,190200542.52680796
IN,562912397.5819387,594319116.8160571,1934728112.5575151,1349636280.6400182,1498548792.8326766,3521238156.499518,1937710945.140244,268666803.87142295
KS,199553410.4772227,303220481.7344594,810600207.1526608,565462106.2385744,627852586.968428,1475306304.7098522,811849993.387711,112564334.4759688
KY,444487363.2551845,370067475.7922063,1520574225.1255438,1060728946.1559033,1177764890.3714988,2767471225.180596,1522918656.7500095,211155172.08144382
LA,503703417.950355,368737927.3778001,1146269435.8751717,799619747.3510734,887846073.6780926,2086230013.4665074,1148036727.8516638,159177177.15971795
MA,64391163.464029275,30183834.1652641,371982466.0405666,259489189.0533022,288120014.9910739,677014451.9318101,372555974.694571,51655497.552628346
MD,234755498.3604002,104926980.72226922,900744992.412221,628345712.684589,697674443.8019166,1639371291.9918706,902133725.2573837,125082322.12724553
ME,142688925.40007746,74677245.29878299,590390551.2299558,411847276.01296675,457288582.1247623,1074520903.4209638,591300793.3012472,81984825.78699842
MI,294606599.7124952,352030632.38694185,1889696165.0506122,1318222693.506655,1463669178.4117289,3439279244.136798,1892609570.4309263,262413424.22068077
MN,276158474.46098095,209359554.82930696,1619532953.4264278,1129761017.6835504,1254413637.594718,2947577801.969888,1622029954.999511,224897116.30435452
MO,430542831.30980134,627300900.1066391,1608061536.406825,1121758735.4583452,1245528420.4575918,2926699625.8929033,1610540851.30902,223304133.21489382
MS,343805817.66889805,443661314.48309916,1387363760.313201,967803396.3060313,1074586363.5402339,2525025889.616227,1389502807.1420696,192656845.49158108
MT,81382321.5386248,153907344.9843432,517866377.17138153,361255537.3736288,401114798.1775658,942525687.1056651,518664815.8430879,71913728.25890552
NC,568418936.547627,408711527.83950144,2851086122.947744,1988873384.7424903,2208316384.565162,5189025507.030418,2855481814.266238,395917241.669065
ND,202965523.2128226,222982503.82060996,356122874.94043833,248425782.7306868,275835937.7866268,648149751.2769321,356671946.43481946,49453150.956066266
NE,111838877.47508347,245275515.69006935,598846710.8122967,417746158.24418396,463838342.58041906,1089911303.0324602,599770014.7659278,83159097.24781749
NH,103838464.983168,27411907.50759708,414799721.84718806,289357841.47934496,321284235.11196256,754942590.0015826,415439244.54483014,57601333.32298424
NJ,240386528.22236112,100811131.54744141,1313236517.7939773,916093392.1254334,1017170859.426444,2390112925.5454354,1315261214.979736,182363126.84866136
NM,360716152.1526462,348972586.35070896,720698594.6368146,502748140.38328624,558219038.8833312,1311683801.169722,721809757.0021824,100080107.87333868
NV,87182229.06113096,119249882.34066142,510861264.4804687,356368879.6158091,395688969.2628287,929776261.8807287,511648902.77370167,70940960.39313115
NY,329096301.30328286,234334335.46936285,1213023311.571064,846186216.3954048,939550452.3493754,2207723176.053784,1214893503.917926,168446978.92654964
OH,438371045.281731,753440419.2250191,2207454018.444671,1539885636.5400333,1709789366.8382638,4017603955.8294744,2210857321.3317065,306538997.3812292
OK,648022485.4157939,482597389.2488832,1215291944.2005298,847768776.66417,941307643.0911292,2211852161.2499084,1217165653.5003355,168762016.19655877
OR,492765749.77044624,279553991.3330682,840249131.3476226,586144783.638035,650816956.5855683,1529267202.7943885,841544270.8494619,116681494.79801185
PA,565715793.506908,414323654.76753867,1896367185.194618,1322876286.0772352,1468836278.4738898,3451420714.775572,1899290930.6517427,263339805.78473338
RI,7944400.807414811,1992824.9805721638,22520479.064698897,15709936.309076695,17443297.354288723,40987657.16974999,22555200.29705535,3127315.552243546
SC,271684876.1388326,241788588.34750128,1492699954.871724,1041284297.8525138,1156174743.741097,2716739448.110489,1495001340.3612514,207284390.32958046
SD,84605236.21801439,135656941.8686127,362418283.6221442,252817361.98440352,280712063.6399826,659607503.245033,362977061.3996539,50327365.497658424
TN,213392403.6725028,449041042.7836516,1786901077.8400102,1246514419.2652547,1384049076.5080495,3252190674.715749,1789656134.0072496,248138761.23191047
TX,1579481816.3905282,1908738398.7096899,4241481781.4778676,2958791785.2054253,3285251118.4572663,7719569515.813341,4248021200.994994,588995113.9057871
UT,467710096.3952526,165985098.00983196,437005300.53393984,304848106.845267,338483633.3334458,795357140.9758853,437679068.8013314,60684921.469421536
VA,160707995.14117596,319816746.7772204,1727013465.672802,1204737762.6801617,1337662900.4341772,3143194045.3260813,1729676106.4246476,239822431.93256217
VT,113929539.24037312,23555879.38894004,308101662.4161571,214926932.92060712,238640967.51387498,560750296.4863036,308576682.0362742,42784663.58455431
WA,265011218.58816493,175137659.2945603,1005445947.5655348,701383524.7295523,778770542.2038411,1829928118.2575521,1006995717.4076865,139621609.50097355
WI,543965550.778898,355266515.9886524,1793097590.8018234,1250837028.5038729,1388848496.4304628,3263468191.77211,1795862067.052074,248999224.0374567
WV,216387806.80490595,140166386.05512518,625773687.0357286,436530002.0227936,484694683.5411607,1138918813.2625139,626738480.0461208,86898319.23565753
WY,69313825.6891287,164903196.2737344,390678170.9342416,272531021.1330617,302600830.24237096,711040970.661668,391280512.72281104,54251685.49213145
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
