State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
MO,150175824.85907587,251318993.02437073,1346969357.2478979,669774817.5482805,691854798.9004583,1797396184.8079247,751316061.4878328,10438450.287738604
MS,119921453.81378774,177746460.7189412,1162105076.326487,577851576.2830648,596901463.9828062,1550713254.0643992,648201984.8423952,9005829.293455625
MT,28386623.53018085,61660742.00426637,433783236.0211398,215697424.79515624,222807591.249626,578840431.4195181,241956735.4375486,3361638.9747436172
NC,198267806.2525561,163744336.4047685,2388170788.84989,1187514880.1467285,1226655388.0347886,3186775495.063661,1332080057.82711,18507326.244803626
ND,70795546.11027062,89334700.95885725,298301146.5044077,148328983.8030533,153218837.99068525,398053110.6857067,166387187.14946216,2311709.3731989204
NE,39010046.050559886,98266072.32076742,501615237.284543,249426055.77764452,257648703.9215047,669355474.8557122,279792248.0054963,3887308.712549465
NH,36219455.99118961,10982182.538739152,347450949.2095379,172769486.2862086,178464029.33613932,463638604.7317289,193802086.26512748,2692599.7550650267
NJ,83848208.66945599,40388515.40280487,1100013453.2659152,546980213.2024283,565008767.1309127,1467858134.6812527,613568339.5196741,8524644.871192018
NM,125819876.0962214,139810797.30614316,603682691.826863,300179424.20927614,310074422.605116,805554297.0787561,336723693.36896473,4678288.824246835
NV,30409664.753858775,47775733.05416105,427915505.2981018,212779713.13354415,219793701.26970574,571010530.443328,238683817.41702902,3316166.5114165596
NY,114790689.59512912,93882647.40443356,1016071319.8067464,505240100.00668234,521892893.2338338,1355845737.8558161,566746879.9371879,7874128.393102501
OH,152906351.08066314,301854958.969933,1849041708.511982,919437182.3810109,949738103.0877608,2467361514.7895517,1031363230.4479595,14329300.758342521
OK,226033983.60735846,193345633.4617109,1017971612.2097754,506183915.34596986,522868979.0779821,1358381502.7744246,567806835.9600228,7888854.949366513
OR,171879537.9984605,111999245.63447429,703822364.7250854,349993286.9008196,361509555.3341638,939180437.765602,392579751.47191906,5454327.984945882
PA,197324934.35612473,165992753.53287965,1588464368.5893555,789861775.2499707,815895743.6960511,2119647117.1899028,886017750.1719452,12309935.476301057
RI,2771052.860490317,798396.37932301,18863951.48202583,9380072.825508628,9689243.32583562,25172060.01235868,10521983.49360673,146187.7460850725
SC,94765253.09168749,96869085.53446692,1250338388.6055756,621729169.714391,642221372.2781485,1668451752.257021,697416968.9929413,9689600.334434014
SD,29510794.774550106,54348983.11382877,303574404.0220014,150951088.80694705,155927384.03128663,405089746.59181076,169328518.4039641,2352574.9178793957
TN,74432502.20352572,179901770.71293247,1496771699.5738432,744263064.9791908,768798998.4071432,1997292465.3033402,834873202.332622,11599355.9379741
TX,550932375.078101,764708311.7992047,3552815492.4862833,1766628887.20902,1824861309.6157057,4740877633.4022665,1981698604.6980975,27532836.61932873
UT,163139981.4680319,66499518.30419971,366051131.68269837,182017837.23025858,188017802.7913624,488458698.7001268,204176947.07973838,2836743.44426164
VA,56055876.38830818,128129933.71875846,1446607690.126866,719323829.6778777,743032753.6671904,1930353540.6222172,806892565.8559593,11210605.45352081
VT,39739280.94258806,9437320.88830976,258076872.81663054,128328354.95289087,132558102.6792657,344377822.24641484,143950783.50607648,1999987.9871242908
WA,92437442.81448574,70166359.02654015,842197055.6326139,418803565.3487455,432583984.7450883,1123827600.5947828,469762723.3254773,6526673.773957526
WI,189738324.13983756,142332368.78564405,1501962081.7112048,746851614.0520141,771464814.3562415,2004218412.1794298,837768265.2981496,11639578.651682196
WV,75477316.10700105,56155626.41987422,524170219.8264358,260642973.559459,269233769.7954699,699452827.906611,292373016.2003651,4062100.29510081
WY,24177062.512772482,66066070.090079345,327245885.62078345,162722043.96523368,168085950.46297288,436676971.08462083,182532056.5553518,2536018.9884648006
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
