State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,22007584.531452,5138420.705193916,103781408.85578148,50377397.881579846,57305768.90539921,118683505.54212701,45392903.05827532,0.0
AL,110762421.38777548,122711070.27733563,1305498197.1872122,632951648.8112371,720867778.8421094,1492956039.8013546,571011182.0122682,0.0
AR,59380699.165463954,111809130.50559749,711606548.5420138,345040507.91986173,392933661.67447007,813786879.9548303,311249223.5812327,0.0
AZ,68282818.10336001,81573500.75843546,783591265.4132751,379935649.43078834,432682067.2441108,896107955.6049697,342734581.1258272,0.0
CA,239646345.87911117,223169894.56253865,2662767743.5968285,1292556263.8277972,1470320692.749109,3045117750.268098,1164666768.2046964,0.0
CO,37127641.1567719,52565629.19181092,765290745.4071774,371062375.49278575,422576917.8155954,875179644.77123,334730126.07952607,0.0
CT,9751831.17688851,6517675.718830424,214735081.68184182,104123967.83138,118572037.42228253,245569118.64701554,93922867.76441231,0.0
DE,12157438.526190368,3495646.2129050046,130487684.6245342,63273236.44024268,72052458.2962767,149224549.0601524,57073941.812394425,0.0
FL,143884876.75998533,139586229.06215096,1768013499.2276747,857306469.0975449,976258558.7054285,2021884424.6770127,773310522.512525,0.0
GA,108381089.87977596,138972546.0310703,1621293692.716946,786162306.8378485,895243076.1311868,1854096966.2072375,709136821.1888021,0.0
HI,10569954.058926627,771858.8277201734,166610998.4520922,80876032.16229366,91998860.67900038,190534871.09282595,72873908.57921426,0.0
IA,47650348.69186279,87059910.84436767,740029470.5644466,358795696.8921899,408628213.1264322,846291072.054625,323681108.1487964,0.0
ID,41364488.9818958,36580293.16817684,361081696.7111957,175075725.0531431,199381465.66068703,412929795.58110523,157933337.87257656,0.0
IL,65434491.58792388,119555788.7593061,944996197.3840148,458262785.2498342,521806280.9747377,1080689209.0246038,413331408.4151792,0.0
IN,123786700.91260633,151065237.00621784,1334849546.9513566,647316754.2565554,737074794.2517415,1526522016.7605646,583849167.6380374,0.0
KS,43882597.79842359,77073196.27164659,559266914.0272573,271154825.78565663,308815052.4132269,639572631.986946,244617466.84929568,0.0
KY,97744559.42177661,94064500.6311398,1049107624.9316754,508644441.1885469,579294467.7980026,1199750078.8726027,458868642.0716775,0.0
LA,110766408.08466488,93726553.32194076,790859096.8657734,383468118.7725165,436695195.4513746,904419384.8987535,345913455.07705647,0.0
MA,14159875.901429739,7672188.110589143,256646214.5023951,124446466.65832877,141714452.58000624,293498315.2535132,112254356.7550835,0.0
MD,51623678.547422156,26670552.5073364,621461528.2438383,301345543.2842713,343157524.5999151,710697845.3733983,271820740.8131268,0.0
ME,31377868.7552702,18981613.48143819,407335059.80528206,197514734.58165237,224921552.53048143,465824730.8589217,178164073.88237035,0.0
MI,64785176.52505986,89479859.23771201,1303780129.8390644,632250071.807058,719918940.0374097,1490991308.91551,570259731.0146812,0.0
MN,60728359.56256778,53215435.73970897,1117383377.2012193,541751867.2774887,616994850.83297,1277829618.6858225,488731738.59369767,0.0
MO,94678100.74596071,159448613.49319956,1109468767.8297172,537914550.1191438,612624575.3051534,1268778542.3215342,485269971.68598396,0.0
MS,75604282.48979713,112770731.62636104,957200165.2061996,464084457.6538089,528545162.6713688,1094645531.5085504,418669285.74421495,0.0
