State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
MS,736763789.5678598,873447863.8968638,1331654208.5016203,1610159504.1410396,2671836790.7550282,2979957565.9902573,2498901229.559712,1641394284.568166
MT,174399456.14408222,303001495.3438841,497071465.0860642,601030143.4171935,997326299.4031563,1112339704.7059894,932774039.3021994,612689272.7064496
NC,1218101812.7979403,804641286.6926559,2736600810.69682,3308939734.1566978,5490727188.703969,6123927633.130894,5135338323.879849,3373128507.2141104
ND,434947986.185373,438991603.0325996,341822770.8873747,413312387.9239541,685834687.9281379,764926317.4509298,641443803.4339981,421330055.13536733
NE,239666785.59497878,482880450.1363703,574800037.9388313,695015067.7280482,1153281285.5546973,1286279656.4131544,1078634760.3242972,708497362.6767943
NH,222522182.67459896,53966553.48628821,398143446.66553336,481412075.02114713,798836662.777613,890959927.268477,747131732.0586665,490750790.91328526
NJ,515139885.3428711,198469563.67996055,1260503529.2245214,1524128108.9459453,2529079501.674051,2820737452.7683578,2365384114.671323,1553694047.889166
NM,773002042.3164074,687031639.1270623,691758959.672785,836435031.8726817,1387948115.689931,1548008708.9628444,1298112735.0083344,852660680.9278526
NV,186828454.21746573,234770424.195664,490347642.52900964,592900085.0259352,983835593.2578949,1097293226.8392417,920156523.3781888,604401502.7545464
NY,705241812.7330234,461340256.7944722,1164314382.4811132,1407821744.9190645,2336085199.2606854,2605486703.779274,2184881423.139296,1435131504.1898923
OH,939413750.3212174,1483318250.3468413,2118813727.256577,2561947154.69397,4251196361.800653,4741452099.386625,3976036644.3736277,2611645368.8160944
OK,1388689421.596471,950102352.8561394,1166491922.7357297,1410454731.6479318,2340454307.8850384,2610359604.578292,2188967688.6409135,1437815552.9871173
OR,1055979691.1864913,550365399.4673727,806508866.5520331,975183451.0368024,1618181336.5709093,1804793919.194438,1513444954.8036344,994100874.9917269
PA,1212309072.2215083,815690030.6718856,1820218595.244999,2200903258.990285,3652094128.31409,4073260125.651296,3415711301.55477,2243597682.7682467
RI,17024571.848152302,3923327.6952015413,21616169.64314506,26137024.65548192,43370772.429844424,48372367.030967504,40563586.82081768,26644046.103817318
SC,582211145.4352769,476015643.2679193,1432760614.8935459,1732411431.59234,2874696825.4741793,3206211986.385419,2688631263.22578,1766017774.759205
SD,181306049.08291316,267071439.92477724,347865387.6100696,420618771.69845444,697958620.290866,778448402.435084,652783010.1323617,428778172.27023715
TN,457292424.7202769,884039078.4992405,1715148116.5577984,2073858230.803453,3441280634.3845553,3838134985.8694453,3218542554.0508037,2114088100.1484115
TX,3384774046.2557225,3757784198.5914426,4071165173.220548,4922618039.585085,8168402954.243376,9110397512.926899,7639700580.52337,5018109847.780005
UT,1002286306.1938487,326779289.88312113,419457363.0620049,507183648.20017254,841601035.3513329,938655932.0687597,787128142.2091933,517022289.0612477
VA,344391588.0099936,629631760.065591,1657665270.861106,2004353159.30761,3325946457.7041545,3709500530.376179,3110673635.8271155,2043234789.1969779
VT,244147000.3142737,46375088.074679576,295729845.8433888,357579460.18071264,593353589.3050315,661780180.3606913,554948609.0927056,364515997.8389033
WA,567909731.7458687,344798181.4167342,965072192.6363211,1166908970.6827471,1936323176.760645,2159624645.2937226,1810995144.0595725,1189545646.5735652
WI,1165699066.1286442,699422666.2874622,1721095777.2875679,2081049585.839191,3453213471.572606,3851444363.1775656,3229703390.600799,2121419055.492889
WV,463711468.40626293,275949302.9781754,600645755.8301195,726266176.5830538,1205138129.5455797,1344116806.3215806,1127135224.448311,740354718.0897923
WY,148537093.49778807,324649321.0769799,374990498.25194746,453416880.21747535,752382528.8748115,839148592.0860543,703684331.7768233,462212522.3101169
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
