State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,166797360.37673512,31855163.48544808,153694590.86851317,143335015.1084232,200190298.57241625,317293657.50074553,218214377.37541354,90022333.69145022
AL,839477839.5608696,760735920.5149552,1933370391.689395,1803055060.1302054,2518256414.080167,3991333759.4182997,2744985254.572531,1132418411.3685298
AR,450051384.05668086,693150354.1197807,1053849852.4739763,982816977.7491016,1372661946.4125104,2175613320.381209,1496248333.0305026,617263483.4670812
AZ,517521302.8239459,505707366.48979676,1160455216.2691493,1082236806.4508133,1511517738.703485,2395694072.656905,1647605863.1760304,679704639.9543701
CA,1816300096.8797572,1383521101.9475167,3943413405.5618906,3677612965.2378573,5136375344.06965,8140950539.753422,5598827493.966394,2309744770.2797284
CO,281393559.25743616,325875752.04342306,1133353160.8495886,1056961516.6384095,1476216731.8678284,2339743414.143599,1609126562.305678,663830358.4114761
CT,73909960.3057271,40405727.26141573,318010758.5033497,296575804.1230303,414215792.5025483,656515186.9152458,451509349.0322199,186266027.80375537
DE,92142263.60066551,21670935.096229073,193245031.7785649,180219690.7142393,251705772.22926477,398943414.6212414,274367882.15469205,113187945.44437318
FL,1090515754.1209683,865351905.2259415,2618330042.611125,2441846116.9438415,3410430680.990059,5405393961.183998,3717485836.3054886,1533614578.8111515
GA,821429524.9378532,861547434.0849236,2401046137.5951595,2239207850.9105363,3127413764.0651073,4956823655.331909,3408987737.819603,1406346526.6364949
HI,80110583.41330844,4785067.349557376,246741777.00626048,230110481.67159006,321386131.6136354,509384230.38925976,350322044.11140925,144522136.13868657
IA,361146057.23653775,539719857.9268883,1095942588.2718658,1022072558.1472496,1427488722.805,2262511444.499979,1556011330.4979968,641918158.2191687
ID,313504990.3206046,226776141.16727078,534741971.921836,498698645.0269651,696512855.3497497,1103944516.405089,759222756.6155258,313210362.9661492
IL,495933593.2056171,741175044.8362,1399487063.7552278,1305157061.1274447,1822861604.976248,2889161642.021878,1986981441.1567633,819710912.2044798
IN,938189965.0304251,936514952.3348304,1976838296.4813282,1843592933.568562,2574873840.0148044,4081070505.4667487,2806700475.484604,1157878457.9411266
KS,332589951.8318492,477808145.42834395,828243270.9421054,772417029.6501426,1078804621.3928967,1709861355.321066,1175933783.1982687,485120663.0074756
KY,740814353.3171093,583144163.8776603,1553670180.5553074,1448947854.4128373,2023688742.9157755,3207464161.7084284,2205889649.715148,910019479.5668281
LA,839508055.0766525,581049090.8189051,1171218483.3983305,1092274584.8805425,1525537095.5565612,2417914210.052051,1662887459.0486689,686008921.7323658
MA,107318907.27240989,47563019.95803648,380078824.11056286,354460281.2220224,495060771.1617248,784651190.5063254,539633134.6232871,222620684.7610503
MD,391260263.130702,165341621.3097636,920350093.7287376,858315516.3889306,1198775611.1045535,1900010601.3584414,1306706328.9191139,539069673.5637741
ME,237815543.7797785,117674755.60294244,603240655.0393621,562580282.4721663,785733813.4497536,1245356142.2321196,856476669.9983295,353331570.141624
MI,491012378.95860225,554722103.9707768,1930826209.3984013,1800682211.5556324,2514942119.972152,3986081162.219332,2741372852.621593,1130928148.1797965
MN,460265417.1596738,329904167.58290684,1654782787.9987366,1543245143.8672903,2155390066.8143716,3416205407.175919,2349448588.998862,969243399.1454896
MO,717573401.4489275,988486918.7958331,1643061690.6306145,1532314085.8907778,2140123086.1431704,3392007865.0589657,2332807060.048495,962378089.4884247
MS,573011305.918321,699111711.2501439,1417560332.38281,1322012244.1770098,1846402745.5439205,2926473082.9501143,2012641874.8233757,830296888.023245
MT,135637583.62117654,242523798.7029165,529137961.9988225,493472363.37699383,689213512.5679247,1092375355.297056,751266224.147053,309927968.70084643
NC,947367555.7565305,644038608.5237987,2913141235.963486,2716786080.968064,3794428543.194444,6014014959.416559,4136056611.5079837,1706292101.0348246
ND,338276822.36773247,351370910.0521695,363874043.20318145,339347770.7317651,473953744.2495561,751197367.3747338,516625724.88497406,213129189.5545953
NE,186398652.78880683,386499746.32480156,611880868.2498741,570638143.8097484,796987952.1737806,1263193420.8058212,868744014.6048723,358392350.2925959
NH,173064594.50858104,43195079.085483156,423828015.8717871,395260635.86216587,552045026.103309,874968917.3080379,601747917.1097668,248245566.78497773
NJ,400645339.266833,158855956.98445773,1341819674.2710536,1251376683.4568214,1747748725.9600444,2770110663.254612,1905105757.2484865,785933852.1103764
NM,601195275.903902,549903302.4938815,736384910.0698361,686750201.3172996,959157094.9739879,1520224942.3463552,1045513931.408807,431317153.0875866
