State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
NM,99481734.74448268,113010636.15931736,558498895.5519388,261932347.48370183,291497334.8675269,685724435.8316945,276566019.1235913,1338881.7342770777
NV,24043945.17443714,38617661.07810637,395887343.3579942,185668587.7281243,206625485.59312052,486070119.9933225,196041545.3744665,949055.2928124875
NY,90761311.23118982,75886397.27347966,940021493.2390469,440871975.8973812,490625393.40056455,1154157524.8714616,465494206.4418173,2253500.601381685
OH,120898140.50778666,243992750.1903881,1710646582.7846198,802314474.4450852,892837648.1832186,2100330280.4757886,847104105.0351269,4100909.492990988
OK,178717810.71592787,156283444.89223558,941779559.5377423,441691178.64770406,491543004.32198614,1156316083.2386875,466364795.0682027,2257715.201619381
OR,135899629.99240777,90530246.8935956,651143332.7000842,305477331.9816621,339850828.5568414,799473081.0405169,322443062.9363149,1560976.7558496152
PA,156018487.5963168,134173805.14261071,1469572675.2747896,689232548.1205121,767014028.0016567,1804339979.1525416,727725452.2430961,3522986.369274081
RI,2190982.4916646606,645352.7515261825,17452042.492259562,8185034.752476647,9108744.118659524,21427601.73124451,8642169.070420284,41837.5415374123
SC,74927841.79704133,78300368.7222405,1156754389.0026276,542520548.3148962,603744786.2340953,1420261974.4910796,572819313.2292258,2773071.391612368
SD,23333237.55314694,43930892.854123704,280852793.5216643,131716287.79080816,146585509.79864195,344830806.5020674,139076979.67593148,673284.5500564447
TN,58851388.74971159,145416619.7903717,1384742942.6734316,649424718.1811819,722738946.759926,1700186137.5796576,685718179.5909206,3319625.2685899734
TX,435604533.2436428,618122308.5618471,3286898150.6952744,1541543244.9905202,1715530747.6477337,4035650548.0772576,1627656458.3876219,7879635.787213062
UT,128989543.35490693,53752306.779210195,338653328.1940732,158826207.0767029,176753335.4117616,415798248.2470469,167699530.98838276,811848.974066625
VA,44321580.96759292,103568863.06070603,1338333534.320584,627681597.5549046,698516384.5239298,1643204682.0420246,662736448.8862281,3208368.580005839
VT,31420573.031272784,7628292.362085262,238760609.3536038,111979092.75940141,124616319.10315304,293150056.71155024,118233126.827739,572377.5263416719
WA,73087316.97920601,56716255.27754531,779161085.352866,365535570.41051584,406667053.3788375,956653139.564349,385836841.5448093,1867871.9142450076
WI,150019998.57722682,115048850.67858379,1389544806.2223616,651713756.7406918,725245020.9868878,1706081818.3940115,688096022.4788896,3331136.6264197296
WV,59677489.54417899,45391222.909191705,484937683.9856215,227436922.40603867,253103511.97992408,595406042.2077948,240138852.06791648,1162534.442021668
WY,19116026.771136142,53401945.72438691,302752535.67405766,141988969.01556063,158015634.36604232,371719287.85381377,149921627.84529707,725784.4970659735
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
