State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,182909374.33694485,34577029.457914524,151565299.23536545,153717738.14175737,227710996.571185,321745707.15343314,235748476.95762038,116200498.1838041
AL,920568323.4854459,825737037.7444581,1906585408.5578034,1933662759.535024,2864448230.439977,4047337450.8168187,2965552044.8283353,1461721532.3982728
AR,493524699.02014923,752376619.3858039,1039249778.0323354,1054009172.9342585,1561365645.275355,2206140052.631955,1616475824.85123,796761440.726317
AZ,567511964.7683085,548917556.6840166,1144378227.386506,1160630666.5493736,1719310337.744177,2429308828.9307294,1779995330.9307396,877360256.5253447
CA,1991748032.3312495,1501736128.886569,3888781182.5080004,3944007305.887841,5842486657.457443,8255178842.671735,6048708019.729886,2981410078.790602
CO,308575146.213181,353720221.3127172,1117651644.8310146,1133524513.5453894,1679156402.1129727,2372573108.6807218,1738424116.9544344,856869792.126626
CT,81049391.70652834,43858196.565986924,313605025.7259189,318058828.60682756,471159200.72126234,665726963.2643628,487789313.6406393,240431505.5828229
DE,101042868.70680183,23522609.185326084,190567807.97254997,193274241.8100759,286308471.4060381,404541118.35253143,296414063.6470466,146102584.87762955
FL,1195855580.9296203,939291940.2886857,2582055601.5164895,2618725817.3554835,3879272161.55034,5481238787.384064,4016195608.0135355,1979584073.998801
GA,900776607.78877,935162395.9284803,2367781955.744027,2401409068.7023287,3557348114.4807043,5026374446.882485,3682908875.3192515,1815306938.9906707
HI,87848972.29068899,5193927.658834086,243323405.55702132,246778937.71114182,365567946.2780057,516531564.8297027,378471342.43525016,186548643.31180835
IA,396031443.32854337,585836247.0839143,1080759360.063499,1096108313.622554,1623729624.764709,2294257472.3595614,1681040936.4668825,828585604.4785197
ID,343788423.87873876,246153039.4303233,527333637.14325744,534822820.04721534,792264438.5250303,1119434317.996336,820228303.4529455,404290787.8587161
IL,543838961.4861357,804504782.1047747,1380098517.5676131,1399698547.5970707,2073455491.3128633,2929700400.931333,2146640629.8696175,1058079839.2911172
IN,1028815678.6493757,1016535517.3722897,1949451104.6955547,1977137026.9008296,2928848952.9001303,4138333322.094006,3032226246.1807685,1494585267.142792
KS,364716922.7553511,518634485.3403269,816768758.7465463,828368515.5561948,1227110936.222793,1733852971.5199606,1270423157.8429427,626191972.6935465
KY,812374305.9183365,632970944.9402051,1532145577.8422866,1553905129.4329028,2301890945.733479,3252469125.941312,2383138689.1719894,1174649806.8475926
LA,920601457.7093606,630696858.2634199,1154992379.6465497,1171395547.5858216,1735256971.1868074,2451840744.2408576,1796504843.2542949,885497800.324254
MA,117685520.55850777,51627044.48048666,374813198.06296587,380136276.34422517,563118165.6299963,795660884.4525913,582994077.3537691,287357963.45735574
MD,429054571.1904865,179469244.07588306,907599529.5454262,920489209.6221273,1363574659.94687,1926670262.9618602,1411703621.817694,695829157.6686856
ME,260787654.08584234,127729480.7416242,594883336.7552452,603331840.1327411,893750847.3252567,1262830135.9582126,925296824.757205,456079094.94154555
MI,538442375.9714339,602120360.7608504,1904076470.7900803,1931117986.6897166,2860678251.5769854,4042011152.7323074,2961649376.8724694,1459797906.1395996
MN,504725370.30239016,358092845.0112608,1631857367.4754953,1655033019.5900526,2451697620.0926275,3464139287.154254,2538232967.0873365,1251095825.0437603
MO,786888363.241529,1072948231.0012357,1620298654.6137302,1643310149.7906075,2434331844.5173016,3439602221.518844,2520254247.4837885,1242234108.5160434
MS,628362098.877283,758847344.9622046,1397921400.4150412,1417774698.4774854,2100232941.95983,2967535370.722185,2174362946.92194,1071744178.0553
MT,148739677.2987833,263246256.31969553,521807265.3780694,529217962.8488412,783961634.5405428,1107702826.257119,811632442.6583134,400053885.37881404
NC,1038879791.0180666,699068518.3309273,2872782469.709967,2913581573.0138903,4316059287.952765,6098399543.155887,4468399646.719911,2202475586.4129214
ND,370953124.15148973,381393814.3208118,358832919.0638533,363929067.210882,539109502.5913475,761737659.937981,558137961.6853874,275106376.25367934
NE,204404079.78785685,419524235.69428647,603403848.5972106,611973395.1509686,906552134.4240453,1280917695.1410642,938549882.7916505,462611531.4006716
NH,189782000.32628858,46885884.69049847,417956286.90793735,423892081.17786515,627936206.1246935,887245888.4113905,650099946.1047955,320434467.197942
NJ,439346211.2997009,172429411.85111076,1323230054.9802587,1342022499.4600556,1988016650.6985102,2808978979.480632,2058186019.2550633,1014480533.9945934
NM,659268537.1131775,596889816.5605493,726183006.6731671,736496244.77454,1091015121.2145014,1541555708.8668435,1129523727.685283,556742599.4062811
NV,159339969.3149175,203967426.60941073,514748844.7930606,522059298.700648,773357085.1096549,1092719070.85605,800653593.7214946,394642407.29672056
NY,601478020.4180027,400810218.28911924,1222254240.964023,1239612632.1803224,1836310906.9946244,2594625520.730192,1901125644.2213216,937065425.9125317
OH,801195721.3752986,1288699832.6240053,2224252414.016482,2255841038.707315,3341709539.7194524,4721686971.015329,3459659250.5791473,1705267128.982436
OK,1184368466.5269065,825444399.9560326,1224540139.2263143,1241931022.4096785,1839745309.6104279,2599478108.446254,1904681216.6436741,938817968.6739429
OR,900611056.7878458,478154838.3226616,846643275.8179711,858666792.6513048,1271992897.117035,1797270489.0829704,1316890236.7985075,649095610.4750689
PA,1033939349.2124321,708667614.4880799,1910798261.186871,1937935318.7985067,2870777265.8790855,4056280409.820448,2972104700.909603,1464951338.6345484
RI,14519708.827257428,3408568.419456257,22691856.608180363,23014125.220109455,34092173.73874543,48170722.88821342,35295496.73036787,17397161.401177827
SC,496549128.1134165,413560124.1758714,1504059182.3507464,1525419750.581358,2259693754.0735445,3192846631.180274,2339452287.085431,1153116765.5663607
SD,154630087.89792567,232030395.2636157,365176234.90486556,370362470.87703985,548639681.3072511,775203377.012061,568004518.4747305,279969605.18765265
TN,390009975.8790451,768048941.7754151,1800499139.8747044,1826069852.272764,2705064536.827664,3822135408.2902737,2800542730.4754324,1380388389.6343327
TX,2886764732.5312843,3264745017.887817,4273758841.2416654,4334454639.101638,6420882036.213363,9072420080.574522,6647514384.069859,3276561923.4595547
UT,854817698.6348997,283904290.9900823,440330847.64619154,446584418.48635614,661551714.518997,934743068.5398401,684901926.7563162,337588374.36917174
