State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,242185711.56370136,44550311.031416304,134567081.9986381,194746162.81503543,359507698.0214426,317288170.920701,307047167.748607,252580674.39852834
AL,1218901411.0103714,1063909839.5208032,1692760120.6544945,2449771718.7283573,4522358142.705482,3991264742.053353,3862440037.478246,3177289393.8200407
AR,653463666.5820919,969389589.9067986,922696955.422435,1335332061.8730676,2465066327.6385384,2175575700.0999756,2105355377.7311888,1731890526.9671698
AZ,751428348.0907711,707245482.4565763,1016035156.4234065,1470411622.7418914,2714427587.280107,2395652646.782227,2318328975.1062865,1907085156.6669478
CA,2637223577.0548706,1934891824.9453025,3452650038.6389904,4996692627.807238,9224055757.39029,8140809768.024396,7878051599.587705,6480579516.693148
CO,408576605.9143838,455746087.05942297,992305984.6884223,1436070635.9201534,2651033010.848831,2339702955.7567954,2264185153.3687205,1862545801.0061755
CT,107315465.2319313,56508506.62778586,278433930.2369281,402951097.23546004,743860801.2934663,656503834.5826719,635314081.9582878,522616966.157097
DE,133788326.29493986,30307391.117916223,169195450.74737,244860575.5889996,452020567.99566907,398936516.16952085,386060176.9234001,317577721.23651165
FL,1583402358.9263628,1210218134.5594203,2292475659.9828362,3317683230.5338717,6124550898.764608,5405300492.165814,5230835433.081637,4302947820.828651
GA,1192695697.025282,1204897478.3738117,2102233003.2326677,3042363024.064604,5616300863.782194,4956737942.903975,4796750985.781629,3945864760.109078
HI,116318619.21504067,6692046.607340063,216034414.42709458,312646099.0370259,577154783.1057314,509375422.2164916,492934483.6855387,405493804.8655835
IA,524375293.7858579,754812875.2018061,959551213.0380636,1388667768.475375,2563525791.6716623,2262472321.593332,2189447266.3100624,1801065520.7781787
ID,455201623.0237488,317152590.60344946,468192684.6212309,677571008.0477754,1250818075.7959907,1103925427.21181,1068294398.8976263,878791756.0296626
IL,720083518.6334177,1036553423.7882797,1225319164.4920359,1773288519.3792038,3273548122.8893213,2889111683.2022285,2795860800.806107,2299908550.7611537
IN,1362229016.9917448,1309741588.0834482,1730818320.8787532,2504849631.4165277,4624033663.689519,4080999936.391491,3949278879.244529,3248724064.1937895
KS,482912523.08431906,668227664.3125963,725167398.2086025,1049466228.5435377,1937348734.8334424,1709831788.7319798,1654644125.3490698,1361130057.4262564
KY,1075644428.0021834,815542946.0838472,1360314057.5645123,1968653955.2465863,3634199128.276392,3207408698.8636875,3103884251.154372,2553292326.908619
LA,1218945283.2045941,812612929.5280157,1025458917.3487674,1484049733.1461747,2739603975.799194,2417872399.951089,2339831548.8038025,1924773431.0960715
MA,155824443.8839016,66518174.79109626,332777549.08351433,481597477.8089196,889044571.9137003,784637622.4709679,759312138.8345873,624619251.5374504
MD,568100388.5126647,231234746.5789498,805811396.6534098,1166174631.3459713,2152796210.558395,1899977746.7456772,1838652806.471767,1512497800.4148757
ME,345302387.0469336,164571340.68867072,528166616.9150667,764365598.7902313,1411043699.0943775,1245334607.7765872,1205139363.082937,991362061.0919379
MI,712938035.2068286,775793923.6189768,1690532495.0493212,2446547766.476174,4516406530.005003,3986012235.681271,3857357064.481024,3173108079.4083114
MN,668294194.2918614,461379935.56658185,1448843076.7550435,2096773632.2257264,3870712208.8741984,3416146334.818274,3305884532.9058576,2719460175.8667855
MO,1041899130.9968816,1382425794.2659009,1438580684.0730932,2081921841.3559704,3843295320.6800323,3391949211.120497,3282468411.600404,2700197794.277349
MS,831998483.3358952,977726709.7099457,1241143243.7333283,1796189300.7103024,3315823775.6635723,2926422478.948308,2831967328.594509,2329610212.580261
MT,196942473.36936596,339176117.23045063,463286100.5334507,670470172.7813764,1237709703.3907843,1092356466.1554554,1057098845.2914518,869582159.6642352
NC,1375554655.5715277,900705480.2617081,2550597239.024414,3691238182.1408935,6814145460.881558,6013910966.24278,5819801992.361827,4787438760.223891
ND,491169720.8252952,491401757.7516677,318589480.22016627,461064439.8607186,851139927.08513,751184377.8163615,726938653.2634367,597988434.9168358
NE,270646311.5376077,540530389.0591911,535731557.15188164,775313642.3187764,1431254158.725962,1263171577.9115465,1222400615.3548484,1005561373.763573
NH,251285583.1343857,60409490.88721429,371082100.3637765,537032032.6218321,991378558.9542766,874953787.5161632,846713199.5125593,696516409.9156163
NJ,581727290.8627656,222164368.9282519,1174828572.0176415,1700218293.569751,3138658141.003332,2770062763.041271,2680654382.448682,2205138372.429524
NM,872920922.4574198,769054698.918642,644740914.4284557,933072569.6245176,1722482252.4187276,1520198654.9131386,1471131716.1678262,1210170553.6752002
NV,210978053.96230635,262799102.12607598,457019288.310389,661400807.9350177,1220967361.479641,1077580299.0177822,1042799603.5118499,857819432.267783
NY,796401949.8340039,516418563.6907828,1085177289.5799983,1570474470.4512064,2899146833.416516,2558679004.5471153,2476093386.161467,2036864049.0520723
OH,1060843144.7894192,1660408059.038519,1974800403.6447687,2857941820.652433,5275853297.4650345,4656271674.758144,4505982765.931324,3706675343.0499387
OK,1568192559.070451,1063532794.2772322,1087206831.4471467,1573411650.9077876,2904568976.443578,2563464363.4390297,2480724289.640028,2040673485.6681674
OR,1192476495.1002614,616072204.651901,751691288.806617,1087851441.3952944,2008208849.0584443,1772370705.9716852,1715164495.0710008,1410914837.762446
PA,1369013140.580982,913073307.2880908,1696500456.7081535,2455184679.915434,4532350588.408195,4000083803.323776,3870974448.8854756,3184309902.7686787
RI,19225182.015817683,4391724.38000977,20146943.771591093,29156766.532712787,53824337.15890038,47503355.032614596,45970105.27999243,37815558.69389552
