State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
IN,19289958.658463396,22416623.984857608,395849032.8633373,269990652.75309867,209978572.3937372,78617307.60421942,12860707.270520234,0.0
KS,6838323.431490356,11436918.872748427,165850366.71249717,111083231.11016057,87975517.65908921,32938587.057434298,5388298.568844319,0.0
KY,15231753.463297691,13958264.540271921,311112423.54146284,208202026.01232952,165029942.7506983,61788248.03265732,10107705.223215446,0.0
LA,17260977.285501514,13908116.419452416,234528922.76382333,158147822.83799848,124406136.19934176,46578441.846971914,7619590.697846608,0.0
MA,2206565.153880235,1138478.7090963451,76108322.40538234,51511492.834511906,40371746.87136599,15115436.972583678,2472677.0236019124,0.0
MD,8044633.370434723,3957652.725893193,184294143.233448,124807435.84092575,97759039.52319483,36601601.88317818,5987517.275730427,0.0
ME,4889683.517029611,2816688.3425455503,120795033.42289424,81756269.24826296,64075863.959949814,23990408.099913295,3924499.90053772,0.0
MI,10095619.057914384,13277947.981289838,386635411.19067955,263706459.7322715,205091196.2356942,76787443.01177944,12561366.659842826,0.0
MN,9463436.190817256,7896657.343597268,331359567.7112391,221937956.30514497,175770063.57316458,65809417.15547032,10765513.03360371,0.0
MO,14753900.344600102,23660636.188832995,329012493.6510243,220365933.43036014,174525055.440083,65343278.281043395,10689259.142519133,0.0
MS,11781584.555360338,16734088.778223552,283857305.13681483,189962410.87109292,150572433.8579905,56375265.81556686,9222215.98584558,0.0
MT,2788820.4714505677,5805101.978722919,105956455.15416165,71302696.13577017,56204723.28335026,21043402.51206593,3442410.4301033714,0.0
NC,19478657.48523575,15415847.10742262,583337657.9827416,395047156.92486197,309432129.3209326,115853343.71643117,18952009.236297216,0.0
ND,6955250.1751373075,8410489.923540065,72863427.47314034,48802454.368449576,38650488.85588025,14470986.08643738,2367253.746596811,0.0
NE,3832509.8757294198,9251341.328833666,122525192.71079752,82064903.25284824,64993629.30983403,24334023.534778304,3980710.64669655,0.0
NH,3558350.6515186243,1033926.7338352858,84868814.65151063,57440752.85892312,45018760.026450895,16855308.043316867,2757295.935277096,0.0
NJ,8237598.26818506,3802410.4650943605,268690696.65929717,181916794.56477386,142527288.04616204,53363116.814348936,8729469.95141162,0.0
NM,12361070.199118635,13162604.10931431,147456316.3173494,99229753.39613381,78218372.28265627,29285451.39319547,4790695.95653161,0.0
NV,2987572.491858474,4497886.231541925,104523195.64668275,70338193.623896,55444449.13210694,20758751.07977481,3395845.3815613897,0.0
NY,11277516.846428076,8838660.134474538,248186883.50024152,168034706.30259603,131651016.85218407,49290972.18727372,8063323.251556622,0.0
OH,15022158.646490052,28418386.84786595,451649269.2797598,308049460.5386626,239577871.64476898,89699472.73926117,14673596.646519266,0.0
OK,22206522.732706007,18202685.90521282,248651060.21019432,167670679.39932588,131897240.21276133,49383158.42541776,8078403.648727048,0.0
OR,16886163.783584062,10544262.38340076,171916404.44606102,127814938.50948113,91193248.88483228,34143350.9316078,5585381.323113196,0.0
PA,19386025.811591044,15627526.213043632,388000343.5844974,262695283.7314786,205815227.02365598,77058520.87972036,12605711.260457445,0.0
RI,272239.80818256416,75165.69296380672,4607732.992427781,3118597.2508835974,2444177.2481898875,915115.3964814113,149700.2580162367,0.0
SC,9310134.31461147,9119820.842803173,305409257.4536286,206828853.24567673,162004690.68807688,60655579.48086752,9922416.269383209,0.0
SD,2899263.7503554956,5116730.340251743,74151480.2385517,49665166.136041276,39333737.92584295,14726798.834935063,2409101.1841999697,0.0
TN,7312559.933934538,16937002.23505503,365603412.0332129,244668374.97471634,193934750.243942,72610389.66926153,11878058.340993868,0.0
TX,54125897.86767478,71994101.75220262,867815298.9160877,585186247.102211,460333621.11822486,172351810.42118648,28194379.18848439,0.0
UT,16027553.243392691,6260652.6088369535,89412123.60815576,60169297.5780518,47428763.62050247,17757627.92184268,2904903.0230256612,0.0
VA,5507163.451497003,12062899.465480695,353350248.61635685,239295387.85016122,187435044.402148,70176864.53983115,11479967.191871647,0.0
VT,3904152.9576627463,888484.4453992771,63038188.08020351,42665388.89529348,33438679.13482688,12519652.630325306,2048042.5050650167,0.0
WA,9081440.509312235,6605870.386648462,205715954.61586732,152943939.08695275,109122258.04926951,40856089.64026465,6683492.796863189,0.0
WI,18640685.533357464,13399999.559147378,366871160.1084885,250226161.41688028,194607226.63584268,72862178.38335207,11919247.50206564,0.0
WV,7415206.816180648,5286818.280971739,128034489.76323254,86707347.75498894,67916041.8529474,25428195.054975383,4159702.0170934615,0.0
WY,2375255.613034469,6219845.265239164,79933503.93668205,53790723.12274096,42400818.933525324,15875133.752748437,2596952.939450389,0.0
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
