State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,3429491.1541754515,762492.0670504236,30776316.339560144,22881312.53770732,16325331.400194628,6112311.227946073,999889.818723703,0.0
AL,17260356.029602382,18209139.148758966,387144939.5693565,259084352.40619212,205361478.29158798,76888628.4848457,12577919.20773325,0.0
AR,9253427.254848167,16591396.447580377,211026613.87173277,142299717.88297245,111939309.47890015,41910783.31215571,6856026.135737451,0.0
AZ,10640664.373365246,12104720.648305614,232373652.83065575,156374313.70874265,123262870.92830634,46150395.48652256,7549568.216694433,0.0
CA,37344626.44677439,33116259.639157403,789642223.2000505,587076448.7426838,418866599.85869884,156826404.2283026,25654636.854547117,0.0
CO,5785683.419303857,7800232.319972993,226946641.49168345,152722242.30011433,120384106.532888,45072567.9593806,7373250.498152553,0.0
CT,1519649.6785167705,967160.2066744362,63679594.339916565,43099504.2838214,33778913.82060697,12647038.645232743,2068881.1002548959,0.0
DE,1894520.8559083126,518720.17872352304,38696065.5607298,26205698.320262823,20526372.331602987,7685203.453834656,1257193.294277276,0.0
FL,22421902.383825127,20713249.933349337,524303626.6236732,355068208.31581634,278117459.7194449,104128933.62149596,17034057.442404937,0.0
GA,16889267.810894303,20622185.291170575,480793932.4472986,325602630.7933799,255037692.5711074,95487723.02,15620474.563578507,0.0
HI,1647139.5983200269,114536.40462420136,49408394.533718064,36733730.73109343,26208738.102866806,9812723.567408929,1605226.2430850293,0.0
IA,7425460.486068975,12918850.982725337,219455426.36764437,146986819.07550433,116410383.16941424,43584779.52097489,7129868.828519121,0.0
ID,6445920.898663907,5428162.649843283,107078621.90222163,72057850.83148141,56799977.92319945,21266269.599594712,3478868.411943332,0.0
IL,10196803.277435739,17740925.807570975,280238197.3671419,191137750.8900666,148652672.4284358,55656502.19100248,9104636.169722183,0.0
