State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,116407185.37524895,23202407.58467439,152890118.04407972,114198039.78783041,134091450.86280666,288535524.4663363,167867198.5298213,33853664.87959986
AL,585868099.2760228,554098706.7968953,1923250653.4344738,1436531412.278392,1686777405.341608,3629576426.6616244,2111652725.3289826,425855583.0529424
AR,314088992.61921805,504871275.92659825,1048333743.2423153,783030723.9584422,919435856.5378308,1978425082.230534,1151028722.2671578,232127187.27479103
AZ,361175968.83667564,368343061.28200144,1154381107.9837337,862240561.0147667,1012444175.5982097,2178558661.272102,1267464517.504476,255608715.68817925
CA,1267588297.5427153,1007717964.5946056,3922772673.1694613,2930032074.931519,3440446549.976561,7403089781.700846,4307046573.961327,868599182.0481385
CO,196383396.84691024,237358757.37469745,1127420911.394283,842103212.203715,988798870.0563966,2127679129.9082084,1237863294.5411541,249639056.9877119
CT,51581454.472382076,29430398.40630001,316346212.18928313,236288114.40227002,277449855.6924389,597011472.8065761,347335544.26465476,70046925.30339779
DE,64305703.25352572,15784501.281038068,192233539.89952028,143584778.0522737,168597459.70867154,362784898.62300676,211064771.70673186,42565290.37136221
FL,761066417.7051035,630298055.710776,2604625061.1666617,1945469617.3856306,2284373315.0613346,4915472290.944633,2859774596.0674896,576728816.9121556
GA,573272255.425215,627526985.6423913,2388478473.386477,1784023493.8350983,2094803036.9325314,4507558469.160303,2622454250.050559,528868582.551119
HI,55908843.59830103,3485308.8421682674,245450273.81716156,183333890.33831972,215270834.71364227,463215833.64741796,269494525.6840289,54348779.50723096
IA,252042334.10721084,393116806.03625923,1090206154.1625714,814306436.5421437,956159873.3431828,2057447133.96408,1197002993.446153,241398787.58270392
ID,218793831.28059658,165177380.43461376,531943000.7968217,397323577.33750534,466537947.6346774,1003887731.4209467,584052245.9887029,117785423.12640452
IL,346109995.91185254,539851113.6109757,1392161806.8789287,1039845825.0644327,1220988474.6729128,2627300451.622942,1528538183.7324991,308259266.1398323
IN,654758881.854151,682131223.189012,1966491042.3339584,1468828903.5754342,1724701027.1171002,3711179819.8367004,2159128796.180792,435430050.2895047
KS,232113146.69123074,348022051.19964945,823908041.1581087,615400691.3942178,722604440.7035081,1554886872.9628649,904618257.5883243,182433754.80482718
KY,517011261.8116594,424745852.4924694,1545537887.0075831,1154406847.379974,1355506305.0405583,2916753399.343776,1696939130.3055923,342220571.6278735
LA,585889186.5590533,423219860.04069275,1165088037.8956823,870237875.7428824,1021834625.6331372,2198764860.940645,1279220290.5156717,257979494.51457968
MA,74897419.86870824,34643569.653268166,378089398.3165881,282405881.7883388,331601406.81252056,713533779.9033878,415127104.05526036,83718403.51305419
MD,273058913.3865995,120430199.33306925,915532755.6729198,683837833.8743312,802963400.4930445,1727801808.8126109,1005218507.4838872,202721739.45337856
