State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
ME,165970480.7519819,85710991.34913176,600083145.4835008,448219417.42118645,526299907.1986436,1132482415.427651,658867398.784738,132873344.60752161
MI,342675500.9184685,404044021.26009214,1920719793.745382,1434641037.2529693,1684557584.938255,3624799902.2912593,2108873789.2993717,425295156.8952878
MN,321217323.91992646,240292942.26156005,1646121246.2992585,1229535460.859612,1443722433.9263024,3106575235.724408,1807375652.643489,364492230.7157645
MO,500791497.983826,719986145.8095185,1634461500.048851,1220826459.9207497,1433496311.5957358,3084570854.7969522,1794573715.0363014,361910472.5798163
MS,399902211.638663,509213361.2516246,1410140471.4053497,1053274610.5045645,1236756676.139275,2661230143.9515653,1548278153.043798,312240212.45722455
MT,94660906.53220797,176647532.48116767,526368323.6413524,393159690.1041084,461648704.92456996,993367149.3386087,577931472.3185229,116551050.82229218
NC,661163884.3226492,469099657.95849794,2897893140.446786,2164520008.3593564,2541582609.5794225,5468930498.428167,3181771268.627779,641665669.0230566
ND,236081990.03012046,255928715.3604677,361969436.615888,270365417.5335884,317463490.1365088,683112067.4786595,397428043.7795306,80149045.94644207
NE,130086845.97810793,281515574.38083464,608678132.7042204,454639261.8965061,533838122.3139251,1148702999.7559168,668304379.0482217,134776494.06205082
NH,120781062.05847755,31462084.037065387,421609596.07700473,314912373.3187946,369770577.5598826,795665496.2339554,462910548.2476472,93354858.52421436
NJ,279608719.06141263,115706223.35341762,1334796261.0359035,996997844.3466421,1170676351.3194711,2519039741.7574677,1465553141.9093828,295557115.1717946
NM,419571687.29050666,400534141.42577165,732530490.1656448,547148161.4109606,642462201.6828427,1382438289.1917117,804289326.8556503,162200486.9091392
NV,101407144.45591766,136869344.7755229,519248206.2006828,387841468.92561305,455404041.5438845,979929998.1132755,570113866.7166121,114974479.56521627
NY,382792646.2257544,268957807.96223927,1232937828.7121763,920916842.0096474,1081341925.246596,2326811574.398464,1353716639.3062432,273003123.0066092
OH,509896986.9536784,864763088.085338,2243694359.667552,1675880060.1285434,1967820795.1878893,4234320447.0420194,2463486991.548644,496809762.5834023
OK,753755788.271534,553902336.5086385,1235243706.605484,922639169.1417983,1083364303.3402405,2331163284.1821322,1356248422.2870407,273513705.9753513
OR,573166895.4559762,320858778.82742894,854043709.437894,637909884.2922993,749034414.8060848,1611758515.0192118,937705633.0352383,189106463.52895775
PA,658019688.311981,475540990.39724386,1927500335.2793345,1439705620.5113506,1690504480.3771539,3637596304.8108125,2116318613.4546978,426796549.56907576
RI,9240633.199781273,2287269.7564935214,22890203.589447528,17097353.582973804,20075738.02989861,43198602.136578344,25132532.066836778,5068460.816752957
SC,316013799.8052386,277513444.97584486,1517205995.6910949,1133244938.7591422,1330657890.719739,2863285062.6624002,1665831765.2580721,335947170.2675769
SD,98409681.6895029,155700587.5676005,368368198.65599847,275144837.5499484,323075492.48896766,695187870.3624325,404453629.9836785,81565891.18494593
TN,248210151.74823806,515387957.5959924,1816237096.8167655,1356599898.7513092,1592921698.5747087,3427619452.546348,1994156096.3402483,402160117.01131016
TX,1837194832.5374887,2190759176.038167,4311115285.71759,3220096410.1405177,3781042059.2756634,8135976418.417796,4733432984.345849,954588242.2861872
UT,544023086.1198547,190509803.12254965,444179729.76127666,331770657.6554155,389565609.83665025,838260077.837801,487691666.96643335,98352450.0477206
VA,186929596.24919614,367070455.0851523,1755366291.9372184,1311133736.3916347,1539535181.1839778,3312743356.854123,1927322286.5431223,388681787.597855
VT,132518626.42148848,27036318.31153703,313159847.03042847,233908126.3190483,274655270.14203984,590998135.2571154,343837042.1994094,69341384.74791893
WA,308251248.16394746,201014677.77290785,1021952602.7012503,763325880.5576108,896298001.2202191,1928637599.1620905,1122062842.5197384,226285657.8128115
WI,632720610.3918234,407758014.5961254,1822535335.8210237,1361304232.4689426,1598445402.4855483,3439505298.3361826,2001071167.3305094,403554674.7210544
WV,251694293.88847104,160876313.18673852,636047175.3333176,475081989.0678087,557841977.3787928,1200354059.668042,698354469.9151298,140836675.65035018
WY,80623278.50692134,189268047.7528619,397092035.6736587,296599500.15274835,348267583.30828243,749395747.778653,435991252.73200184,87926062.32601203
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
