State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
KS,3287652.8557593436,5796151.884754597,96340775.8505778,55676523.62226435,48595698.553159185,6648320.83494716,56.009778912778366,0.0
KY,7322952.515119583,7073952.541167073,180722013.22301438,104180412.68364209,91158830.7844322,12471333.273467854,105.06662309717836,0.0
LA,8298540.107733513,7048537.818177503,136235447.6701089,80322866.25339237,68719154.96582136,9401387.644546986,79.2034043658768,0.0
MA,1060847.7797594273,576973.185602041,44210545.111731075,26349859.147458855,22300446.33765154,3050898.1571957665,25.70275044063755,0.0
MD,3867609.091441115,2005711.2026079723,107054580.81439522,63915684.43611353,53999898.152832106,7387663.349616958,62.238481139331185,0.0
ME,2350807.495371467,1427478.2943781088,70168597.93559524,41821078.37632159,35394068.29063905,4842221.365823275,40.794022262111426,0.0
MI,4853659.110881981,6729172.7845343985,224592557.70099708,136882851.01316994,113287774.02617642,15498769.159325805,130.57171210374153,0.0
MN,4549725.284236251,4001971.6721443622,192483372.03952268,111238516.77168436,97091432.38202533,13282965.61256692,111.90434182345304,0.0
MO,7093215.623312834,11991047.813338235,191119980.8066782,110450596.14813049,96403717.87301941,13188880.192769578,111.11170505206472,0.0
MS,5664218.795272652,8480721.188174535,164889794.7193287,95053649.27504627,83172827.85219035,11378777.530553607,95.8622228990343,0.0
MT,1340777.9961010707,2941985.787390794,61549018.43042508,36070564.60278475,31046226.338260047,4247398.077980731,35.782844000510885,0.0
NC,9364731.655246874,7812645.368997332,338854872.7209875,202309335.5717643,170923359.6201586,23383826.31547647,197.00056218406857,0.0
ND,3343867.591215588,4262378.492357154,42325617.19964953,24460496.659256168,21349661.307489272,2920822.2603154387,24.606906481385167,0.0
NE,1842551.3452091282,4688516.205828522,71173626.93241686,41132117.591942474,35901019.98666848,4911576.667884025,41.37831643672951,0.0
NH,1710744.131724824,523986.9630706695,49299425.34726539,29382874.847349785,24867352.045881677,3402073.545183958,28.661280320458562,0.0
NJ,3960380.602397861,1927035.4917338793,156079674.41338307,93117492.66649304,78728873.25260715,10770805.703230122,90.74027278877647,0.0
NM,5942817.438735515,6670717.30291523,85655862.28318301,50198287.363190494,43206071.444479495,5910972.329162793,49.79787551401917,0.0
NV,1436331.7753319356,2279497.8305287696,60716452.677701004,35582642.658040054,30626267.978895232,4189944.063796727,35.298814015799245,0.0
NY,5421878.745204825,4479372.212669076,144169219.2994266,86011687.7569376,72721065.28804147,9948884.47388607,83.81587375898069,0.0
OH,7222185.857190383,14402243.149807349,262358443.2138348,159900096.6999858,132337439.55237219,18104931.837433115,152.52772160379828,0.0
OK,10676204.278737234,9224996.119233724,144438852.58235765,85159500.23417932,72857072.54199624,9967491.334182767,83.97263005238953,0.0
OR,8118341.453443264,5343759.710713781,99864516.25142395,76634049.3957416,50373119.64295804,6891490.244487801,58.058396180935574,0.0
PA,9320197.232527167,7919922.884966443,225385426.6332808,134465463.81223977,113687709.51815149,15553483.486755287,131.03266118528663,0.0
RI,130884.418057965,38093.456619610384,2676584.910642228,1595267.2651602807,1350108.6226622122,184706.79225553258,1.5560901549064754,0.0
SC,4476022.518324323,4621862.527379726,177409110.56580955,105920032.94725999,89487753.1541373,12242715.575968482,103.14059891597769,0.0
SD,1393875.683703718,2593123.7718313895,43073833.83140004,24892900.28694585,21727072.736533627,2972455.4776940923,25.041898287847346,0.0
TN,3515650.9911482334,8583556.333578844,212375269.0803098,122427493.92838556,107125196.71302995,14655673.166248593,123.46892309177306,0.0
TX,26022045.385533772,36486115.990255706,504105013.35846055,297214566.82628316,254277951.3296092,34787470.70012572,293.0722796358977,0.0
UT,7705548.255998655,3172855.7159716804,51938585.863927655,30438407.704256658,26198583.39809946,3584197.691484772,30.195612586038553,0.0
VA,2647672.610083305,6113394.547114508,205257541.46386212,122546612.6580976,103534909.48104163,14164490.718375279,119.33088267612254,0.0
VT,1876995.1069400674,450277.8108399936,36618237.92458908,21824779.791847218,18470775.416880645,2526965.327424586,21.288799506384336,0.0
WA,4366073.661763361,3347809.713265538,119498336.17744781,91700653.45608577,60276704.99345325,8246388.696522249,69.47294199358797,0.0
WI,8961860.848061508,6791027.685396032,213111706.30168012,129885594.79202105,107496664.50648575,14706494.172959486,123.897072307292,0.0
WV,3565000.414136505,2679323.171262931,74373924.15680501,44404080.89517813,37515296.39499451,5132424.128707036,43.23887909025306,0.0
WY,1141948.896916832,3152174.834683776,46432552.880795985,27211618.333966065,23421259.720493395,3204235.2728104964,26.994562036064618,0.0
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
