Area Name,UA,State,UA Number,Census Division,Census Division 2,Census Division 3,Total Number of Census Divisions,Weight Factor - 1st,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck  - 300 mi,Transit Bus,MDV Truck,HDV Truck
"Santa Fe, NM",Santa Fe,NM,303,8,0,0,1,1,2321010.522,1176994.253,942490.7251,0.006639699,397.041212,0.006639699,1390.823023,48.55496994,41.77315967
"Carson City, NV",Carson City,NV,304,8,0,0,1,1,1077233.565,547803.7979,437431.2973,0.003553885,184.2758214,0.003553885,178.6826158,16.56039933,14.38698744
"Las Vegas--Henderson, NV",Las Vegas--Henderson,NV,305,8,0,0,1,1,34723650.28,17657960.28,14100202.49,0.11455628,5939.964539,0.11455628,5759.672614,533.8095039,463.7515362
"Reno, NV--CA",Reno,NV--CA,306,8,9,0,2,0.5,7233671.412,3678526.924,2937370.663,0.023864498,1237.420356,0.023864498,1199.861731,111.2038198,96.60926208
"Albany--Schenectady, NY",Albany--Schenectady,NY,307,2,0,0,1,1,13118751.55,5851703.699,5327120.039,0.574577705,2244.145368,0.574577705,4887.388202,576.5242993,765.2737943
"Buffalo, NY",Buffalo,NY,308,2,0,0,1,1,17173372.26,7660293.402,6973576.344,0.752162794,2937.744773,0.752162794,6397.936314,754.7110231,1001.797442
"Elmira, NY",Elmira,NY,309,2,0,0,1,1,1262029.243,562936.2793,512471.1176,0.055274609,215.8876984,0.055274609,470.1687357,55.46187241,73.61965071
"Glens Falls, NY",Glens Falls,NY,310,2,0,0,1,1,1702117.432,759240.4532,691177.3462,0.07454968,291.1709194,0.07454968,634.1235005,74.80224441,99.2919075
"Ithaca, NY",Ithaca,NY,311,2,0,0,1,1,822958.5476,367085.9653,334178.0621,0.036044103,140.7785341,0.036044103,306.5930382,36.16621583,48.0067488
"Kingston, NY",Kingston,NY,312,2,0,0,1,1,2848065.144,1270397.817,1156511.337,0.124740127,487.2012534,0.124740127,1061.046086,125.1627302,166.140018
"Middletown, NY",Middletown,NY,313,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"Rochester, NY",Rochester,NY,314,2,0,0,1,1,13123570.7,5853853.31,5329076.946,0.574788775,2244.96975,0.574788775,4889.183574,576.7360843,765.5549161
"Saratoga Springs, NY",Saratoga Springs,NY,315,2,0,0,1,1,1421706.08,634161.1621,577310.9523,0.062268167,243.2026479,0.062268167,529.6563088,62.47912376,82.93429464
"Syracuse, NY",Syracuse,NY,316,2,0,0,1,1,8325239.627,3713526.804,3380622.819,0.364630511,1424.148317,0.364630511,3101.566317,365.8658313,485.6474103
"Utica, NY",Utica,NY,317,2,0,0,1,1,3418456.882,1524824.729,1388129.815,0.149722258,584.7747133,0.149722258,1273.545411,150.2294979,199.4134471
"Watertown, NY",Watertown,NY,318,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"Poughkeepsie--Newburgh, NY--NJ",Poughkeepsie--Newburgh,NY--NJ,319,2,0,0,1,1,10866784.49,4847199.273,4412665.731,0.475945601,1858.915002,0.475945601,4048.418333,477.5580426,633.906768
"New York--Newark, NY--NJ--CT",New York--Newark,NY--NJ--CT,320,2,1,0,2,0.666666,237165324.6,105789121.9,96305517.22,10.38741434,40570.43557,10.38741434,88355.89308,10422.60554,13834.88415
"Binghamton, NY--PA",Binghamton,NY--PA,321,2,0,0,1,1,3991544.179,1780454.012,1620842.875,0.174822451,682.809286,0.174822451,1487.048966,175.4147262,232.8441199
"Akron, OH",Akron,OH,322,3,0,0,1,1,13634797.22,7487422.301,5536670.257,0.046679805,2332.422179,0.046679805,1435.565469,208.7861171,433.5701568
"Canton, OH",Canton,OH,323,3,0,0,1,1,5469363.542,3003450.208,2220939.699,0.018724798,935.6108949,0.018724798,575.8523072,83.75094682,173.9191841
"Cleveland, OH",Cleveland,OH,324,3,0,0,1,1,37598601.62,20646922.99,15267631.48,0.128721781,6431.765056,0.128721781,3958.640036,575.7376449,1195.590322
"Columbus, OH",Columbus,OH,325,3,0,0,1,1,29919804.59,16430182.9,12149509.04,0.102432813,5118.199757,0.102432813,3150.163337,458.1542156,951.4138095
"Dayton, OH",Dayton,OH,326,3,0,0,1,1,18135386.13,9958878.914,7364220.484,0.062087926,3102.310666,0.062087926,1909.418503,277.702469,576.6834725
"Lima, OH",Lima,OH,327,3,0,0,1,1,1597834.155,877435.7909,648831.1265,0.005470311,273.3318113,0.005470311,168.2309976,24.46722042,50.80920485
"Lorain--Elyria, OH",Lorain--Elyria,OH,328,3,0,0,1,1,5889810.631,3234334.823,2391670.283,0.020164232,1007.534232,0.020164232,620.1198759,90.18914415,187.288896
"Mansfield, OH",Mansfield,OH,329,3,0,0,1,1,1767636.482,970681.1621,717782.6097,0.006051643,302.3788669,0.006051643,186.1089574,27.06735946,56.20871466
"Middletown, OH",Middletown,OH,330,3,0,0,1,1,1958577.989,1075534.918,795318.0616,0.006705346,335.0420741,0.006705346,206.2125959,29.99119729,62.280425
"Newark, OH",Newark,OH,331,3,0,0,1,1,1548731.132,850471.3214,628891.9044,0.005302203,264.9320545,0.005302203,163.0610927,23.71531854,49.24778774
"Springfield, OH",Springfield,OH,332,3,0,0,1,1,1940267.716,1065480.002,787882.8251,0.00664266,331.9098467,0.00664266,204.2847641,29.71081682,61.69818034
"Cincinnati, OH--KY--IN",Cincinnati,OH--KY--IN,333,3,6,0,2,0.5,41227536.72,22639719,16741230,0.141145727,7052.545004,0.141145727,4340.719346,631.3065878,1310.986094
"Toledo, OH--MI",Toledo,OH--MI,334,3,0,0,1,1,11579845.6,6358964.697,4702217.838,0.039644516,1980.894051,0.039644516,1219.205993,177.3191754,368.2251662
"Youngstown, OH--PA",Youngstown,OH--PA,335,3,2,0,2,0.5,9014724.192,4950352.091,3660601.217,0.03086262,1542.094268,0.03086262,949.1323231,138.0401359,286.6573897
"Lawton, OK",Lawton,OK,336,7,0,0,1,1,1608634.273,778892.7933,653216.7211,0.014091057,275.1793218,0.014091057,296.0804439,66.14080753,59.5134457
"Norman, OK",Norman,OK,337,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"Oklahoma City, OK",Oklahoma City,OK,338,7,0,0,1,1,26878316.35,13014348.41,10914454.56,0.235444374,4597.910779,0.235444374,4947.143031,1105.132209,994.3970777
"Tulsa, OK",Tulsa,OK,339,7,0,0,1,1,17441460.76,8445069.406,7082438.809,0.152780917,2983.605051,0.152780917,3210.223435,717.125277,645.2687506
"Albany, OR",Albany,OR,340,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"Bend, OR",Bend,OR,341,9,0,0,1,1,1212966.384,1291715.711,492548.2052,0.014398566,207.4948146,0.014398566,733.4858632,54.85094379,37.59758916
"Corvallis, OR",Corvallis,OR,342,9,0,0,1,1,698296.3758,743631.82,283556.6023,0.008289155,119.4533327,0.008289155,422.2627491,31.57730977,21.64467259
"Eugene, OR",Eugene,OR,343,9,0,0,1,1,3850251.526,4100221.123,1563468.29,0.045704566,658.6392147,0.045704566,2328.263257,174.1102909,119.3439298
"Grants Pass, OR",Grants Pass,OR,344,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"Medford, OR",Medford,OR,345,9,0,0,1,1,2436660.82,2594855.972,989452.7412,0.02892448,416.8248122,0.02892448,1473.459025,110.1870154,75.5277093
"Salem, OR",Salem,OR,346,9,0,0,1,1,3612306.056,3846827.536,1466845.98,0.042880024,617.9353239,0.042880024,2184.376632,163.3502783,111.9684773
"Portland, OR--WA",Portland,OR--WA,347,9,0,0,1,1,30907966.47,32914602.1,12550771.08,0.36689426,5287.238671,0.36689426,18690.17704,1397.673632,958.0356392
"Altoona, PA",Altoona,PA,348,2,0,0,1,1,1364009.451,691694.9624,553882.1322,0.005110601,233.3328352,0.005110601,986.8576247,31.37588449,27.76438852
"Bloomsburg--Berwick, PA",Bloomsburg--Berwick,PA,349,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"Chambersburg, PA",Chambersburg,PA,350,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"Erie, PA",Erie,PA,351,2,0,0,1,1,2852286.042,1446406.317,1158225.314,0.010686799,487.9232975,0.010686799,2063.622233,65.61024729,58.0582325
"Hanover, PA",Hanover,PA,352,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"Harrisburg, PA",Harrisburg,PA,353,2,0,0,1,1,10168853.08,5156668.412,4129257.332,0.038100137,1739.524106,0.038100137,7357.141251,233.9109597,206.9868266
"Hazleton, PA",Hazleton,PA,354,2,0,0,1,1,959207.2406,486418.0491,389504.4504,0.003593908,164.0857729,0.003593908,693.984179,22.06434534,19.52464661
"Johnstown, PA",Johnstown,PA,355,2,0,0,1,1,1050912.733,532922.2922,426743.2199,0.003937506,179.773276,0.003937506,760.3328866,24.17381821,21.3913103
"Lancaster, PA",Lancaster,PA,356,2,0,0,1,1,6756932.854,3426469.232,2743781.851,0.025316529,1155.867578,0.025316529,4888.625003,155.4276215,137.5372501
"Lebanon, PA",Lebanon,PA,357,2,0,0,1,1,814666.1606,413120.6561,330810.7797,0.003052349,139.3600058,0.003052349,589.4090481,18.73951191,16.58251545
"Monessen--California, PA",Monessen--California,PA,358,2,0,0,1,1,1234697.927,626120.5414,501372.7139,0.004626103,211.212296,0.004626103,893.3010415,28.40137178,25.1322547
"Pittsburgh, PA",Pittsburgh,PA,359,2,0,0,1,1,32372337.7,16416149.38,13145407.03,0.121291013,5537.739738,0.121291013,23421.31007,744.6507996,658.9383678
"Pottstown, PA",Pottstown,PA,360,2,0,0,1,1,1599946.837,811339.809,649689.0215,0.005994599,273.6932149,0.005994599,1157.557768,36.80307868,32.56688989
"Reading, PA",Reading,PA,361,2,0,0,1,1,4663935.306,2365101.322,1893880.156,0.017474593,797.8311641,0.017474593,3374.346207,107.2830509,94.93432157
"Scranton, PA",Scranton,PA,362,2,0,0,1,1,7617769.344,3863003.057,3093340.976,0.028541867,1303.125662,0.028541867,5511.438176,175.2291751,155.0595618
"State College, PA",State College,PA,363,2,0,0,1,1,1058004.236,536518.4232,429622.8603,0.003964076,180.9863764,0.003964076,765.4635722,24.33694184,21.53565771
"Uniontown--Connellsville, PA",Uniontown--Connellsville,PA,364,2,0,0,1,1,1069311.157,542252.2107,434214.2519,0.00400644,182.9205829,0.00400644,773.644103,24.59703143,21.76580989
"Williamsport, PA",Williamsport,PA,365,2,0,0,1,1,1797286.8,911411.7387,729822.6886,0.006733982,307.450967,0.006733982,1300.332766,41.34242837,36.58374138
"York, PA",York,PA,366,2,0,0,1,1,4186358.313,2122920.009,1699950.881,0.015685232,716.1349606,0.015685232,3028.820378,96.29749614,85.21325024
"Allentown, PA--NJ",Allentown,PA--NJ,367,2,0,0,1,1,13300216.99,6744596.294,5400807.551,0.04983257,2275.187563,0.04983257,9622.67566,305.9407481,270.7256841
"East Stroudsburg, PA--NJ",East Stroudsburg,PA--NJ,368,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"Philadelphia, PA--NJ--DE--MD",Philadelphia,PA--NJ--DE--MD,369,2,5,0,2,0.5,97072305.87,49225776.92,39418066.87,0.363705531,16605.57142,0.363705531,70231.58463,2232.924012,1975.905088
"Providence, RI--MA",Providence,RI--MA,370,1,0,0,1,1,24895027.63,12576085.8,10109102.23,1.17112461,4258.641592,1.17112461,1161.486823,677.171794,205.2379093
"Anderson, SC",Anderson,SC,371,5,0,0,1,1,1802932.01,916842.0244,732115.0342,0.012937797,308.4166589,0.012937797,402.1972938,25.30317503,27.20796537
"Charleston--North Charleston, SC",Charleston--North Charleston,SC,372,5,0,0,1,1,11527931.07,5862279.667,4681136.951,0.082724159,1972.013346,0.082724159,2571.645883,161.7882738,173.9674861
"Columbia, SC",Columbia,SC,373,5,0,0,1,1,13185934.65,6705421.476,5354401.022,0.094621954,2255.637976,0.094621954,2941.512605,185.0574567,198.9883431
"Florence, SC",Florence,SC,374,5,0,0,1,1,2116553.734,1076327.56,859467.1351,0.015188339,362.0660277,0.015188339,472.1598925,29.7046862,31.94081661
"Greenville, SC",Greenville,SC,375,5,0,0,1,1,9107106.485,4631221.754,3698114.814,0.06535238,1557.897546,0.06535238,2031.60938,127.8133108,137.4349318
"Hilton Head Island, SC",Hilton Head Island,SC,376,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mauldin--Simpsonville, SC",Mauldin--Simpsonville,SC,377,5,0,0,1,1,1855433.583,943540.5622,753434.3022,0.013314547,317.397785,0.013314547,413.909322,26.04000619,28.00026423
"Rock Hill, SC",Rock Hill,SC,378,5,0,0,1,1,2172793.058,1104926.85,882304.1884,0.015591911,371.6865482,0.015591911,484.7057365,30.49397467,32.7895217
"Spartanburg, SC",Spartanburg,SC,379,5,0,0,1,1,5011444.559,2548461.589,2034992.936,0.035962007,857.2774674,0.035962007,1117.950887,70.33291224,75.62748305
"Sumter, SC",Sumter,SC,380,5,0,0,1,1,1356307.634,689720.8714,550754.662,0.009732831,232.0153321,0.009732831,302.564521,19.03504362,20.46797712
"Myrtle Beach--Socastee, SC--NC",Myrtle Beach--Socastee,SC--NC,381,5,0,0,1,1,5285580.885,2687867.68,2146311.235,0.037929203,904.1723082,0.037929203,1179.1051,74.1802672,79.76446192
"Rapid City, SD",Rapid City,SD,382,4,0,0,1,1,1482536.432,661294.9325,602012.2802,0.062768012,253.6085277,0.062768012,581.8060354,26.6867216,51.70002049
"Sioux Falls, SD",Sioux Falls,SD,383,4,0,0,1,1,2603799.83,1161441.699,1057322.734,0.110240353,445.4162657,0.110240353,1021.834218,46.87026886,90.80148161
"Cleveland, TN",Cleveland,TN,384,6,0,0,1,1,1917983.131,846478.6733,778833.7427,0.009705666,328.0977569,0.009705666,51.82394962,17.66143282,44.90386526
"Jackson, TN",Jackson,TN,385,6,0,0,1,1,2335034.264,1030539.15,948185.3338,0.01181609,399.4401682,0.01181609,63.09268111,21.50177972,54.667876
"Johnson City, TN",Johnson City,TN,386,6,0,0,1,1,3073290.663,1356359.689,1247968.468,0.015551926,525.7292188,0.015551926,83.04038651,28.29989258,71.95195184
"Knoxville, TN",Knoxville,TN,387,6,0,0,1,1,16148396.33,7126899.544,6557365.26,0.081716534,2762.408349,0.081716534,436.3300512,148.6998568,378.066627
"Morristown, TN",Morristown,TN,388,6,0,0,1,1,1534027.353,677024.4317,622921.154,0.007762715,262.4167677,0.007762715,41.44945542,14.12583907,35.91468376
"Murfreesboro, TN",Murfreesboro,TN,389,6,0,0,1,1,0,0,0,0,0,0,0,0,0
"Chattanooga, TN--GA",Chattanooga,TN--GA,390,6,5,0,2,0.5,11507736.13,5078800.256,4672936.409,0.05823317,1968.558718,0.05823317,310.9393029,105.9670992,269.4193836
"Clarksville, TN--KY",Clarksville,TN--KY,391,6,0,0,1,1,3257586.679,1437696.509,1322805.391,0.016484528,557.255622,0.016484528,88.02006923,29.99695219,76.26669442
"Memphis, TN--MS--AR",Memphis,TN--MS--AR,392,6,7,0,2,0.666666,26335769.42,11622973.53,10694143,0.133268205,4505.100559,0.133268205,711.5931136,242.5086096,616.5736407
"Bristol--Bristol, TN--VA",Bristol--Bristol,TN--VA,393,6,5,0,2,0.5,2201594.261,971647.0181,893999.468,0.011140837,376.6133952,0.011140837,59.48712909,20.27301936,51.54377559
"Kingsport, TN--VA",Kingsport,TN--VA,394,6,5,0,2,0.5,3355227.787,1480789.231,1362454.431,0.016978626,573.9584948,0.016978626,90.65833427,30.8960643,78.55267027
"Abilene, TX",Abilene,TX,395,7,0,0,1,1,2103496.692,1018502.74,854165.0735,0.003576642,359.8324385,0.003576642,291.0714829,60.40064512,88.1909594
"Amarillo, TX",Amarillo,TX,396,7,0,0,1,1,3547405.51,1717636.278,1440491.872,0.006031766,606.8331744,0.006031766,490.8724534,101.8616203,148.7281137
"Austin, TX",Austin,TX,397,7,0,0,1,1,24485575.59,11855795.12,9942836.398,0.041633601,4188.599111,0.041633601,3388.193013,703.0886083,1026.579415
"Beaumont, TX",Beaumont,TX,398,7,0,0,1,1,6259724.083,3030927.575,2541880.717,0.010643607,1070.813085,0.010643607,866.1897011,179.7442203,262.444469
"Brownsville, TX",Brownsville,TX,399,7,0,0,1,1,2632901.602,1274837.99,1069140.065,0.004476806,450.39453,0.004476806,364.3279195,75.60218939,110.3867285
"College Station--Bryan, TX",College Station--Bryan,TX,400,7,0,0,1,1,2815195.539,1363103.816,1143164.005,0.004786766,481.5784495,0.004786766,389.5528541,80.83665037,118.029563
"Conroe--The Woodlands, TX",Conroe--The Woodlands,TX,401,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"Corpus Christi, TX",Corpus Christi,TX,402,7,0,0,1,1,6652191,3220958.123,2701249.417,0.011310931,1137.950023,0.011310931,920.4973346,191.0136723,278.8989917
"Dallas--Fort Worth--Arlington, TX",Dallas--Fort Worth--Arlington,TX,403,7,0,0,1,1,105813287.2,51234272.56,42967509.55,0.179917689,18100.83814,0.179917689,14641.92005,3038.365038,4436.315658
"Denton--Lewisville, TX",Denton--Lewisville,TX,404,7,0,0,1,1,7316445.011,3542586.644,2970982.466,0.012440384,1251.579933,0.012440384,1012.413524,210.0873276,306.7484286
"Harlingen, TX",Harlingen,TX,405,7,0,0,1,1,2554080.623,1236673.26,1037133.299,0.004342784,436.9111025,0.004342784,353.4210617,73.33889228,107.0820893
"Houston, TX",Houston,TX,406,7,0,0,1,1,90924586.97,44025237.25,36921668,0.15460196,15553.91837,0.15460196,12581.69526,2610.844947,3812.093733
"Killeen, TX",Killeen,TX,407,7,0,0,1,1,2755918.11,1334401.977,1119093.271,0.004685975,471.4382188,0.004685975,381.3503362,79.13453457,115.5443044
"Lake Jackson--Angleton, TX",Lake Jackson--Angleton,TX,408,7,0,0,1,1,1333340.271,645596.793,541428.3248,0.002267121,228.0864443,0.002267121,184.5010412,38.28606568,55.90147022
"Laredo, TX",Laredo,TX,409,7,0,0,1,1,2667433.059,1291557.951,1083162.224,0.004535521,456.301617,0.004535521,369.1062119,76.59373943,111.8344904
"Longview, TX",Longview,TX,410,7,0,0,1,1,1802901.771,872956.1589,732102.755,0.003065531,308.411486,0.003065531,249.4766423,51.76924235,75.58825144
"Lubbock, TX",Lubbock,TX,411,7,0,0,1,1,3941305.798,1908360.858,1600442.619,0.006701527,674.2153108,0.006701527,545.3784297,113.1722306,165.2427317
"McAllen, TX",McAllen,TX,412,7,0,0,1,1,10834784.63,5246149.36,4399671.576,0.018422728,1853.440981,0.018422728,1499.263982,311.1143381,454.257929
"McKinney, TX",McKinney,TX,413,7,0,0,1,1,2114495.184,1023828.155,858631.2213,0.003595343,361.7138838,0.003595343,292.5933998,60.7164602,88.65208089
"Midland, TX",Midland,TX,414,7,0,0,1,1,2056206.193,995604.9126,834961.8614,0.003496233,351.7427392,0.003496233,284.5276571,59.0427268,86.20826338
"Odessa, TX",Odessa,TX,415,7,0,0,1,1,2268177.471,1098240.362,921036.8542,0.003856654,388.0033819,0.003856654,313.8591957,65.12935485,95.09534672
"Port Arthur, TX",Port Arthur,TX,416,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"San Angelo, TX",San Angelo,TX,417,7,0,0,1,1,1498430.243,725532.5443,608466.2662,0.002547828,256.3273858,0.002547828,207.345376,43.02652514,62.82301331
"San Antonio, TX",San Antonio,TX,418,7,0,0,1,1,32191371.83,15586903.71,13071922.38,0.054736011,5506.782999,0.054736011,4454.483036,924.3559225,1349.651738
"San Marcos, TX",San Marcos,TX,419,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"Sherman, TX",Sherman,TX,420,7,0,0,1,1,1271645.64,615724.5566,516376.0397,0.002162219,217.5327174,0.002162219,175.9640429,36.51454138,53.31486825
"Temple, TX",Temple,TX,421,7,0,0,1,1,6661296.003,3225366.721,2704946.678,0.011326413,1139.507561,0.011326413,921.7572399,191.275117,279.2807269
"Texas City, TX",Texas City,TX,422,7,0,0,1,1,2529547.574,1224794.478,1027171.184,0.00430107,432.7143822,0.00430107,350.0262995,72.63444048,106.0535194
"Tyler, TX",Tyler,TX,423,7,0,0,1,1,2281384.655,1104635.215,926399.8838,0.003879111,390.2626549,0.003879111,315.6867405,65.50859121,95.64906958
"Victoria, TX",Victoria,TX,424,7,0,0,1,1,1165707.105,564429.6395,473357.6708,0.001982089,199.4104539,0.001982089,161.3047916,33.47257992,48.87330146
"Waco, TX",Waco,TX,425,7,0,0,1,1,4185480.629,2026589.109,1699594.481,0.007116705,715.9848202,0.007116705,579.1661368,120.1835644,175.4799775
"Wichita Falls, TX",Wichita Falls,TX,426,7,0,0,1,1,1663000.905,805216.8485,675293.3319,0.002827653,284.4794922,0.002827653,230.1178514,47.75207294,69.72278388
"Texarkana--Texarkana, TX--AR",Texarkana--Texarkana,TX--AR,427,7,0,0,1,1,1837269.516,889596.8517,746058.4353,0.003123968,314.2905679,0.003123968,254.2322811,52.75609151,77.02914954
"El Paso, TX--NM",El Paso,TX--NM,428,7,8,0,2,0.5,12102494.35,5859968.165,4914449.361,0.020578255,2070.300405,0.020578255,1674.683393,347.515862,507.4077805
"Logan, UT",Logan,UT,429,8,0,0,1,1,1466592.146,693146.9413,595537.7981,0.023881907,250.8810355,0.023881907,270.485853,121.0325298,51.89734916
"Ogden--Layton, UT",Ogden--Layton,UT,430,8,0,0,1,1,8810941.125,4164264.009,3577851.204,0.14347689,1507.234331,0.14347689,1625.01547,727.1350096,311.7870835
"Provo--Orem, UT",Provo--Orem,UT,431,8,0,0,1,1,7973502.005,3768470.014,3237793.028,0.129840076,1363.978693,0.129840076,1470.565281,658.0241968,282.1531661
"Salt Lake City--West Valley City, UT",Salt Lake City--West Valley City,UT,432,8,0,0,1,1,17698076.5,8364539.265,7186642.542,0.288194523,3027.502751,0.288194523,3264.083564,1460.558054,626.2704037
"St. George, UT",St. George,UT,433,8,0,0,1,1,2033572.117,961115.3966,825770.8617,0.033114579,347.8708648,0.033114579,375.054844,167.8233301,71.9607032
"Blacksburg, VA",Blacksburg,VA,434,5,0,0,1,1,1288096.142,650700.5268,523056.0806,0.065442899,220.3468052,0.065442899,531.4592946,36.7276638,9.175019487
"Charlottesville, VA",Charlottesville,VA,435,5,0,0,1,1,2056217.695,1038728.317,834966.532,0.104468015,351.7447069,0.104468015,848.3807771,58.62922009,14.64629604
"Fredericksburg, VA",Fredericksburg,VA,436,5,0,0,1,1,5837632.173,2948964.916,2370482.222,0.296586226,998.6083783,0.296586226,2408.565461,166.4492152,41.58104913
"Harrisonburg, VA",Harrisonburg,VA,437,5,0,0,1,1,1373436.347,693811.3746,557710.1037,0.069778686,234.9454372,0.069778686,566.6700556,39.1609809,9.782891853
"Lynchburg, VA",Lynchburg,VA,438,5,0,0,1,1,3006470.013,1518762.116,1220834.665,0.152746451,514.2986155,0.152746451,1240.448116,85.72389614,21.4148774
"Richmond, VA",Richmond,VA,439,5,0,0,1,1,26620924.31,13447947.64,10809935.59,1.352500335,4553.880283,1.352500335,10983.60378,759.046104,189.6189977
"Roanoke, VA",Roanoke,VA,440,5,0,0,1,1,5143303.778,2598214.815,2088536.894,0.261310239,879.8338252,0.261310239,2122.09051,146.6517334,36.63539612
"Staunton--Waynesboro, VA",Staunton--Waynesboro,VA,441,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"Virginia Beach, VA",Virginia Beach,VA,442,5,0,0,1,1,36712301.88,18545754,14907732.51,1.865201975,6280.151123,1.865201975,15147.2343,1046.782951,261.4991803
"Williamsburg, VA",Williamsburg,VA,443,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"Winchester, VA",Winchester,VA,444,5,0,0,1,1,1880544.418,949984.4023,763631.037,0.095542774,321.6933434,0.095542774,775.899234,53.62022359,13.39498747
"Burlington, VT",Burlington,VT,445,1,0,0,1,1,3123000.512,1588134.27,1268154.103,0.013725509,534.2327821,0.013725509,555.6122143,22.40869376,53.88041965
"Bellingham, WA",Bellingham,WA,446,9,0,0,1,1,1703561.179,1814161.356,691763.6071,0.010658988,291.4178955,0.010658988,391.9725107,34.62311701,27.64599057
"Bremerton, WA",Bremerton,WA,447,9,0,0,1,1,3427518.181,3650042.692,1391809.328,0.02144559,586.3247811,0.02144559,788.6378979,69.660758,55.62297173
"Kennewick--Pasco, WA",Kennewick--Pasco,WA,448,9,0,0,1,1,3438103.692,3661315.445,1396107.778,0.021511822,588.1355803,0.021511822,791.0735189,69.87589755,55.79475713
"Marysville, WA",Marysville,WA,449,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mount Vernon, WA",Mount Vernon,WA,450,9,0,0,1,1,1388390.781,1478529.174,563782.6376,0.008687002,237.503604,0.008687002,319.4549319,28.21760502,22.53129439
"Olympia--Lacey, WA",Olympia--Lacey,WA,451,9,0,0,1,1,4032116.948,4293893.78,1637318.224,0.025228495,689.7498312,0.025228495,927.7500705,81.94860191,65.43461338
"Seattle, WA",Seattle,WA,452,9,0,0,1,1,69022477.93,73503619.19,28027897.61,0.431865759,11807.25736,0.431865759,15881.38677,1402.810395,1120.121072
"Spokane, WA",Spokane,WA,453,9,0,0,1,1,7307777.071,7782219.345,2967462.683,0.045723926,1250.097174,0.045723926,1681.446937,148.5230021,118.5931791
"Wenatchee, WA",Wenatchee,WA,454,9,0,0,1,1,883884.549,941268.9206,358918.2305,0.005530365,151.2007778,0.005530365,203.3730577,17.96403824,14.34398964
"Yakima, WA",Yakima,WA,455,9,0,0,1,1,2245797.075,2391600.794,911948.8663,0.014051696,384.1749071,0.014051696,516.7356061,45.64350015,36.4455856
"Longview, WA--OR",Longview,WA--OR,456,9,0,0,1,1,1362190.113,1450627.482,553143.3551,0.008523068,233.0216144,0.008523068,313.4264184,27.68510357,22.10610073
"Walla Walla, WA--OR",Walla Walla,WA--OR,457,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"Appleton, WI",Appleton,WI,458,3,0,0,1,1,3962145.715,2014863.388,1608905.066,0.078632979,677.7802695,0.078632979,1915.863239,105.6449295,82.68190199
"Eau Claire, WI",Eau Claire,WI,459,3,0,0,1,1,2318560.501,1179053.726,941495.8474,0.046014289,396.6221019,0.046014289,1121.121017,61.82108844,48.38362996
"Fond du Lac, WI",Fond du Lac,WI,460,3,0,0,1,1,971546.133,494058.7434,394514.8937,0.019281362,166.1965125,0.019281362,469.7832072,25.90488339,20.27418675
"Green Bay, WI",Green Bay,WI,461,3,0,0,1,1,3967515.534,2017594.093,1611085.584,0.078739549,678.6988518,0.078739549,1918.459771,105.788108,82.79395915
"Janesville, WI",Janesville,WI,462,3,0,0,1,1,1458544.263,741711.0947,592269.8011,0.028946356,249.5043329,0.028946356,705.2671802,38.88998964,30.4368447
"Madison, WI",Madison,WI,463,3,0,0,1,1,6909543.3,3513698.593,2805752.242,0.137127206,1181.973723,0.137127206,3341.053298,184.2330563,144.1880796
"Milwaukee, WI",Milwaukee,WI,464,3,0,0,1,1,27160023.48,13811641.69,11028847.13,0.539019436,4646.100714,0.539019436,13133.00779,724.1830492,566.7743089
"Oshkosh, WI",Oshkosh,WI,465,3,0,0,1,1,1392520.853,708136.3195,565459.7323,0.027636051,238.2101081,0.027636051,673.3420989,37.12957016,29.05907076
"Racine, WI",Racine,WI,466,3,0,0,1,1,1517844.401,771866.8953,616349.7564,0.03012323,259.6484483,0.03012323,733.941278,40.47114271,31.67431765
"Sheboygan, WI",Sheboygan,WI,467,3,0,0,1,1,905747.8607,460598.4572,367796.2465,0.017975526,154.9408006,0.017975526,437.9669893,24.15046688,18.90111097
"Wausau, WI",Wausau,WI,468,3,0,0,1,1,1806301.276,918555.3915,733483.1889,0.035847962,308.9930188,0.035847962,873.4222468,48.16243132,37.69382445
"West Bend, WI",West Bend,WI,469,3,0,0,1,1,0,0,0,0,0,0,0,0,0
