State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
OR,658590874.7956539,362993227.1707215,861724676.7510003,690727988.0920669,859489537.7132547,1679826751.688677,1032530160.3803087,277963360.5379798
PA,756090007.2803268,537987956.5305518,1944835610.232503,1558911571.5425386,1939792186.0205739,3791220289.965231,2330329178.3511047,627338701.0173147
RI,10617844.036278872,2587628.84205242,23096070.207022425,18512994.58443339,23036176.614023283,45022977.59147556,27674033.781515155,7450017.1759808175
SC,363112047.31330556,313955882.22077614,1530851224.459343,1227076301.327607,1526881358.6604736,2984208118.7413797,1834287306.327714,493801230.630603
SD,113076520.75874236,176146836.1878254,371681175.8944057,297926514.4927504,370717340.3570979,724547239.0573177,445353591.49085116,119891878.87050165
TN,285203039.9330521,583067537.239855,1832571710.4898157,1468924815.9426663,1827819534.063216,3572375636.512284,2195813101.0824294,591126159.9035367
TX,2111007738.7989252,2478444710.6920934,4349887975.232169,3486716667.237206,4338607774.347108,8479577251.436777,5212096575.186509,1403127903.7444448
UT,625103513.544121,215527119.11400393,448174529.7103667,359240885.2507773,447012321.35489035,873661712.0386577,537008990.2084104,144566066.23719072
VA,214789317.5529925,415273316.12157327,1771153452.4767764,1419694084.457091,1766560425.1445355,3452648061.3978133,2122220790.3214428,571314665.0012041
VT,152269014.12757903,30586666.416249424,315976298.97750276,253275447.26640132,315156897.4222294,615957333.9007245,378607212.98824257,101923350.31392035
WA,354192576.0098952,227411470.11818293,1031143683.2632258,826528264.7581145,1028469105.683904,2010088361.994156,1235530304.95675,332612226.538543
WI,727020390.7496904,461303873.8222632,1838926590.386892,1474018624.825013,1834157736.2544963,3584763448.6678586,2203427451.585479,593175989.0856322
WV,289206453.665143,182002226.37632823,641767564.8120497,514418225.0758686,640103307.0019739,1251047748.244374,768974854.603094,207012679.1027118
WY,92639257.32927348,214122299.2407663,400663345.0729997,321157596.4938928,399624342.95104104,781044438.7230772,480080424.2271926,129240552.15737045
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
