State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,133756346.81028706,26249295.213522166,154265157.73609552,123653488.06942472,153865025.20476326,300721037.48451215,184842598.05451784,49760744.719437875
AL,673185047.9782276,626861694.3764741,1940547710.3415012,1555474567.202316,1935515533.4116771,3782861714.077625,2325191457.039603,625955595.3841325
AR,360900369.6004015,571169828.7456335,1057762096.7055248,847864761.9328812,1055019090.6770059,2061978483.98096,1267425329.799836,341198560.02303964
AZ,415005121.81898034,416713038.08274215,1164763215.2309117,933633084.453741,1161742745.634463,2270564160.3415527,1395635576.2726533,375713533.3695429
CA,1456507855.5265448,1140049206.0179737,3958052704.327577,3172634897.1813617,3947786318.3790493,7715739141.173963,4742592273.209288,1276734507.6265445
CO,225652099.1531738,268528171.96257526,1137560547.8920174,911828386.3993417,1134610620.3839216,2217535870.370067,1363040959.7778807,366938865.58357054
CT,59269081.12369786,33295131.688351512,319191321.20858693,255852495.5962423,318363582.3374298,622224628.4044526,382459497.5125723,102960408.59388068
DE,73889733.85561165,17857286.24980538,193962422.2242069,155473430.63561332,193459430.96421322,378106131.9898329,232408481.8340804,62565768.15570865
FL,874494674.7408532,713067369.2582386,2628050162.9103065,2106552238.4425802,2621234996.098042,5123063892.369002,3148966390.199911,847720786.8859956
GA,658711937.4649386,709932408.5427638,2409959627.0794864,1931738563.680453,2403710021.5349774,4697922939.90522,2887647265.837603,777372099.0047286
HI,64241418.17354249,3942991.7078434057,247657766.8404675,198513696.59049487,247015392.82287174,482778494.3685743,296746885.187677,79886055.24662188
IA,289606365.30334294,444740014.90511686,1100011094.401956,881730075.4333494,1097158569.5689018,2144337817.1182542,1318048702.3396397,354826677.91525424
ID,251402552.87833288,186868100.03666586,536727113.4659075,430221511.03542954,535335270.1224584,1046284199.0401161,643113934.6675256,173130158.6610751
IL,397693737.70578337,610743139.5129523,1404682430.2791605,1125943838.6609695,1401039693.452493,2738257339.566374,1683110051.166168,453103399.71578175
IN,752343214.8632718,771707150.9284326,1984176984.9013622,1590446212.471382,1979031455.621772,3867911404.5906196,2377468497.2149673,640028890.5998102
KS,266706960.12430665,393723518.9674523,831317987.5021645,666355162.7430576,829162231.7869878,1620553290.5290334,996096857.7817293,268155295.24905095
KY,594065885.3384508,480522516.12708735,1559437924.8085825,1249990411.5955148,1555394031.6814544,3039934545.181015,1868540371.991357,503022362.95770866
LA,673209278.0799451,478796133.80171394,1175566439.3664417,942292564.9860895,1172517941.183202,2291623713.8893585,1408580139.8595798,379198288.13350475
MA,86060024.85895258,39192884.77974618,381489804.3142106,305788760.5112214,380500510.6868485,743667938.1842527,457106409.75992006,123055808.59112048
MD,313755225.68337876,136244820.42997488,923766742.3111616,740458810.9762052,921371192.7385843,1800770818.3411767,1106870205.5142586,297976150.0533647
ME,190706485.27554172,96966364.66523716,605480086.8842902,485331464.1407229,603909933.2794616,1180309729.7300143,725494693.6113766,195307556.93801042
MI,393747370.460734,457102167.29061055,1937994085.480745,1553427630.951994,1932968321.4554625,3777883466.193304,2322131503.933581,625131837.5114079
MN,369091097.2652157,271847667.36516374,1660925896.2135162,1331339586.6736665,1656618819.3222716,3237772990.478793,1990144675.2014089,535758976.4467472
MO,575428750.9661772,814533096.2758906,1649161286.204309,1321909490.446772,1644884717.0437348,3214839314.3779135,1976048154.6889539,531964107.915167
MS,459503068.7986637,576082106.8841404,1422822791.2773037,1140484541.3866057,1419133164.896392,2773619960.156908,1704846204.774334,458954903.6562283
MT,108769033.48090336,199844486.4791164,531102299.5785599,425712858.7441729,529725042.529656,1035319308.7910097,636374203.9922756,171315782.42346153
NC,759702809.7949377,530700762.90049225,2923955794.403886,2343739746.956601,2916373273.045738,5699895901.76058,3503524648.4076967,943170013.2036357
ND,271267314.2326976,289536694.78471345,365224865.5831084,292751363.9812946,364277772.4092063,711961447.4866501,437617550.0354384,117809289.74844092
NE,149474804.58370265,318483562.1975596,614152375.0696652,492282871.2851789,612559768.4949856,1197215346.3150892,735885978.8950329,198104953.74886027
NH,138782099.85690048,35593613.67598185,425401407.7637081,340986751.7524827,424298240.92409074,829268264.1440927,509721906.0919493,137220218.25004774
NJ,321281205.0853907,130900502.62075898,1346800959.436211,1079548106.371162,1343308382.206684,2625424533.1042576,1613755711.1216528,434432792.14770204
NM,482104055.1414184,453131377.9835598,739118617.8282772,592451397.7747796,737201931.8580073,1440821809.9069765,885622266.0861709,238414867.37578857
NV,116520721.11495799,154842717.23021972,523918146.2468224,419954294.9892477,522559519.17904305,1021314676.0346364,627766050.9839551,168998415.59968135
NY,439843518.0779322,304276738.3263207,1244026447.4115815,997167685.5212584,1240800389.0896618,2425078131.9848,1490609856.0675297,401281183.58397806
OH,585891309.0686073,978321818.8056679,2263873373.3165503,1814640961.7210186,2258002512.593779,4413145453.16905,2712604605.1841702,730249556.6716142
OK,866094479.4885947,626639537.1865872,1246353064.0540588,999032624.849954,1243121000.8339722,2429613624.39391,1493397663.0243335,402031678.0682834
