State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,8292289.76510272,1788058.50687256,54004443.37312756,32501528.499967255,37197314.94389832,23146903.131905988,9700877.711394515,0.0
AL,41734434.413700074,42700780.1979013,679340387.2461425,397492996.0150037,467918270.50403357,291171959.2004275,122030301.55239227,0.0
AR,22374193.916224957,38907142.567069516,370297695.88484824,217092516.44147652,255054826.35771117,158713260.06328958,66516800.03483678,0.0
AZ,25728444.340706717,28385801.851347983,407756302.8349025,238926717.38402095,280855690.6125659,174768380.40275174,73245508.3275742,0.0
CA,90296912.79102428,77658263.37400845,1385617052.3248255,833906791.7990067,954388762.6218795,593890829.8060362,248899918.96693844,0.0
CO,13989411.619740037,18291694.245767407,398233286.5545882,233346661.3465516,274296396.99643433,170686721.52883998,71534883.22278997,0.0
CT,3674415.5063248407,2268009.215810577,111741380.93948337,65572847.53744809,76965581.44765088,47893467.382393666,20072174.13075188,0.0
DE,4580829.982341625,1216408.7579834976,67901684.90021923,39852657.021365516,46769536.809828214,29103338.043648057,12197222.3128908,0.0
FL,54214722.6200462,48572967.96748495,920018589.25865,539974602.174962,633693307.3058358,394329125.2489703,165263517.12288186,0.0
GA,40837166.88927546,48359419.63674236,843670218.9202626,495164441.40049654,581105835.8438414,361605453.74796283,151549011.39872107,0.0
HI,3982677.9597361092,268590.0634050296,86698902.34145726,52178055.53327679,59716685.7809001,37160110.70190703,15573819.426590364,0.0
IA,17954287.450147457,30294953.08461054,385088158.25529665,225369984.0696799,265242265.74119616,165052568.8196168,69173607.24007946,0.0
ID,15585823.520662744,12729145.419552332,187895583.03034186,110098297.81239037,129419320.7269789,80533903.4681692,33751795.85424003,0.0
IL,24655216.66422701,41602810.94166906,491746193.58286935,289149527.22323287,338706471.1341954,210767354.08788228,88332694.69825496,0.0
IN,46641883.463696554,52567412.755569324,694613571.5003353,408436686.28889203,478438094.0310234,297718348.3861333,124773896.2604978,0.0
KS,16534627.690282831,26819793.892329387,291024985.43958247,170320210.90847296,200453129.68081057,124736168.60908483,52276985.43381689,0.0
KY,36829403.45085632,32732397.792617977,545922760.9195706,319428195.209124,376022446.057984,233987854.7681041,98064417.1758803,0.0
LA,41735936.570638955,32614799.488439173,411538232.6638014,241270392.80483446,283460614.6300899,176389362.5929231,73924862.70641226,0.0
MA,5335333.09140507,2669754.3865178614,133550615.93465531,78371093.17593087,91987415.24117573,57241122.441730365,23989780.650387276,0.0
