State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,413695.71550046734,100966.51167496067,8063921.875210264,8587455.28228357,3274509.7463131,0.0,1379.4462869683314,0.0
AL,2082097.6105349737,2411190.0174475745,101438535.57661839,44768671.659057826,41191057.969283186,0.0,17352.47586683319,0.0
AR,1116230.6700705148,2196974.2316263295,55292551.89803338,26772381.336175468,22452598.487778842,0.0,9458.561952728753,0.0
AZ,1283571.5455864025,1602864.4381673231,60885837.400458746,28776120.248484153,24723859.06998009,0.0,10415.371423649849,0.0
CA,4504840.882644395,4385138.364027608,206899783.8142043,220332323.2682347,84015615.36606777,0.0,35393.09320870779,0.0
CO,697920.5760289041,1032879.2673855062,59463868.40384492,28104063.287732422,24146441.35552986,0.0,10172.123800146903,0.0
CT,183313.6558170268,128067.94525290132,16685134.114128307,8428738.5138254,6775317.906636005,0.0,2854.2248340606307,0.0
DE,228533.95030957574,68687.09753757082,10139025.736462392,5155981.939590615,4117145.367737958,0.0,1734.4217225913087,0.0
FL,2704729.224411382,2742775.540357901,137376446.08119518,69859816.25162764,55784334.049519755,0.0,23500.156568174632,0.0
GA,2037333.6501540374,2730717.0814505257,125976167.97417329,64062451.7361467,51155033.0279774,0.0,21549.98004171681,0.0
HI,198692.62348919117,15166.50695060822,12945845.406044535,13786327.57560848,5256908.190873338,0.0,2214.567384628655,0.0
IA,895725.0654997829,1710668.7071784572,57501041.373679005,25648710.182519056,23349397.889592595,0.0,9836.354864204997,0.0
ID,777564.2911297363,718778.1633969198,28056414.670018855,13260140.563981375,11392843.917840928,0.0,4799.440922232968,0.0
IL,1230029.0737127427,2349190.8572959197,73427165.73543361,40321846.31589652,29816505.36551574,0.0,12560.740516942238,0.0
IN,2326926.3253447474,2968330.3277326454,103719167.53442329,56956417.85227683,42117152.205489464,0.0,17742.60979549789,0.0
KS,824899.3735906702,1514436.4811012067,43455607.16370221,19383653.709920354,17645980.628510375,0.0,7433.6875070461865,0.0
KY,1837389.5321625145,1848304.1864551827,81516727.76310425,35976422.56172715,33101426.786865678,0.0,13944.572870771253,0.0
LA,2082172.5519452684,1841663.7490723047,61450555.4327411,29754056.322071277,24953173.630450696,0.0,10511.974319109839,0.0
MA,266175.5079967269,150753.33743257736,19941671.73485146,10073825.923837183,8097697.307628439,0.0,3411.3010005776396,0.0
MD,970415.2040366597,524058.4229292313,48288192.462116934,24555914.414417867,19608344.33991785,0.0,8260.368612121443,0.0
ME,589837.1012520317,372975.94127446465,31650348.182545323,15988634.366223712,12852229.375302618,0.0,5414.2333631464635,0.0
MI,1217823.3334992738,1758219.0658835392,101305042.22267835,55630723.3517124,41136850.4385654,0.0,17329.64000002097,0.0
MN,1141563.8151702986,1045647.529108119,86821823.12780361,38727433.89900255,35255662.2502994,0.0,14852.08340301881,0.0
MO,1779746.640270793,3133058.038543376,86206849.94223553,38453121.14518387,35005940.62338236,0.0,14746.883665053954,0.0
MS,1421199.482152083,2215869.0470484854,74375424.81591807,32824694.817994524,30201564.106458835,0.0,12722.953430541915,0.0
MT,336412.3213831208,768691.1405866927,27762387.9534514,13121176.42201577,11273448.744618462,0.0,4749.143552725112,0.0
NC,2349688.855599626,2041312.1319054384,152844363.93287858,77725690.85923831,62065378.00649361,0.0,26146.15958883352,0.0
ND,839004.1170349811,1113687.4280443466,19091452.99848835,8515865.682139771,7752449.724435988,0.0,3265.8592275927454,0.0
NE,462311.4170369609,1225030.0070667418,32103677.234113246,14320052.18513875,13036312.309319222,0.0,5491.781612588084,0.0
NH,429239.89379279665,136908.93342235175,22237069.335096646,11233379.453667456,9029787.415949574,0.0,3803.9607652429618,0.0
NJ,993692.3457036138,503501.7899952957,70401521.31587917,35700909.25831554,28587884.566171154,0.0,12043.161842618856,0.0
NM,1491102.1928573798,1742945.636952627,38636055.29113728,18260334.758514326,15688909.388816904,0.0,6609.23596328552,0.0
NV,360387.55723981827,595594.2393821549,27386849.658717886,12943687.93555404,11120954.235701647,0.0,4684.902491249226,0.0
NY,1360394.3533056283,1170384.2180430354,65029174.386411674,32976569.40530943,26406340.31828571,0.0,11124.146992698568,0.0
OH,1812106.341798032,3763062.609371576,118339776.88004088,64985189.72674759,48054130.333876446,0.0,20243.668883786526,0.0
OK,2678748.215897746,2410335.5016853902,65150794.95863925,31545694.078368388,26455726.678405695,0.0,11144.95188289067,0.0
OR,2036959.2147811798,1396234.0554653108,45045041.75303452,47969497.68721491,18291400.949311163,0.0,7705.582538389454,0.0
PA,2338514.7995126816,2069341.9328864592,101662673.09980296,51553571.56288089,41282073.29818078,0.0,17390.81773532684,0.0
RI,32839.98621681212,9953.176097354142,1207304.2194705044,609887.31064129,490248.9749848236,0.0,206.52622040125146,0.0
SC,1123071.1798161203,1207614.527926572,80022407.35861026,40693662.076403394,32494629.398849465,0.0,13688.948546376829,0.0
SD,349734.97166412364,677539.3947838539,19428944.65490937,8666406.011110634,7889494.668004593,0.0,3323.591881071003,0.0
TN,882105.9970736583,2242738.131716429,95794290.2720551,42277652.211992614,38899104.18454511,0.0,16386.949009833734,0.0
TX,6529147.048013822,9533205.169221302,227382326.67842948,110097402.81418009,92332943.74878228,0.0,38896.91739693478,0.0
UT,1933385.9772971529,829013.5491750515,23427492.546253543,11072399.944135096,9513181.534598019,0.0,4007.599251516253,0.0
