State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,6402904.482060213,1372047.7659571317,46157208.30773094,29134735.45085446,30580384.630169272,14381799.069100864,5792720.723485777,0.0
AL,32225308.658207435,32765991.632807333,580626709.6948246,350052395.0389639,384681043.1243091,180913039.9826479,72868401.98649879,0.0
AR,17276268.746851638,29854983.95815488,316490455.45180494,191424022.95849174,209683553.07819435,98612855.58696787,39719421.01374751,0.0
AZ,19866258.446349446,21781544.544179264,348506017.91972846,210604974.949237,230894739.4423557,108588337.55259216,43737359.300285056,0.0
CA,69722902.1179401,59590246.27039887,1184276902.4951284,747523420.9295512,784615112.453859,369000489.3777204,148626522.4207691,0.0
CO,10801946.012352066,14035937.934364531,340366772.8378914,205686364.02596495,225502267.64618394,106052292.1274788,42715887.45109765,0.0
CT,2837205.667053479,1740332.8614597854,95504460.8990098,57855244.56621002,63274306.64821302,29757511.0022679,11985771.031424245,0.0
DE,3537095.019149738,933398.3829204215,58035025.10350745,35165658.62839807,38449784.68547317,18082693.72359015,7283372.140425521,0.0
FL,41861982.671953544,37271952.7518481,786332504.1459591,476469172.8812401,520966699.3626198,245007386.6947582,98684410.7259907,0.0
GA,31532482.13905673,37108088.70098341,721078164.7917696,436929053.48509324,477733922.37171674,224675281.5466601,90495017.5716582,0.0
HI,3075231.001491767,206099.74172361864,74100926.61778161,46772995.43938508,49093845.15449928,23088585.218283802,9299651.97172524,0.0
IA,13863431.07190289,23246511.53178289,329131722.88399845,198499822.10121155,218058748.52817842,102551640.15140572,41305890.05438273,0.0
ID,12034617.952815259,9767574.980523137,160592836.87669608,97047536.19271396,106397133.24977396,50037899.72806625,20154333.774362348,0.0
IL,19037564.021207407,31923476.547695253,420291554.1461053,255446022.71306652,278454585.7904832,130955476.83178797,52746426.28871649,0.0
IN,36014603.10012883,40337047.672772214,593680685.903784,360828973.31543297,393329601.4501414,184980489.237541,74506694.76734897,0.0
KS,12767238.572975514,20579884.915378474,248736692.6419969,150013462.10824504,164794846.98492122,77501966.60703899,31216348.24116378,0.0
KY,28437881.34605451,25116858.924450144,466595748.42176396,281304591.26808596,309132418.855811,145383004.0549243,58557565.460704796,0.0
LA,32226468.551031936,25026621.110693615,351738409.7688277,212743165.76420298,233036283.54009828,109595497.77704148,44143024.67469382,0.0
MA,4119685.7721986286,2048607.7651244884,114144638.90040533,69147199.38043387,75623932.28595959,35565462.76430454,14325105.795545576,0.0
MD,15019434.880703762,7121501.738373599,276398002.58754885,167480203.32944417,183121204.27331087,86120759.277498,34687837.355544545,0.0
ME,9129102.56932057,5068421.187300602,181164227.9746738,109746713.58238147,120026235.49362534,56447588.48358277,22736036.988736045,0.0
MI,18848651.770508572,23892679.873636186,579862414.8454589,352430464.35707027,384174621.0420673,180674958.3326661,72772507.13349013,0.0
MN,17668358.15514539,14209447.59297357,496961716.64578444,299718336.114531,329250699.5334163,154844506.29040566,62368482.28769156,0.0
MO,27545723.373362254,42575555.113105826,493441655.4563163,297595382.077247,326918562.93171716,153747717.30498022,61926716.11819931,0.0
MS,21996371.22942962,30111748.19471333,425719456.0976624,256660798.9839086,282050759.4906152,132646672.45994923,53427608.37975029,0.0
MT,5206764.004791687,10445849.268793898,158909849.75640786,96030493.61071235,105282108.39326404,49513510.58091355,19943119.5955738,0.0
NC,36366906.25805634,27739670.349483404,874869709.2142092,530117278.0348018,579625008.986097,272594023.5495962,109795794.09551843,0.0
ND,12985542.320474032,15134051.105392648,109278069.88601176,65905763.32741486,72399703.53546573,34049119.30455333,13714350.900346491,0.0
NE,7155345.664318513,16647100.672711842,183759082.3844142,110825370.59377897,121745406.92801726,57256089.222006604,23061686.0233192,0.0
NH,6643486.835535651,1860474.2614695064,127283323.24425305,77106427.55507745,84328668.528655,39659245.821525335,15974005.341358831,0.0
NJ,15379702.8484988,6842154.835873852,402973045.01007473,244150838.27046636,266980617.59817454,125559317.10676551,50572953.68517168,0.0
NM,23078278.445079405,23685127.15446753,221149915.1942231,133642663.12392044,146517848.82013258,68906418.84516509,27754221.742894504,0.0
NV,5577836.605675565,8093611.753088697,156760296.40768516,94731501.32397349,103857970.68874647,48843747.6138013,19673351.550507028,0.0
NY,21055270.276638202,15904511.555734806,372222132.805998,225519664.0885327,246607300.73836717,115977873.42321232,46713726.67748268,0.0
OH,28046565.103608392,51136773.57660925,677367950.1865084,411692662.10925496,448774690.1793902,211055973.00774854,85009413.82807648,0.0
OK,41459866.068790354,32754379.500992145,372918305.66135037,225553475.86281556,247068541.8533247,116194780.56430526,46801092.8328047,0.0
OR,31526686.879794184,18973615.952195197,257834017.69018745,162746538.86241114,170821930.54529217,80336683.5116454,32358119.39786201,0.0
PA,36193961.72147736,28120571.156872284,581909540.8333337,352563785.4722728,385530919.55336463,181312783.7449231,73029411.32647702,0.0
RI,508275.25415398035,135255.07420234737,6910519.138350613,4186294.242857665,4578407.154412565,2153196.2732955804,867267.3435446244,0.0
SC,17382141.56319669,16410439.339652,458042275.5214764,277545469.64759403,303465482.08145,142717921.90903312,57484120.02441969,0.0
SD,5412963.039494761,9207175.701518439,111209847.2535722,67070821.07523652,73679558.76034105,34651027.062683664,13956788.131418608,0.0
TN,13652644.276197458,30476875.86903167,548319465.103111,330574771.7095391,363276611.77022165,170846672.49565807,68813856.705207,0.0
TX,101053753.59563868,129548031.69730979,1301519529.517444,787202583.861844,862292162.8403918,405530578.2435094,163340161.63842925,0.0
UT,29923649.860893507,11265578.747090131,134097229.92620648,81036028.92698304,88843071.20023586,41782335.223400354,16829146.19800434,0.0
VA,10281945.61869528,21706290.43604597,529942521.3293989,321112599.9257284,351101353.0958339,165120774.69106677,66507571.7464302,0.0
VT,7289104.227847979,1598761.6803849377,94542501.89650491,57272503.4792629,62636982.60769659,29457781.488784354,11865045.567533797,0.0
WA,16955167.261429783,11886772.463435499,308525362.9662949,194743251.5843101,204406302.14829582,96131242.3472432,38719873.434730455,0.0
WI,34802401.75131923,24112302.610668406,550220674.7760807,334414721.39882624,364536162.0444866,171439112.0097589,69052480.30398308,0.0
WV,13844287.33718133,9513236.300920907,192021713.8319276,116353357.74922244,127219615.02739051,59830590.80802856,24098647.297659177,0.0
WY,4434633.048177089,11192148.967243886,119881521.91954932,72445362.84179285,79424777.03195053,37352970.96510075,15045080.796475707,0.0
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
