State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,715258.4060652828,174042.4381214372,10765624.9930183,9392484.77171566,4516220.161143248,0.0,405.2271777899151,0.0
AL,3599838.63111052,4156322.551396454,135424087.6183966,61619202.964933634,56810914.126018375,0.0,5097.476349469384,0.0
AR,1929904.8550936044,3787065.0913740406,73817542.18724763,35705453.18370939,30966736.589580044,0.0,2778.554266494129,0.0
AZ,2219228.537709625,2762960.016829583,81284779.21216948,38687729.901734605,34099270.60951695,0.0,3059.6273356283664,0.0
CA,7788635.919034924,7558943.650859637,276218633.8297333,240987338.27273142,115874755.41775677,0.0,10397.101655723496,0.0
CO,1206668.4281868641,1780440.0983911818,79386399.5417695,37784190.510335445,33302893.197558824,0.0,2988.170730969378,0.0
CT,316939.7901814438,220758.9136957193,22275253.139897116,11087200.187374117,9344552.472591775,0.0,838.4592319474855,0.0
DE,395123.33076136274,118400.34606136617,13535963.408788625,6767819.3373283725,5678387.560566815,0.0,509.50502849070625,0.0
FL,4676336.354004115,4727897.739007562,183402488.14017597,91699044.11409023,76938033.57624312,0.0,6903.4236517258205,0.0
GA,3522444.068509179,4707111.801636762,168182707.5303178,84089336.37401065,70553278.36676456,0.0,6330.538329930912,0.0
HI,343529.226552137,26143.478700800384,17283168.04351856,15078724.43643782,7250353.975471469,0.0,650.5529789571758,0.0
IA,1548662.1171481758,2948789.134893931,76765955.06158102,35171694.44165347,32203606.886954185,0.0,2889.5349960468607,0.0
ID,1344368.2751558856,1239003.922693863,37456321.0314057,17827446.235576842,15713067.554172847,0.0,1409.887371664325,0.0
IL,2126656.384665177,4049450.631041201,98027902.55559199,51677846.49125596,41123073.80863166,0.0,3689.852572526294,0.0
IN,4023134.7633946645,5116700.961714014,138468812.54882923,72997277.83797917,58088187.650550306,0.0,5212.082385504563,0.0
KS,1426208.1742977158,2610531.0877662064,58014796.02818966,26580515.76850028,24337425.14399681,0.0,2183.725627818976,0.0
KY,3176751.0729611777,3186040.2193172206,108827758.80195354,49517629.217724636,45653654.150851,0.0,4096.368204612938,0.0
LA,3599968.2009167466,3174593.6724063833,82038698.02304246,39682016.01841269,34415542.3840505,0.0,3088.0054747870986,0.0
MA,460203.6290200096,259863.17608123887,26622847.79301905,13251155.494637705,11168384.78150016,0.0,1002.1063452162712,0.0
MD,1677797.4875109908,903353.0438118719,64466470.76682683,32232462.09292836,27043926.953756,0.0,2426.5720904225514,0.0
ME,1019797.7138083583,642922.5007693258,42254351.26320607,21031520.867598727,17725859.279558223,0.0,1590.4892610684224,0.0
MI,2105553.2937632953,3030754.731459405,135245868.58188635,71298222.78088313,56736150.53480651,0.0,5090.768068075519,0.0
MN,1973704.5472484585,1802449.5683026572,115910251.59492818,53106353.57147119,48624786.5155414,0.0,4362.959180478711,0.0
MO,3077089.506668208,5400652.659559483,115089240.30887856,52730192.575845964,48280369.1929863,0.0,4332.055626405991,0.0
MS,2457180.0920759155,3819635.2940024347,99293862.92567903,45179619.07951272,41654148.97094788,0.0,3737.504359913784,0.0
MT,581639.4314891674,1325042.1159511907,37063784.80690626,17640617.464221723,15548397.131579868,0.0,1395.111978603737,0.0
NC,4062489.9959921474,3518740.3675712966,204052713.8613296,102023909.27035078,85600880.93454503,0.0,7680.715487308404,0.0
ND,1450594.543157504,1919734.296713585,25487775.315545972,11677679.834462779,10692217.611653749,0.0,959.381260697788,0.0
NE,799312.4290774607,2111662.626199332,42859561.93123043,19636874.379262283,17979747.437170565,0.0,1613.2698930949443,0.0
NH,742133.4830176638,235998.69083450706,29687286.00804534,14776437.373072641,12453928.138493009,0.0,1117.454372732934,0.0
NJ,1718042.456512705,867918.259980697,93988558.79071462,46903549.587067105,39428553.9166448,0.0,3537.8082722431304,0.0
NM,2578038.2483617794,3004426.944498142,51580521.15327564,24549900.853638247,21638222.629534226,0.0,1941.5341228224913,0.0
NV,623091.3690882153,1026663.9089880969,36562427.69864549,17401995.07296101,15338075.938949639,0.0,1376.240476113188,0.0
NY,2352051.1823247294,2017466.1822796331,86816282.74061623,43324335.162500806,36419757.13770852,0.0,3267.8377793733557,0.0
OH,3133037.749949134,6486631.859153266,157987850.9575791,83287224.31492503,66276497.67484501,0.0,5946.7953826017,0.0
OK,4631416.539654716,4154849.567887426,86978650.65553476,42071464.95186237,36487871.09349673,0.0,3273.9494395491934,0.0
OR,3521796.6891964804,2406778.0016364255,60136746.71115002,52466389.835360505,25227591.34732931,0.0,2263.597716531091,0.0
PA,4043170.633362618,3567057.129454676,135723318.8838329,67730641.89189464,56936442.7459,0.0,5108.739685568548,0.0
RI,56778.63056479937,17156.926651199537,1611794.4825387686,802248.4851947658,676153.8476140074,0.0,60.669297690993304,0.0
SC,1941731.7411695195,2081642.4501990569,106832787.09846328,53415112.064813875,44816756.00029466,0.0,4021.275811000091,0.0
SD,604673.6018890893,1167918.0179175392,25938338.795989886,11884113.546490839,10881230.68639755,0.0,976.3408483644695,0.0
TN,1525115.455170312,3865951.254890015,127888817.45385876,58190585.871550374,53649839.949612,0.0,4813.8424544504305,0.0
TX,11288556.142957468,16432995.88386128,303563570.78929627,146833320.96864825,127346059.70731488,0.0,11426.387682066512,0.0
UT,3342723.940849973,1429023.7123231362,31276543.7813066,14886163.065197943,13120627.754248815,0.0,1177.2753674766243,0.0
VA,1148580.0006986028,2753414.1330905757,123602644.5182394,61799839.616316445,51851774.2615813,0.0,4652.507325478069,0.0
VT,814254.3881861465,202800.79727050144,22050887.910364456,10975525.487235282,9250430.414933188,0.0,830.0139363161319,0.0
WA,1894035.1123398857,1507821.3107894396,71959905.72882348,62781521.66459363,30187451.007929392,0.0,2708.6313643128356,0.0
WI,3887721.6540770037,3058613.58416733,128332292.56915233,67653559.26593053,53835879.39524996,0.0,4830.535261181829,0.0
WV,1546523.6006012808,1206741.3987461776,44786728.14367001,22392826.844493125,18788200.9051813,0.0,1685.810053537093,0.0
WY,495385.8946999202,1419709.2422060505,27960903.22633649,13308074.184534332,11729704.070582243,0.0,1052.4718732009608,0.0
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
