State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
AK,1095063.649911548,264927.16922483355,14007210.627556734,11024621.743271623,6377649.267801745,315008.36086198734,82.56419417477053,0.0
AL,5511368.195114538,6326748.693088939,176200996.24704462,88942951.6767117,80226407.43295018,3962586.3155002347,1038.6001980772494,0.0
AR,2954692.509280231,5764665.475600197,96044393.8850203,50344734.613284044,43730153.77010285,2159943.5403816085,566.1246494747513,0.0
AZ,3397648.2930986583,4205774.084992604,105760055.53826174,54883544.08258187,48153809.99137934,2378439.1686198665,623.3927023824193,0.0
CA,11924434.588961888,11506214.032436239,359389499.9889176,282863833.5805798,163634305.3877357,8082315.623911295,2118.3878254163506,0.0
CO,1847414.4756611467,2710183.5640342506,103290063.72281803,53601756.70079028,47029193.36787438,2322891.4927972453,608.833567888254,0.0
CT,485236.1614980043,336038.9265849572,28982449.403532516,15467192.762405748,13196053.580695929,651786.6588955902,170.83432362977123,0.0
DE,604935.4933540327,180228.8502497013,17611713.41195035,9425739.268150404,8018822.376268519,396070.03841930314,103.810589247145,0.0
FL,7159490.769497417,7196799.688049784,238625945.01889727,127711931.69870211,108649228.08574423,5366461.79737095,1406.5582026368693,0.0
GA,5392876.791886161,7165159.361662891,218823408.16218987,117113669.91160028,99632897.76403348,4921122.303695466,1289.8340105268505,0.0
HI,525944.7012289393,39795.56871675284,22487219.762347378,17698962.236633807,10238698.086690197,505715.4080159598,132.5488156261873,0.0
IA,2371008.262333197,4488642.922844558,99880589.86092767,50631189.68815783,45476819.46053013,2246215.7837546743,588.7367421641509,0.0
ID,2058233.5247426159,1886010.1331649176,48734617.11940477,25290536.142475266,22189450.268598177,1095993.3940517833,287.26161792385875,0.0
IL,3255919.934601376,6164068.397208567,127544620.67851873,70606369.07481168,58072581.15336995,2868352.5548143084,751.7997828671779,0.0
IN,6159436.36695534,7788635.439656735,180162501.81757933,99734665.63389036,82030127.58936103,4051676.7357263146,1061.9509394179872,0.0
KS,2183530.7570472523,3973746.9706829763,75483357.73727618,38263812.91116264,34368469.7584628,1697546.137806676,444.92955221562573,0.0
KY,4863619.351157653,4849786.2099084165,141596372.23675412,71475187.7781312,64470510.905434504,3184362.511566957,834.6264969235639,0.0
LA,5511566.5670367675,4832362.291333096,106740983.14940278,55951693.2914483,48600437.962921664,2400499.2662408114,629.1746891795507,0.0
MA,704573.7057037846,395563.3830924803,34639127.74832267,18486017.47026952,15771606.443302328,778999.7673345363,204.17708239969124,0.0
MD,2568715.0614466495,1375082.8090602788,83877665.26378609,44891089.50984742,38190497.61677468,1886325.8404492857,494.4090135943307,0.0
ME,1561314.6202612864,978655.7807294166,54977359.39851216,29340012.07231308,25031844.970960874,1236386.5075148125,324.0588770475323,0.0
