State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
MD,709841421.2131753,278098829.8990606,669135765.8367834,1439701796.4353328,3319460709.7851524,1781505009.000226,2457205897.0484605,2972199611.0030174
ME,431455323.96380866,197924827.29152843,438582993.267237,943648142.1860723,2175730374.880432,1167682013.8737583,1610568096.0045283,1948119151.9963717
MI,890816057.1287167,933023196.5271558,1403797135.613031,3020387490.0152392,6963982211.959806,3737465228.7192745,5155035519.7577915,6235454092.363622
MN,835033579.023989,554887282.8079151,1203101320.1106243,2588573455.2175303,5968366344.413411,3203133203.733852,4418038544.6480465,5343993541.433489
MO,1301852938.0764742,1662600459.0376918,1194579556.5178409,2570238165.696038,5926091428.600387,3180444886.912868,4386744854.422661,5306141160.39108
MS,1039582084.0830008,1175881470.9041092,1030629957.6654704,2217486840.133266,5112767336.733767,2743945982.3289757,3784687786.3930516,4577901908.82952
MT,246079615.5407526,407916555.47878486,384707025.8560137,827729461.2368525,1908461465.8457775,1024242794.1079538,1412724309.4892356,1708810258.0911245
NC,1718755507.6729653,1083250436.4084837,2117984237.9542034,4557020963.28859,10506934198.98307,5638914733.813981,7777679246.97394,9407764835.714252
ND,613716553.8652569,590993593.5792487,264552752.72785363,569207448.922989,1312397982.8711865,704344424.0621907,971492790.4300941,1175103192.319751
NE,338172559.4853675,650079068.7653913,444864840.07496256,957164036.751081,2206893380.4113235,1184406763.2531888,1633636317.869848,1976022129.1693416
NH,313981329.83061206,72652613.75757965,308141963.375186,662993311.9440103,1528636175.553159,820396216.626008,1131561466.9761617,1368719876.5119288
NJ,726868235.3582132,267190169.1172327,975563041.3578856,2099005813.1020741,4839590629.830705,2597336045.675056,3582470672.7212324,4333303103.611173
NM,1090714670.7400599,924918140.815081,535384850.4236507,1151925449.7873473,2655946701.6689267,1425406967.55101,1966044658.1207821,2378098300.634962
NV,263617073.13997895,316060297.5160247,379503142.7929213,816532869.974791,1882645950.0605354,1010387991.9584656,1393614567.2363827,1685695398.828202
NY,995104216.3642356,621080527.1496083,901117730.91885,1938830475.635185,4470280998.815864,2399133079.7594557,3309091987.7330704,4002628322.8960767
OH,1325523482.8356197,1996921073.520089,1639849667.5824652,3528274346.641108,8134995880.544719,4365930772.639647,6021869591.405754,7283963659.124369
OK,1959456563.2684474,1279077777.1228848,902803048.6373112,1942456557.4858553,4478641480.250962,2403620048.5412803,3315280803.4225407,4010114222.065908
OR,1489999350.7510257,740930858.2805564,624194910.1151272,1343008119.3617315,3096518530.251653,1661854880.0911129,2292174083.5802126,2772579590.400497
PA,1710581884.8561711,1098124836.883832,1408752889.2567616,3031050150.955355,6988566595.4547415,3750659366.5361705,5173234016.582867,6257466722.745673
RI,24021864.447089314,5281790.169467017,16729771.669670016,35995508.71244559,82993351.19074328,44541292.69664901,61435205.92052048,74311108.95435889
SC,821506545.9486849,640837304.5667442,1108880910.6701298,2385850406.7977796,5500956312.202452,2952281132.7730293,4072041657.2198834,4925480865.935886
SD,255824896.7053904,359545624.4109696,269229418.6021553,579269688.0202132,1335598069.7979324,716795564.7054143,988666481.2470962,1195876232.636433
TN,645244810.6942258,1190139921.259395,1327433968.5727983,2856085576.1690383,6585157927.645659,3534156054.538653,4874613910.389972,5896260295.343588
TX,4775954664.140671,5058926804.246764,3150866506.8761377,6779353832.801355,15630874815.641064,8388857257.00209,11570637981.51842,13995671160.090645
UT,1414237374.0327308,439927473.55798376,324637815.58865076,698485512.6999292,1610469057.6646054,864314714.7410601,1192137660.7070904,1441991937.1314216
VA,485940446.4137383,847643403.5235022,1282945215.0143623,2760364376.0910993,6364457635.471583,3415709402.3553605,4711242036.182458,5698648112.517699
VT,344494193.39432454,62432583.594939,228879254.6757034,492452937.6998866,1135428309.4020786,609367424.4929165,840492292.398061,1016646943.390957
WA,801327088.6258861,464185453.4058895,746914479.8278211,1607049648.4705274,3705308213.5410895,1988583138.3720179,2742825975.6177,3317681398.8490615
WI,1644814636.3034663,941599593.5332528,1332037027.1137264,2865989587.002861,6607993368.244697,3546411333.878442,4891517452.345547,5916706567.625976
WV,654302154.3196654,371497470.7628978,464868035.72873074,1000202620.0274401,2306125690.2129483,1237663231.3760324,1707092248.03356,2064873326.9141874
WY,209587527.79182234,437059997.48268473,290222813.9001978,624438747.5215094,1439742504.3262944,772688320.8373423,1065758608.0027417,1289125719.555602
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
