,0
pop,2458694.0
res_area_m2,194711413.22497988
com_area_m2,72361976.18953022
ind_area_m2_gbs,8193378.590959227
frac_elec_res_heat,0.1278682801142777
frac_elec_res_cool,0.6762178222032643
frac_elec_com_heat,0.1450043728114944
frac_elec_dhw_res,0.37579425710761594
frac_elec_dhw_com,0.4049806540319203
frac_elec_other_res,0.4169096458007331
frac_elec_cook_com,0.2061017643279599
hdd65,7173.578938249329
cdd65,470.4250345915351
mrae_avg_%,0.0497824663702196
mrae_max_%,0.4492074975757863
rss_avg_%,0.06323824713735147
avg_profile_load_mw,1341.3364064633024
avg_actual_load_mw,1349.8997716894978
max_profile_load_mw,2287.8127354105754
max_actual_load_mw,2301.0
