,0
pop,3253400.0
res_area_m2,220035730.83276784
com_area_m2,90948425.82439193
ind_area_m2_gbs,7378512.70298
frac_elec_res_heat,0.060654354334980856
frac_elec_res_cool,0.8995834171499831
frac_elec_com_heat,0.06978092465485683
frac_elec_dhw_res,0.32623076909328524
frac_elec_dhw_com,0.3526302027543985
frac_elec_other_res,0.3706108218781701
frac_elec_cook_com,0.13625373133965205
hdd65,5143.029394786992
cdd65,870.5305726317083
mrae_avg_%,0.044665071710680855
mrae_max_%,0.320740892937461
rss_avg_%,0.06121247556908981
avg_profile_load_mw,2332.435690901853
avg_actual_load_mw,2344.865867579909
max_profile_load_mw,5550.348238450444
max_actual_load_mw,5437.0
