,0
pop,2277260.0
res_area_m2,167382195.84647796
com_area_m2,68655312.27899511
ind_area_m2_gbs,9335339.617888473
frac_elec_res_heat,0.10729419474375501
frac_elec_res_cool,0.7155454039189403
frac_elec_com_heat,0.11673424943725645
frac_elec_dhw_res,0.3606229451831187
frac_elec_dhw_com,0.38530655303576733
frac_elec_other_res,0.4027376428282329
frac_elec_cook_com,0.17985180426343894
hdd65,6735.590858751308
cdd65,504.2241250450102
mrae_avg_%,0.03091726707248194
mrae_max_%,0.23922648401987331
rss_avg_%,0.04018598337738845
avg_profile_load_mw,1697.8316884187504
avg_actual_load_mw,1697.225114155251
max_profile_load_mw,2539.238205417812
max_actual_load_mw,2620.0
