,0
pop,1912190.0
res_area_m2,184519414.77500114
com_area_m2,42934239.6717245
ind_area_m2_gbs,6188861.517748777
frac_elec_res_heat,0.07116779495089272
frac_elec_res_cool,0.551451565401851
frac_elec_com_heat,0.08118968418495652
frac_elec_dhw_res,0.3339833706846155
frac_elec_dhw_com,0.36056993065245735
frac_elec_other_res,0.37785277256402566
frac_elec_cook_com,0.14684722886657658
hdd65,7599.848301162539
cdd65,342.4607052646442
mrae_avg_%,0.03175440033418972
mrae_max_%,0.23770188583174784
rss_avg_%,0.04128366311843607
avg_profile_load_mw,1292.6909281286491
avg_actual_load_mw,1296.1793378995433
max_profile_load_mw,1934.3139070179254
max_actual_load_mw,1938.0
