,0
pop,2754411.0
res_area_m2,237780362.92528638
com_area_m2,58960028.60246862
ind_area_m2_gbs,10512178.06453354
frac_elec_res_heat,0.0866148173283008
frac_elec_res_cool,0.643171951981518
frac_elec_com_heat,0.0981974083921934
frac_elec_dhw_res,0.3453739910000202
frac_elec_dhw_com,0.37240616070134436
frac_elec_other_res,0.3884931117628974
frac_elec_cook_com,0.16263959295774996
hdd65,7155.018507041976
cdd65,445.0965712814827
mrae_avg_%,0.03683022547635058
mrae_max_%,0.2490469727698388
rss_avg_%,0.048336872766923035
avg_profile_load_mw,1282.4957089802547
avg_actual_load_mw,1289.3155251141552
max_profile_load_mw,2242.674117030868
max_actual_load_mw,2298.0
