,0
pop,7565082.0
res_area_m2,397474422.43734956
com_area_m2,192710896.74564487
ind_area_m2_gbs,20211625.650181863
frac_elec_res_heat,0.23864666120795913
frac_elec_res_cool,0.934280210997305
frac_elec_com_heat,0.2561989279809846
frac_elec_dhw_res,0.26765029799182993
frac_elec_dhw_com,0.3117702170221858
frac_elec_other_res,0.495801481752726
frac_elec_cook_com,0.16757552127825473
hdd65,1446.1281136146304
cdd65,1212.9273438146477
mrae_avg_%,0.0400462765056317
mrae_max_%,0.29451038630999216
rss_avg_%,0.055264010494154386
avg_profile_load_mw,3073.56862562635
avg_actual_load_mw,3063.746575342466
max_profile_load_mw,5998.16484830623
max_actual_load_mw,6212.0
