,0
pop,9860490.0
res_area_m2,539874082.4891679
com_area_m2,242965774.56806472
ind_area_m2_gbs,15943008.629705986
frac_elec_res_heat,0.11443540782213758
frac_elec_res_cool,0.952807767432181
frac_elec_com_heat,0.19037158992269593
frac_elec_dhw_res,0.36588886924148123
frac_elec_dhw_com,0.4365531802478321
frac_elec_other_res,0.4076567092728145
frac_elec_cook_com,0.24822707172908454
hdd65,4782.773609120844
cdd65,1120.2168799927795
mrae_avg_%,0.03099350318459882
mrae_max_%,0.28092729585541487
rss_avg_%,0.04344653344907399
avg_profile_load_mw,5903.317892031685
avg_actual_load_mw,5935.980707762557
max_profile_load_mw,10493.459142166568
max_actual_load_mw,10802.0
