,0
pop,5194403.0
res_area_m2,407621575.67022884
com_area_m2,123617049.5225255
ind_area_m2_gbs,20297932.60922121
frac_elec_res_heat,0.15277770261902365
frac_elec_res_cool,0.8081471604783346
frac_elec_com_heat,0.16470264548690566
frac_elec_dhw_res,0.39416244270968565
frac_elec_dhw_com,0.41868932452251223
frac_elec_other_res,0.4340679497264235
frac_elec_cook_com,0.22439241216930597
hdd65,6028.9532523756825
cdd65,654.3478634599586
mrae_avg_%,0.04239694498275801
mrae_max_%,0.3337375788854207
rss_avg_%,0.05668469906864436
avg_profile_load_mw,3212.9282118546525
avg_actual_load_mw,3231.977397260274
max_profile_load_mw,6248.103362764146
max_actual_load_mw,6270.0
