,0
pop,2060673.0
res_area_m2,161447929.71283245
com_area_m2,43773290.30739416
ind_area_m2_gbs,8587820.724637385
frac_elec_res_heat,0.12289628771308088
frac_elec_res_cool,0.7999404423989643
frac_elec_com_heat,0.1309310463544638
frac_elec_dhw_res,0.37212791441260307
frac_elec_dhw_com,0.395186567094197
frac_elec_other_res,0.4134847989693904
frac_elec_cook_com,0.19303410796928022
hdd65,5916.1073110580855
cdd65,627.7668383096202
mrae_avg_%,0.04118465752896769
mrae_max_%,0.3770697956217009
rss_avg_%,0.05678964171344216
avg_profile_load_mw,875.2183229950887
avg_actual_load_mw,881.4011415525114
max_profile_load_mw,1743.7373696269076
max_actual_load_mw,1763.0
