,0
pop,4545772.0
res_area_m2,298106358.57298815
com_area_m2,91492075.78312549
ind_area_m2_gbs,8367071.679384155
frac_elec_res_heat,0.24139440914718235
frac_elec_res_cool,0.9265992117173969
frac_elec_com_heat,0.24709981652955812
frac_elec_dhw_res,0.27070992010132955
frac_elec_dhw_com,0.30197754004160615
frac_elec_other_res,0.4979079302564616
frac_elec_cook_com,0.16162394155597384
hdd65,2837.081602200903
cdd65,1278.2225395378384
mrae_avg_%,0.05252239340891888
mrae_max_%,0.3841285866638618
rss_avg_%,0.07230398077513539
avg_profile_load_mw,1967.88654089756
avg_actual_load_mw,1949.4577625570776
max_profile_load_mw,4197.27683134536
max_actual_load_mw,4428.0
