,0
pop,8767099.0
res_area_m2,662300433.2287124
com_area_m2,270554637.98672235
ind_area_m2_gbs,24272049.06045308
frac_elec_res_heat,0.5533912417187229
frac_elec_res_cool,0.9995404644663729
frac_elec_com_heat,0.40718735524871086
frac_elec_dhw_res,0.7015573545390423
frac_elec_dhw_com,0.4899957056660363
frac_elec_other_res,0.7536914163731159
frac_elec_cook_com,0.22121610811919354
hdd65,2406.1014792920664
cdd65,2534.4110162323936
mrae_avg_%,0.05006074575125672
mrae_max_%,0.3059382750288361
rss_avg_%,0.05950424195859352
avg_profile_load_mw,13624.243786911185
avg_actual_load_mw,13818.843073096577
max_profile_load_mw,25343.141057684865
max_actual_load_mw,25493.79136
