,0
pop,2750520.0
res_area_m2,172346041.77190864
com_area_m2,60129283.81223558
ind_area_m2_gbs,3699498.0385764074
frac_elec_res_heat,0.7393352496514767
frac_elec_res_cool,0.9999838437853156
frac_elec_com_heat,0.5314957101735759
frac_elec_dhw_res,0.8659805905370008
frac_elec_dhw_com,0.6395842410329781
frac_elec_other_res,0.8893920442490477
frac_elec_cook_com,0.2887501563373203
hdd65,907.7162132978492
cdd65,3774.196909311694
mrae_avg_%,0.05110423495271361
mrae_max_%,0.306489982007729
rss_avg_%,0.06434193921001967
avg_profile_load_mw,3520.952100519688
avg_actual_load_mw,3608.063613874429
max_profile_load_mw,5744.44303911504
max_actual_load_mw,6039.713459
