,0
pop,501138.0
res_area_m2,40112502.29696609
com_area_m2,13458738.167072818
ind_area_m2_gbs,1531780.8722460747
frac_elec_res_heat,0.13769947728646925
frac_elec_res_cool,0.6104456333382576
frac_elec_com_heat,0.1483114394251769
frac_elec_dhw_res,0.38304377300124826
frac_elec_dhw_com,0.40728214956122144
frac_elec_other_res,0.4236816482027041
frac_elec_cook_com,0.2091725102667267
hdd65,7973.842919515183
cdd65,384.67266501442714
mrae_avg_%,0.035670765435935226
mrae_max_%,0.2520036309676497
rss_avg_%,0.0445270588963198
avg_profile_load_mw,551.013438268655
avg_actual_load_mw,550.4391552511415
max_profile_load_mw,759.7554695194076
max_actual_load_mw,774.0
