puma,state,frac_hp_res,frac_hp_com
puma_0400120,AZ,0.531300502362719,0.8328685403884861
puma_0400121,AZ,0.39343929241421943,0.7035811679082978
puma_0400122,AZ,0.37636495976741324,0.6730474130533125
puma_0400123,AZ,0.500580309427023,0.8367769818246403
puma_0400124,AZ,0.40571188095971666,0.7255280409039114
puma_0400125,AZ,0.35213025977691254,0.6297088882745723
puma_0400126,AZ,0.48382567837372825,0.8073792612103025
puma_0400127,AZ,0.40072554486759177,0.7166110561519489
puma_0400128,AZ,0.41898360429012727,0.726043414162981
puma_0400129,AZ,0.17533689695748514,0.3135521568824013
puma_0400130,AZ,0.35013795885946475,0.6261460885406633
puma_0400131,AZ,0.15311421377592763,0.27381168944968987
puma_0400132,AZ,0.1663453934518763,0.29747279556871875
puma_0400133,AZ,0.3976877636520083,0.7065580448065173
puma_0400134,AZ,0.3850324473877745,0.6755874226474551
puma_0400201,AZ,0.09561067077964173,0.17097902702817305
puma_0400202,AZ,0.06935273901333269,0.12402238935827362
puma_0400203,AZ,0.10789068380162094,0.1929391770958407
puma_0400204,AZ,0.1392823290855827,0.24907635220086227
puma_0400205,AZ,0.060112672305941806,0.10749852646282047
puma_0400206,AZ,0.14053792318562722,0.2513217109648721
puma_0400207,AZ,0.13203587182920065,0.23611762906886993
puma_0400208,AZ,0.1437309193855194,0.2570316947889629
puma_0400209,AZ,0.056313879697042366,0.10070520664971713
puma_0400300,AZ,0.01666932023882924,0.029809477670382854
puma_0400400,AZ,0.03102158215587454,0.05547539715635325
puma_0400500,AZ,0.10286956499139502,0.18395999096771568
puma_0400600,AZ,0.20978354313388003,0.37515254101941764
puma_0400700,AZ,0.18515657498257554,0.33111252938861935
puma_0400800,AZ,0.211014732845737,0.370954234198729
puma_0400803,AZ,0.45602967143206713,0.7508297119386839
puma_0400805,AZ,0.2475585734167035,0.4427050209994261
puma_0400807,AZ,0.3511993566247943,0.6280441691181355
puma_0400900,AZ,0.11539906509563974,0.20636629477778487
puma_0500100,AR,0.18051605434005402,0.11019641943184487
puma_0500200,AR,0.19448957914025108,0.11872658814981984
puma_0500300,AR,0.2308412647094093,0.14091755395991545
puma_0500400,AR,0.2758435505803033,0.16838929760815044
puma_0500500,AR,0.2726573507096489,0.16644427494175143
puma_0500600,AR,0.05271483227704653,0.03217988443807814
puma_0500700,AR,0.2115024746739822,0.1291121473669161
puma_0500800,AR,0.28596679342804243,0.1745690533032225
puma_0500900,AR,0.17908816241282136,0.1093247596878297
puma_0501000,AR,0.1801014662753493,0.10994333324271523
puma_0501100,AR,0.33429892365620484,0.2040735077082807
puma_0501200,AR,0.2591071925953439,0.15817255134137329
puma_0501300,AR,0.3406985681785221,0.20798018467711973
puma_0501400,AR,0.22369544702871202,0.1365553739576746
puma_0501500,AR,0.2872183527431559,0.17533307041924182
puma_0501600,AR,0.2915925922200966,0.17800333445674543
puma_0501700,AR,0.22938569193486802,0.14002899638223448
puma_0501800,AR,0.22470566165357275,0.1371720616806825
puma_0501900,AR,0.17104516996086683,0.10441489738797508
puma_0502000,AR,0.24820529386852516,0.15151746346513972
puma_0600101,CA,0.004127491518652302,0.011025247251182963
puma_0600102,CA,0.016668722145768058,0.044525054064403796
puma_0600103,CA,0.003203014028129873,0.008555807189319193
puma_0600104,CA,0.005919747244311566,0.01581267380880161
puma_0600105,CA,0.006357832578115261,0.01698287587959347
puma_0600106,CA,0.00372117195845577,0.009939897082947754
puma_0600107,CA,0.003258788810336777,0.008704791326883886
puma_0600108,CA,0.002480097283426279,0.0066247709130823635
puma_0600109,CA,0.003331591499495356,0.008899259963559954
puma_0600110,CA,0.0046548201859971045,0.01243383377736718
puma_0600300,CA,0.019829209888902546,0.05296726615494941
puma_0600701,CA,0.08779857489971479,0.23452525394575038
puma_0600702,CA,0.03310915454746976,0.08844030654305833
puma_0601100,CA,0.06535618002223317,0.17457771648510217
puma_0601301,CA,0.0040416982586396095,0.010796078541846933
puma_0601302,CA,0.0033485769606416077,0.008944631082547483
puma_0601303,CA,0.008220531414296598,0.021958468229228527
puma_0601304,CA,0.006132595131372054,0.016381227510518234
puma_0601305,CA,0.005132135759290413,0.013708826636496587
puma_0601306,CA,0.006530942170942271,0.017445281690446006
puma_0601307,CA,0.009243445338803146,0.024690849115633115
puma_0601308,CA,0.009516111195606832,0.025419187011575747
puma_0601309,CA,0.005485595062222346,0.014652977869865509
puma_0601500,CA,0.04789655538551027,0.12794002439953026
puma_0601700,CA,0.028775886087286262,0.07686539331467804
puma_0601901,CA,0.10551078669139309,0.2818376502247219
puma_0601902,CA,0.10074358339186663,0.26910362161765744
puma_0601903,CA,0.08461908729182553,0.22603228991405266
puma_0601904,CA,0.08324614528515217,0.22236492318132792
puma_0601905,CA,0.08063232389655386,0.21538295194056417
puma_0601906,CA,0.08695082864567069,0.23226077635327985
puma_0601907,CA,0.024498871234424353,0.06544074324896901
puma_0602300,CA,0.012307464309485662,0.03287537634759219
puma_0602500,CA,0.09775388491519539,0.2611176173429477
puma_0602901,CA,0.05183521632816856,0.13846087236133636
puma_0602902,CA,0.04034525516300307,0.10776918900354646
puma_0602903,CA,0.11870056806911812,0.3170698488183
puma_0602904,CA,0.1028269971079788,0.2746687817743384
puma_0602905,CA,0.021076692207464425,0.05629950825441097
puma_0603100,CA,0.021885476516533026,0.0584599117198238
puma_0603300,CA,0.04235947238062798,0.11314951328563136
puma_0603701,CA,0.000534457920440412,0.0014276300003476761
puma_0603702,CA,0.02592951428807229,0.0692622395072596
puma_0603703,CA,0.0,0.0
puma_0603704,CA,0.0,0.0
puma_0603705,CA,0.0,0.0
puma_0603706,CA,0.03147213992396897,0.0840675559519701
puma_0603707,CA,0.0,0.0
puma_0603708,CA,0.029778453086603478,0.07954342402737544
puma_0603709,CA,0.002909880873934919,0.007772797584595942
puma_0603710,CA,0.029866835326594673,0.07977950835222815
puma_0603711,CA,0.011204831461531181,0.029930052360604666
puma_0603712,CA,0.02748593979074836,0.0734197225493213
puma_0603713,CA,0.009775675702852468,0.02611252892568561
puma_0603714,CA,0.012963964507691399,0.034629002484183796
puma_0603715,CA,0.03312509680606211,0.08848289108670394
puma_0603716,CA,0.0,0.0
puma_0603717,CA,0.013641290964461514,0.036438259177240924
puma_0603718,CA,0.031553016032875275,0.08428359009604434
puma_0603719,CA,0.023875458007264594,0.06377549816293224
puma_0603720,CA,0.04247149591878325,0.1134487476270062
puma_0603721,CA,0.04636191865264039,0.12384074294875634
puma_0603722,CA,0.09646414821201187,0.25767250643787015
puma_0603723,CA,0.00048647321969723357,0.0012994545243771509
puma_0603724,CA,0.05483376174766932,0.1464705083580428
puma_0603725,CA,0.04987393718560737,0.1332219548789848
puma_0603726,CA,0.0308727235115988,0.08246641052915504
puma_0603727,CA,0.008401478257433998,0.022441808697863153
puma_0603728,CA,0.016257330051948155,0.043426154277196656
puma_0603729,CA,0.015453287016752333,0.04127841557838522
puma_0603730,CA,0.0,0.0
puma_0603731,CA,0.004788899413175437,0.012791982697651654
puma_0603732,CA,0.0021113719742961593,0.0056398415237529755
puma_0603733,CA,0.010401498934828174,0.02778421155347197
puma_0603734,CA,0.011702161405503349,0.031258507082542034
puma_0603735,CA,0.04668473920916035,0.12470305276509709
puma_0603736,CA,0.019256755484817575,0.05143814094256711
puma_0603737,CA,0.002981737378948747,0.007964738798963839
puma_0603738,CA,0.0,0.0
puma_0603739,CA,0.02135729532520979,0.057049047953914855
puma_0603740,CA,0.04103145816582535,0.10960215649395334
puma_0603741,CA,0.02592054917062331,0.06923829212031424
puma_0603742,CA,0.0,0.0
puma_0603743,CA,0.0593534799089651,0.1585434611451678
puma_0603744,CA,0.048293106435170645,0.1289992811782454
puma_0603745,CA,0.026039077833197373,0.06955490277967612
puma_0603746,CA,0.0,0.0
puma_0603747,CA,0.010351687242835427,0.02765115586632204
puma_0603748,CA,0.0,0.0
puma_0603749,CA,0.0,0.0
puma_0603750,CA,0.021455459445756248,0.05731126138193251
puma_0603751,CA,0.024406193809554146,0.06519318573875259
puma_0603752,CA,0.04324400493726999,0.11551225348621776
puma_0603753,CA,0.031378321345746835,0.08381695022280529
puma_0603754,CA,0.004521634983201189,0.012078072951599723
puma_0603755,CA,0.02224586489041767,0.05942257170605858
puma_0603756,CA,0.04299692198661701,0.11485225197920303
puma_0603757,CA,0.028927810078608316,0.0772712087016129
puma_0603758,CA,0.023690688590661507,0.06328194693616411
puma_0603759,CA,0.04319888928195913,0.11539174172926958
puma_0603760,CA,0.036952388222385286,0.09870625168638149
puma_0603761,CA,0.0,0.0
puma_0603762,CA,0.015340166340485593,0.04097625059041959
puma_0603763,CA,0.0,0.0
puma_0603764,CA,0.016319474921709723,0.04359215402581336
puma_0603765,CA,0.018650272716388104,0.04981812005450477
puma_0603766,CA,0.0,0.0
puma_0603767,CA,0.022613766821011592,0.06040530170820525
puma_0603768,CA,0.025789423468130603,0.06888803257782117
puma_0603769,CA,0.03825479806268097,0.10218521474342061
puma_0603900,CA,0.1034342528394184,0.2762908673809506
puma_0604101,CA,0.0038584772477674935,0.010306663375916722
puma_0604102,CA,0.005758200637997671,0.015381154744703866
puma_0604701,CA,0.1894729847629644,0.4978387287371334
puma_0604702,CA,0.11841913760203898,0.3163180991249229
puma_0605301,CA,0.06884967484150889,0.1839094483564296
puma_0605302,CA,0.24384280593859828,0.5535081025272702
puma_0605303,CA,0.04551106982624614,0.12156797784627627
puma_0605500,CA,0.0459807035094183,0.1228224510416924
puma_0605700,CA,0.005100687205218928,0.01362482208245609
puma_0605901,CA,0.022429808330710257,0.0599139166065373
puma_0605902,CA,0.01806557129725865,0.04825628093626845
puma_0605903,CA,0.02510161034277162,0.06705076417026118
puma_0605904,CA,0.0,0.0
puma_0605905,CA,0.04045769983504812,0.10806954826673876
puma_0605906,CA,0.02700700065638852,0.07214039287638985
puma_0605907,CA,0.03348284529119879,0.0894384994712503
puma_0605908,CA,0.0,0.0
puma_0605909,CA,0.030824253408063423,0.08233693845795804
puma_0605910,CA,0.02674954686496911,0.07145268905111819
puma_0605911,CA,0.015033861869065175,0.04015805810806272
puma_0605912,CA,0.042501691778272725,0.1135294060160856
puma_0605913,CA,0.023146026185900146,0.06182705898454001
puma_0605914,CA,0.015620643005136088,0.04172545251172808
puma_0605915,CA,0.023555401050013504,0.06292057040058356
puma_0605916,CA,0.026899975758367476,0.0718545107716339
puma_0605917,CA,0.04400416717860088,0.11754277895763603
puma_0605918,CA,0.0355512203188482,0.09496348867715255
puma_0606101,CA,0.04451749913972793,0.11891397784872627
puma_0606102,CA,0.03652083228004259,0.09755349075506431
puma_0606103,CA,0.02297674483356459,0.06137487906943178
puma_0606501,CA,0.05452632650153472,0.1456492953798829
puma_0606502,CA,0.0,0.0
puma_0606503,CA,0.005178842761591672,0.013833589157850256
puma_0606504,CA,0.0072236010020468085,0.019295493820291016
puma_0606505,CA,0.02151137805346252,0.057460629702404516
puma_0606506,CA,0.008517039119100485,0.02275049184516343
puma_0606507,CA,0.0035746838547641956,0.009548601896692861
puma_0606508,CA,0.003342536692763305,0.008928496477177436
puma_0606509,CA,0.010560926326562315,0.028210069827083652
puma_0606510,CA,0.017670260732522404,0.047200337708396
puma_0606511,CA,0.020718110252919072,0.05534167352820763
puma_0606512,CA,0.0021668350700981965,0.005787993092755635
puma_0606513,CA,0.00585991072156758,0.015652840056285772
puma_0606514,CA,0.013740783356229903,0.03670402064856097
puma_0606515,CA,0.0,0.0
puma_0606701,CA,0.12899792355323944,0.3445758751136205
puma_0606702,CA,0.08978754100564096,0.23983812811955818
puma_0606703,CA,0.058113711696523775,0.1552318247639534
puma_0606704,CA,0.12714720786747913,0.3396322918415675
puma_0606705,CA,0.11234301398995905,0.3000877168578248
puma_0606706,CA,0.03505042691454093,0.09362578245067142
puma_0606707,CA,0.11109140874721196,0.29674446171125357
puma_0606708,CA,0.08110575832651018,0.2166475775912537
puma_0606709,CA,0.13796846573930358,0.36853775247462295
puma_0606710,CA,0.04387856169108746,0.11720726486882865
puma_0606711,CA,0.08524292041751672,0.22769865662205005
puma_0606712,CA,0.03642313280435596,0.09729251847422779
puma_0607101,CA,0.019445503070790484,0.051942318551173
puma_0607102,CA,0.0,0.0
puma_0607103,CA,0.0,0.0
puma_0607104,CA,0.0,0.0
puma_0607105,CA,0.007104808883632785,0.018978179424588987
puma_0607106,CA,0.008426346426484653,0.022508235899767425
puma_0607107,CA,0.02489332720120061,0.06649440369715151
puma_0607108,CA,0.02633652222333876,0.07034942844495401
puma_0607109,CA,0.02702246833164752,0.07218170972546412
puma_0607110,CA,0.019607118183465527,0.05237402060766855
puma_0607111,CA,0.02114597042080222,0.05648456240357584
puma_0607112,CA,0.02455304760819192,0.06558545775977072
puma_0607113,CA,0.024737237221787854,0.0660774602319304
puma_0607114,CA,0.014670919871600204,0.03918857694939614
puma_0607115,CA,0.004744062756923124,0.012672216195682087
puma_0607301,CA,0.012535351177407695,0.03348410178113553
puma_0607302,CA,0.04816011163945755,0.12864402896289107
puma_0607303,CA,0.0,0.0
puma_0607304,CA,0.04034084168363181,0.10775739983303302
puma_0607305,CA,0.0,0.0
puma_0607306,CA,0.0,0.0
puma_0607307,CA,0.01931549315058378,0.05159503945710148
puma_0607308,CA,0.0,0.0
puma_0607309,CA,0.0,0.0
puma_0607310,CA,0.015822869723878346,0.04226563522678714
puma_0607311,CA,0.03447639941171248,0.09209245521812286
puma_0607312,CA,0.11151687469714583,0.297880955214337
puma_0607313,CA,0.021992094677660917,0.05874470735964265
puma_0607314,CA,0.019787323097917687,0.05285537925582928
puma_0607315,CA,0.040552821686917824,0.10832363526633998
puma_0607316,CA,0.07957268062403725,0.2125524605816472
puma_0607317,CA,0.0165173402966697,0.044120686833578907
puma_0607318,CA,0.03492259286293143,0.09328431547981367
puma_0607319,CA,0.0,0.0
puma_0607320,CA,0.03890345949455233,0.10391790217266657
puma_0607321,CA,0.0,0.0
puma_0607322,CA,0.005215768796988126,0.013932225016558155
puma_0607501,CA,0.014956711902666748,0.03995197713827291
puma_0607502,CA,0.01598913747771831,0.042709765296516024
puma_0607503,CA,0.02141743248290691,0.057209684754644274
puma_0607504,CA,0.005922993300628799,0.01582134458942636
puma_0607505,CA,0.0036770172223185866,0.009821952108131148
puma_0607506,CA,0.003553686345405192,0.009492513899589567
puma_0607507,CA,0.003570357936443764,0.009537046616965295
puma_0607701,CA,0.07660473748661774,0.20462456859940367
puma_0607702,CA,0.03375226296517707,0.09015816090629522
puma_0607703,CA,0.03041325764621095,0.0812390973423229
puma_0607704,CA,0.034811296082199156,0.09298702243383433
puma_0607901,CA,0.019958151436059016,0.05331169143890841
puma_0607902,CA,0.017511831970902142,0.04677714694939174
puma_0608101,CA,0.011234680681390248,0.030009784814981358
puma_0608102,CA,0.0075821842849013036,0.02025333209463896
puma_0608103,CA,0.010386087082118502,0.027743043816129548
puma_0608104,CA,0.009518358343537642,0.02542518953427875
puma_0608105,CA,0.005866016212730153,0.01566914888438465
puma_0608106,CA,0.0039429527412004626,0.010532312101675526
puma_0608301,CA,0.005862664318867297,0.01566019539327977
puma_0608302,CA,0.0032872705341397876,0.00878087096160852
puma_0608303,CA,0.03557896294934295,0.09503759406518801
puma_0608501,CA,0.023566800032639914,0.06295101906445123
puma_0608502,CA,0.03907528786220395,0.10437688560838417
puma_0608503,CA,0.03986472375061664,0.10648560607925
puma_0608504,CA,0.010875092715232768,0.029049262856905782
puma_0608505,CA,0.017780209634739808,0.04749403033658553
puma_0608506,CA,0.01147577369464824,0.030653786158094963
puma_0608507,CA,0.012507183326294158,0.03340886055491911
puma_0608508,CA,0.037483279031972204,0.10012435331363516
puma_0608509,CA,0.05245930868116787,0.14012793151053035
puma_0608510,CA,0.043174344465753516,0.11532617825901681
puma_0608511,CA,0.029965991367038102,0.08004437137069755
puma_0608512,CA,0.019971878567867953,0.05334835899390136
puma_0608513,CA,0.016723535937181278,0.044671471228527465
puma_0608514,CA,0.03800598915748169,0.10152060291182226
puma_0608701,CA,0.019684809745973187,0.05258154827480168
puma_0608702,CA,0.034912941723684796,0.0932585356094084
puma_0608900,CA,0.08781398882506346,0.23456642721947182
puma_0609501,CA,0.03784999705544774,0.10110392089409212
puma_0609502,CA,0.03999376422137139,0.10683029560533402
puma_0609503,CA,0.04275191239236576,0.11419778876751022
puma_0609701,CA,0.01691461189603245,0.04518186832578882
puma_0609702,CA,0.037258706390845504,0.09952448075591237
puma_0609703,CA,0.030333575358069135,0.08102625210101025
puma_0609901,CA,0.03312421387970786,0.08848053263694913
puma_0609902,CA,0.028369503799658958,0.0757798755905725
puma_0609903,CA,0.04415558912557364,0.11794725329685292
puma_0609904,CA,0.029568986029925307,0.07898390111123667
puma_0610100,CA,0.04038594481902843,0.10787787814711414
puma_0610701,CA,0.028359462004815362,0.07575305221116736
puma_0610702,CA,0.022839110961886303,0.06100723507585038
puma_0610703,CA,0.039117298178956504,0.1044891024663
puma_0611101,CA,0.005942067344453499,0.015872294675767392
puma_0611102,CA,0.016739218916090787,0.044713363191074454
puma_0611103,CA,0.004531254865832413,0.012103769330152487
puma_0611104,CA,0.017267052386217716,0.04612329813323018
puma_0611105,CA,0.003110303534811385,0.008308161347529739
puma_0611106,CA,0.020919840447880384,0.05588052994194631
puma_0611300,CA,0.05855590833601505,0.15641300884682838
puma_0800100,CO,0.005089032206524378,0.013608459577408855
puma_0800102,CO,0.011036584112481117,0.02951266619512061
puma_0800103,CO,0.022393504308560817,0.05988193546680418
puma_0800200,CO,0.02227230941178207,0.059557851085556335
puma_0800300,CO,0.00935762684851835,0.025023006642653632
puma_0800400,CO,0.07948271393249737,0.21254282852964304
puma_0800600,CO,0.00047857152277039334,0.0012797366882784536
puma_0800700,CO,0.009168789514218475,0.024518041233468187
puma_0800800,CO,0.004878004498734552,0.01304415542003108
puma_0800801,CO,0.0018296414495159467,0.004892600537086075
puma_0800802,CO,0.00915951261585674,0.02449323410094551
puma_0800803,CO,0.009487489910023756,0.02537027035633758
puma_0800804,CO,0.005509999418325016,0.014734157952408134
puma_0800805,CO,0.00817780428923196,0.021868071292474492
puma_0800806,CO,0.007781962096239734,0.020809559130680458
puma_0800807,CO,0.005416392143827571,0.014483844973544147
puma_0800808,CO,0.007831140723248762,0.020941066523553077
puma_0800809,CO,0.014254709353948172,0.03811817810510575
puma_0800810,CO,0.01069584227302773,0.02860149657379486
puma_0800811,CO,0.006366833504089704,0.017025397533428258
puma_0800812,CO,0.005840618097396441,0.01561825747213835
puma_0800813,CO,0.013710429114998054,0.036662731306981895
puma_0800814,CO,0.009273770827178835,0.024798769257152686
puma_0800815,CO,0.011144001401581472,0.029799908204468272
puma_0800816,CO,0.003965474482531663,0.010603980680569098
puma_0800817,CO,0.007008082292972055,0.018740145616841876
puma_0800818,CO,0.007438515198068499,0.019891155976391576
puma_0800819,CO,0.004690267881672075,0.012542133412542343
puma_0800820,CO,0.007125615508026614,0.019054438382374448
puma_0800821,CO,0.005297568043779259,0.014166100283255812
puma_0800822,CO,0.002255078118886519,0.006030250581912757
puma_0800823,CO,0.003437343105282199,0.0091917171681381
puma_0800824,CO,0.004475125346431242,0.0119668258932752
puma_0800900,CO,0.00928282235125691,0.02482297372168182
puma_0801001,CO,0.009129037869681118,0.024411742309454972
puma_0801002,CO,0.007810039218834211,0.020884639494170208
puma_0804101,CO,0.0013745000081215044,0.0036755176702731747
puma_0804102,CO,0.018671312326864527,0.04992851071595874
puma_0804103,CO,0.027731940722005227,0.07415732088208761
puma_0804104,CO,0.027491917653649802,0.0735154809229746
puma_0804105,CO,0.035701291150913445,0.09546797068127039
puma_0804106,CO,0.012022580407510919,0.03214929535757425
puma_0900100,CT,0.02602836698337077,0.21338623148832278
puma_0900101,CT,0.0,0.0
puma_0900102,CT,0.03370184268244857,0.23714501764409343
puma_0900103,CT,0.014029785346857242,0.12103904898906998
puma_0900104,CT,0.010793864948925265,0.0931218201871513
puma_0900105,CT,0.0,0.0
puma_0900300,CT,0.0,0.0
puma_0900301,CT,0.006616305168193833,0.057080793866817164
puma_0900302,CT,0.026839824046923887,0.21595630756050546
puma_0900303,CT,0.0007345108321255105,0.006336839117254019
puma_0900304,CT,0.01355738423316558,0.11696350683863893
puma_0900305,CT,0.010795456192696274,0.09313554831113831
puma_0900306,CT,0.0,0.0
puma_0900500,CT,0.010966257784589567,0.09460910344669243
puma_0900700,CT,0.0136643879647621,0.11788665923124671
puma_0900900,CT,0.00967743924674284,0.08349009012726229
puma_0900901,CT,0.20943201343501425,0.32059017514717736
puma_0900902,CT,0.008100659969443787,0.06988675554504772
puma_0900903,CT,0.0038895814034329754,0.03355655289070831
puma_0900904,CT,0.0038022028254967016,0.0328027124210255
puma_0900905,CT,0.03188712286315844,0.23163267381092786
puma_0900906,CT,0.0030221839847154783,0.026073262443883465
puma_0901100,CT,0.007024040255788212,0.06059844335480124
puma_0901101,CT,0.03977114806664144,0.25514175566745984
puma_0901300,CT,0.013002484672005895,0.11217622652702207
puma_0901500,CT,0.008225539649069871,0.07096412895357153
puma_1000101,DE,0.16967355620476526,0.1298163788074861
puma_1000102,DE,0.061367841353217586,0.046952224718463616
puma_1000103,DE,0.20504400459797645,0.15687812979514404
puma_1000104,DE,0.06773583169079801,0.05182434188507802
puma_1000200,DE,0.07812582737411883,0.05977367497860011
puma_1000300,DE,0.20590112202153102,0.15753390599638292
puma_1100101,DC,0.11120571195574049,0.0850829271909676
puma_1100102,DC,0.11883793400421454,0.09092230163887423
puma_1100103,DC,0.12742956157442714,0.09749571239406317
puma_1100104,DC,0.15620375200065686,0.11951069980755424
puma_1100105,DC,0.24719406657453363,0.1891269288107333
puma_1200101,FL,0.4516736193527478,0.3455731993763554
puma_1200102,FL,0.4882767656943026,0.37357808132323167
puma_1200500,FL,0.5399338635258056,0.41310066533801426
puma_1200901,FL,0.4218491450791837,0.32275464510877894
puma_1200902,FL,0.4363576616221667,0.3338550376602593
puma_1200903,FL,0.41569146293691034,0.318043433677619
puma_1200904,FL,0.4845044159702525,0.37069187564849115
puma_1201101,FL,0.30870963797463385,0.23619218104012044
puma_1201102,FL,0.31199907909825,0.2387089157895998
puma_1201103,FL,0.3007338544334369,0.23008994943355815
puma_1201104,FL,0.30113771238275566,0.23039893910587875
puma_1201105,FL,0.2953432020330756,0.22596558857451976
puma_1201106,FL,0.2973281533086675,0.2274842647458123
puma_1201107,FL,0.30941617828115625,0.23673275145147893
puma_1201108,FL,0.2770018738195143,0.21193273121912454
puma_1201109,FL,0.26711493752973886,0.20436828632065118
puma_1201110,FL,0.2972722057606785,0.22744145956010423
puma_1201111,FL,0.2868424913450846,0.21946173786561304
puma_1201112,FL,0.2905961168657469,0.22233361774714086
puma_1201113,FL,0.2777678400096796,0.21251876807318928
puma_1201114,FL,0.2779360118815756,0.21264743552093504
puma_1201500,FL,0.44081802164905415,0.33726763653435493
puma_1201701,FL,0.5361290209002005,0.4101895995088032
puma_1201900,FL,0.5711795916955457,0.4370066137658506
puma_1202101,FL,0.3902550951843444,0.2985821974925965
puma_1202102,FL,0.39721400329213163,0.3039064228534228
puma_1202103,FL,0.4176269241466312,0.31952424525007816
puma_1202300,FL,0.5448328460968768,0.41684885209995104
puma_1202700,FL,0.4841754363773575,0.3704401750275667
puma_1203101,FL,0.569644678993182,0.4358322598284227
puma_1203102,FL,0.5541072055685913,0.4239446175763575
puma_1203103,FL,0.5654774919010989,0.4326439660824327
puma_1203104,FL,0.5507418470544906,0.42136979881578257
puma_1203105,FL,0.5395984970961846,0.4128440781806468
puma_1203106,FL,0.55921867709535,0.4278553785624749
puma_1203107,FL,0.5512008926753016,0.4217210122961508
puma_1203301,FL,0.5182256715270263,0.3964918375467333
puma_1203302,FL,0.4775371621411758,0.36536126501856003
puma_1203500,FL,0.5509298925348274,0.42151367146072777
puma_1205301,FL,0.5592310816338418,0.42786486921207173
puma_1205701,FL,0.5092078921357456,0.38959238019082054
puma_1205702,FL,0.49090130654601555,0.37558610424101924
puma_1205703,FL,0.4728987197216634,0.36181241620748517
puma_1205704,FL,0.5077430402526341,0.38847162943148966
puma_1205705,FL,0.47088142627416557,0.3602689952042134
puma_1205706,FL,0.5094316364440418,0.38976356582829697
puma_1205707,FL,0.499532446596825,0.38218974579506404
puma_1205708,FL,0.4667334974341705,0.3570954358493929
puma_1206100,FL,0.4540262754428926,0.3473732046395998
puma_1206300,FL,0.5366063051669225,0.41055476728481693
puma_1206901,FL,0.4877363839589811,0.37316463799345034
puma_1206902,FL,0.4030062309178736,0.308338026884254
puma_1206903,FL,0.43870953021537745,0.3356544404135865
puma_1207101,FL,0.4071479543318246,0.31150683849902583
puma_1207102,FL,0.4146558094453188,0.31725106043464
